Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Увельская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197					
1	"Число избирателей, внесенных в списки избирателей"	24342	1410	1195	1390	1357	1437	745	758	316	374	1639	157	661	1782	913	702	239	743	718	1211	228	370	443	1161	355	611	418	416	1210	101	627	655					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23000	1300	1100	1300	1100	1360	670	680	290	310	1670	150	660	1770	880	690	230	690	670	1170	230	340	430	1160	340	590	400	400	1080	100	600	640					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18484	960	856	1046	931	1059	552	531	197	310	1031	134	486	1336	696	600	209	651	612	890	199	301	421	925	261	502	330	355	992	81	522	508					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1757	69	68	30	114	101	23	30	66	0	350	6	19	138	34	19	17	26	39	168	21	38	0	77	39	43	24	18	22	9	78	71					
6	Число погашенных избирательных бюллетеней	2759	271	176	224	55	200	95	119	27	0	289	10	155	296	150	71	4	13	19	112	10	1	9	158	40	45	46	27	66	10	0	61					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1757	69	68	30	114	101	23	30	66	0	350	6	19	138	34	19	17	26	39	168	21	38	0	77	39	43	24	18	22	9	78	71					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18479	960	856	1046	931	1059	552	531	197	310	1029	133	486	1334	696	600	209	651	612	890	199	301	421	925	261	502	330	355	992	81	522	508					
9	Число недействительных избирательных бюллетеней	152	2	6	8	11	10	5	1	1	0	4	1	9	9	6	4	1	3	3	13	4	5	0	7	3	5	5	0	14	2	1	9					
10	Число действительных избирательных бюллетеней	20084	1027	918	1068	1034	1150	570	560	262	310	1375	138	496	1463	724	615	225	674	648	1045	216	334	421	995	297	540	349	373	1000	88	599	570					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	499	15	22	20	25	15	14	5	11	3	89	8	10	75	5	12	2	5	7	15	8	3	3	17	6	11	3	4	47	10	9	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	489	15	22	20	25	15	14	4	10	2	89	8	10	75	4	12	2	5	7	15	8	3	0	17	6	10	2	3	47	10	9	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	319	12	5	13	21	8	15	5	3	6	13	3	5	21	12	6	4	4	8	7	0	4	3	4	2	10	7	3	103	1	5	6					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	1	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	1	1	2	1	2	0	1	0	0	3	0	0	2	0	2	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	461	20	16	15	11	12	5	9	5	5	45	3	54	19	9	11	2	15	34	29	5	8	7	33	2	17	6	30	11	1	12	10					
		2.28%	1.94%	1.73%	1.39%	1.05%	1.03%	0.87%	1.60%	1.90%	1.61%	3.26%	2.16%	10.69%	1.29%	1.23%	1.78%	0.88%	2.22%	5.22%	2.74%	2.27%	2.36%	1.66%	3.29%	0.67%	3.12%	1.69%	8.04%	1.08%	1.11%	2.00%	1.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	62	3	5	8	1	4	2	2	1	5	2	0	0	8	1	2	0	2	1	3	0	0	0	1	1	2	0	0	3	0	3	2					
		0.31%	0.29%	0.54%	0.74%	0.10%	0.34%	0.35%	0.36%	0.38%	1.61%	0.15%	0.00%	0.00%	0.54%	0.14%	0.32%	0.00%	0.30%	0.15%	0.28%	0.00%	0.00%	0.00%	0.10%	0.33%	0.37%	0.00%	0.00%	0.30%	0.00%	0.50%	0.35%					
20	3.Политическая партия «Демократическая партия России»	21	2	3	1	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2					
		0.10%	0.19%	0.32%	0.09%	0.29%	0.17%	0.00%	0.18%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.20%	0.00%	0.33%	0.35%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1590	92	91	95	92	96	51	56	15	10	78	3	32	135	70	53	25	30	31	100	12	15	18	82	13	44	34	21	111	4	26	55					
