Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Увельская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2246	УИК №2247	УИК №2248					
1	"Число избирателей, внесенных в список избирателей"	25414	1621	1269	1497	1294	1408	662	886	145	520	117	1728	160	687	1026	787	886	766	225	1229	757	749	1220	240	374	424	1281	369	602	426	423	634	691	206	105					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25470	1500	1280	1470	1300	1430	710	870	140	460	110	1810	160	690	1070	800	880	770	240	1160	770	770	1260	240	370	430	1300	360	600	430	420	640	700	220	110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17882	975	773	1007	746	858	493	497	117	321	91	977	140	567	890	631	638	505	187	930	560	579	983	201	261	334	1113	208	405	333	291	437	605	158	71					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1566	93	68	24	85	52	17	31	15	3	3	312	11	19	50	52	21	31	20	25	104	41	87	28	22	14	44	44	48	16	20	88	50	7	21					
6	Число погашенных избирательных бюллетеней	6022	432	439	439	469	520	200	342	8	136	16	521	9	104	130	117	221	234	33	205	106	150	190	11	87	82	143	108	147	81	109	115	45	55	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1565	93	68	24	85	52	17	30	15	3	3	312	11	19	50	52	21	31	20	25	104	41	87	28	22	14	44	44	48	16	20	88	50	7	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17882	975	773	1007	746	858	493	497	117	321	91	977	140	567	890	631	638	505	187	930	560	579	983	201	261	334	1113	208	405	333	291	437	605	158	71					
9	Число недействительных избирательных бюллетеней	241	10	8	18	8	0	1	0	1	2	0	18	2	2	17	9	5	0	0	19	9	1	14	3	0	4	12	4	3	4	3	0	62	2	0					
10	Число действительных избирательных бюллетеней	19206	1058	833	1013	823	910	509	527	131	322	94	1271	149	584	923	674	654	536	207	936	655	619	1056	226	283	344	1145	248	450	345	308	525	593	163	92					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	565	28	26	28	23	28	17	13	2	20	2	58	10	20	55	25	10	10	7	20	10	10	30	5	10	5	30	5	10	5	5	13	9	5	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	523	28	26	27	21	28	15	12	2	20	0	58	10	12	49	24	10	10	7	18	8	8	30	5	6	5	29	5	6	3	5	12	9	4	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	266	21	3	16	9	8	6	7	1	3	0	11	6	3	9	4	13	8	2	101	0	5	2	0	4	1	6	1	5	1	3	3	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	42	0	0	1	2	0	2	1	0	0	2	0	0	8	6	1	0	0	0	2	2	2	0	0	4	0	1	0	4	2	0	1	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	2	2	1	0	2	2	0	0	1	0	1	0	0	2	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2106	207	181	217	142	141	66	117	9	45	25	117	13	55	57	25	60	54	8	132	30	20	115	19	21	24	4	10	49	15	16	42	29	31	10					
		10.83%	19.38%	21.52%	21.05%	17.09%	15.49%	12.94%	22.20%	6.82%	13.89%	26.60%	9.08%	8.61%	9.39%	6.06%	3.66%	9.10%	10.07%	3.86%	13.82%	4.52%	3.23%	10.75%	8.30%	7.42%	6.90%	0.35%	3.97%	10.82%	4.30%	5.14%	8.00%	4.43%	18.79%	10.87%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1660	135	136	136	135	130	43	82	12	107	9	104	12	30	38	28	8	13	10	61	31	41	50	19	18	19	27	14	44	20	36	45	23	34	10					
		8.54%	12.64%	16.17%	13.19%	16.25%	14.29%	8.43%	15.56%	9.09%	33.02%	9.57%	8.07%	7.95%	5.12%	4.04%	4.10%	1.21%	2.43%	4.83%	6.39%	4.67%	6.61%	4.67%	8.30%	6.36%	5.46%	2.33%	5.56%	9.71%	5.73%	11.58%	8.57%	3.51%	20.61%	10.87%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	7	4	4	2	4	1	4	2	3	0	1	2	0	0	1	0	0	0	6	0	1	2	3	2	1	3	2	1	1	1	5	1	0	5					
		0.35%	0.66%	0.48%	0.39%	0.24%	0.44%	0.20%	0.76%	1.52%	0.93%	0.00%	0.08%	1.32%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.63%	0.00%	0.16%	0.19%	1.31%	0.71%	0.29%	0.26%	0.79%	0.22%	0.29%	0.32%	0.95%	0.15%	0.00%	5.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2141	161	162	144	147	135	76	90	7	37	6	131	6	45	35	29	32	90	6	137	27	49	106	29	23	37	124	10	49	28	33	62	57	25	6					
