Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Краснозерская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538					
1	"Число избирателей, внесенных в списки"	29313	960	577	402	638	265	586	118	529	231	86	359	372	138	871	394	628	156	841	109	531	613	953	625	578	237	191	829	1169	160	574	187	144	283	115	593	799	92	1161	761	311	613	256	546	166	117	2381	3093	2726	249					
2	"Число бюллетеней, полученных участковыми комиссиями"	28914	965	580	408	625	258	557	118	520	316	92	359	376	140	859	403	642	171	846	112	519	609	958	625	634	231	185	812	1139	150	573	179	149	280	127	575	760	89	1143	758	311	609	258	555	159	125	2262	2925	2614	254					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19831	704	436	287	431	228	416	94	394	215	68	282	309	105	657	317	447	113	564	95	385	382	730	426	578	209	159	677	725	108	410	167	113	211	104	415	597	80	636	461	220	391	196	390	145	98	1303	1748	1367	238					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	901	19	13	19	50	0	11	0	0	16	0	0	0	0	38	21	30	15	47	0	19	63	14	30	0	0	0	21	32	7	16	0	0	5	0	25	12	0	38	20	5	33	0	29	6	9	66	120	52	0					
6	Число погашенных бюллетеней	8181	242	131	102	144	30	130	24	126	85	24	77	67	35	164	64	165	43	235	17	115	164	214	169	56	22	26	114	382	35	147	12	36	64	23	135	151	9	469	277	86	185	62	136	8	18	893	1057	1195	16					
7	Число бюллетеней в переносных ящиках для голосования	901	19	13	19	50	0	11	0	0	16	0	0	0	0	38	21	30	15	47	0	19	63	14	30	0	0	0	21	32	7	16	0	0	5	0	25	12	0	38	20	5	33	0	29	6	9	66	120	52	0					
8	Число бюллетеней в стационарных ящиках для голосования	19710	704	436	287	431	228	416	94	394	215	68	282	309	105	657	317	447	113	564	95	385	382	730	426	578	209	159	677	725	108	410	167	113	211	104	415	597	80	636	461	220	391	196	390	145	98	1303	1628	1366	238					
9	Число недействительных бюллетеней	302	21	10	13	14	2	0	0	5	1	1	6	0	0	11	0	7	4	5	4	7	20	8	18	3	1	1	2	3	4	9	3	4	4	0	26	5	2	11	8	1	9	0	0	1	1	14	17	16	0					
10	Число действительных бюллетеней	20309	702	439	293	467	226	427	94	389	230	67	276	309	105	684	338	470	124	606	91	397	425	736	438	575	208	158	696	754	111	417	164	109	212	104	414	604	78	663	473	224	415	196	419	150	106	1355	1731	1402	238					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	296	5	5	5	5	5	5	3	5	5	3	5	3	3	5	5	5	5	5	3	5	5	5	5	5	3	3	5	5	3	5	3	3	3	3	5	5	3	5	5	5	5	5	5	3	3	33	33	33	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	98	0	1	1	1	0	0	0	0	5	0	0	0	0	3	2	3	1	4	0	2	0	3	3	1	0	0	1	4	1	2	0	1	0	0	1	2	0	0	2	2	2	1	4	0	0	10	20	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	136	1	0	0	3	0	1	0	0	1	0	1	1	0	2	1	0	0	1	0	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	1	0	6	3	1	98					
14	Число погашенных открепительных удостоверений	198	5	4	4	4	5	5	3	5	0	3	5	3	3	2	3	2	4	1	3	3	5	2	2	4	3	3	4	1	2	3	3	2	3	3	4	3	3	5	3	3	3	4	1	3	3	23	13	18	2					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	282	10	1	0	7	3	10	1	8	3	0	8	8	0	15	7	6	3	7	3	15	7	12	8	7	4	6	9	12	1	1	3	0	2	2	13	10	2	6	4	4	7	9	1	0	3	2	12	18	2					
		1.36%	1.38%	0.22%	0.0%	1.45%	1.31%	2.34%	1.06%	2.03%	1.29%	0.0%	2.83%	2.58%	0.0%	2.15%	2.07%	1.25%	2.34%	1.14%	3.15%	3.71%	1.57%	1.61%	1.75%	1.21%	1.91%	3.77%	1.28%	1.58%	0.86%	0.23%	1.79%	0.0%	0.92%	1.92%	2.95%	1.64%	2.5%	0.89%	0.83%	1.77%	1.65%	4.59%	0.23%	0.0%	2.80%	0.14%	0.68%	1.26%	0.84%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	260	5	4	1	5	5	5	0	4	1	2	11	2	0	4	4	12	0	6	0	5	2	1	4	6	0	1	7	10	1	5	2	0	2	0	1	14	2	4	3	1	1	0	7	0	0	19	59	28	4					
		1.26%	0.69%	0.89%	0.32%	1.03%	2.19%	1.17%	0.0%	1.01%	0.43%	2.94%	3.90%	0.64%	0.0%	0.57%	1.18%	2.51%	0.0%	0.98%	0.0%	1.23%	0.44%	0.13%	0.87%	1.03%	0.0%	0.62%	1.00%	1.32%	0.86%	1.17%	1.19%	0.0%	0.92%	0.0%	0.22%	2.29%	2.5%	0.59%	0.62%	0.44%	0.23%	0.0%	1.67%	0.0%	0.0%	1.38%	3.37%	1.97%	1.68%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	454	11	2	8	9	6	16	2	11	9	1	2	3	3	20	4	9	2	8	0	11	15	16	10	10	5	1	27	15	2	18	5	3	5	3	9	12	3	10	12	11	9	2	2	1	6	33	20	48	4					
		2.20%	1.52%	0.44%	2.61%	1.87%	2.63%	3.74%	2.12%	2.79%	3.89%	1.47%	0.70%	0.97%	2.85%	2.87%	1.18%	1.88%	1.56%	1.30%	0.0%	2.72%	3.37%	2.15%	2.19%	1.73%	2.39%	0.62%	3.86%	1.98%	1.73%	4.22%	2.99%	2.65%	2.31%	2.88%	2.04%	1.97%	3.75%	1.48%	2.49%	4.88%	2.12%	1.02%	0.47%	0.66%	5.60%	2.41%	1.14%	3.38%	1.68%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	252	1	7	3	5	0	5	2	5	1	1	6	2	5	7	3	1	0	2	1	0	1	3	4	10	3	1	11	6	0	2	2	0	0	0	2	10	0	10	12	2	6	0	0	4	0	34	42	21	9					
		1.22%	0.13%	1.55%	0.98%	1.03%	0.0%	1.17%	2.12%	1.26%	0.43%	1.47%	2.12%	0.64%	4.76%	1.00%	0.88%	0.20%	0.0%	0.32%	1.05%	0.0%	0.22%	0.40%	0.87%	1.73%	1.43%	0.62%	1.57%	0.79%	0.0%	0.46%	1.19%	0.0%	0.0%	0.0%	0.45%	1.64%	0.0%	1.48%	2.49%	0.88%	1.41%	0.0%	0.0%	2.64%	0.0%	2.48%	2.40%	1.48%	3.78%					
22	"5. ""За Русь Святую"""	148	0	7	1	3	0	0	0	1	0	0	1	3	1	0	2	1	0	3	0	0	2	24	0	7	0	0	3	8	1	0	1	0	0	0	0	1	0	6	2	4	2	0	2	0	1	17	29	9	6					
		0.71%	0.0%	1.55%	0.32%	0.62%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.35%	0.97%	0.95%	0.0%	0.59%	0.20%	0.0%	0.49%	0.0%	0.0%	0.44%	3.22%	0.0%	1.21%	0.0%	0.0%	0.42%	1.05%	0.86%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.89%	0.41%	1.77%	0.47%	0.0%	0.47%	0.0%	0.93%	1.24%	1.65%	0.63%	2.52%					
23	"6. ""Объединенная Российская партия ""Русь"""	38	1	1	0	1	2	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	2	2	5	1	1	0	2	1	0	1	0	0	1	0	0	1	2	1	0	1	1	0	1	0	4	0					
		0.18%	0.13%	0.22%	0.0%	0.20%	0.87%	0.23%	0.0%	0.25%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.13%	0.0%	0.34%	0.95%	3.14%	0.14%	0.13%	0.0%	0.46%	0.59%	0.0%	0.46%	0.0%	0.0%	0.16%	0.0%	0.0%	0.20%	0.88%	0.23%	0.0%	0.23%	0.66%	0.0%	0.07%	0.0%	0.28%	0.0%					
