Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    район Раменки																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №3373	УИК №3374					
1	"Число избирателей, внесенных в список избирателей"	77242	1946	1345	2198	1766	2371	2181	2725	1617	1926	2502	2693	2404	2165	1929	2138	2286	2366	2444	2575	1965	2371	2038	1726	2829	2286	2864	2506	2087	1579	2151	2014	2241	1874	2017	2921	109	87					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	67050	1600	1100	1900	1500	2100	1900	2400	1500	1600	2000	2200	2100	2300	1600	1800	1900	2000	2200	2450	1700	2000	1800	1400	2500	2000	2400	2100	1800	1500	1900	1800	2000	1800	1700	1900	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	47964	887	668	1218	950	1324	1263	2102	898	1390	1420	1242	1717	2093	886	1508	1309	1380	1446	1217	1329	1276	1258	846	1779	1401	1896	1948	1693	853	1145	1646	1806	1446	818	1710	109	87					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	991	27	20	44	35	59	51	40	4	44	23	71	22	19	2	11	21	18	9	8	17	13	27	29	35	21	8	20	42	11	55	35	31	24	45	50	0	0					
6	Число погашенных избирательных бюллетеней	18095	686	412	638	515	717	586	258	598	166	557	887	361	188	712	281	570	602	745	1225	354	711	515	525	686	578	496	132	65	636	700	119	163	330	837	140	191	213					
7	Число избирательных бюллетеней в переносных ящиках для голосования	991	27	20	44	35	59	51	40	4	44	23	71	22	19	2	11	21	18	9	8	17	13	27	29	35	21	8	20	42	11	55	35	31	24	45	50	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47559	885	668	1218	950	1320	1257	2102	898	1382	1397	1239	1717	2091	886	1508	1309	1380	1446	1215	1325	1276	1231	846	1755	1380	1896	1919	1605	848	1145	1646	1806	1446	815	1556	109	87					
9	Число недействительных избирательных бюллетеней	606	16	22	17	9	21	13	31	19	10	7	27	31	27	9	3	28	16	15	24	11	20	22	7	21	29	24	0	18	12	4	12	19	1	17	39	0	5					
10	Число действительных избирательных бюллетеней	47944	896	666	1245	976	1358	1295	2111	883	1416	1413	1283	1708	2083	879	1516	1302	1382	1440	1199	1331	1269	1236	868	1769	1372	1880	1939	1629	847	1196	1669	1818	1469	843	1567	109	82					
