Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    район Раменки																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №3280	УИК №3281					
1	"Число избирателей, внесенных в списки избирателей"	74681	1997	1369	2143	1544	2521	2244	2149	2467	1301	2549	2678	2518	1660	2587	1914	1690	2505	2553	2043	2558	2109	1745	2504	2687	2862	2696	2105	1677	2172	2146	2069	2061	2235	2373	101	149					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63150	1605	1105	1750	1305	2002	1755	1752	1955	1055	2055	2155	2055	3000	2101	1550	1400	1955	2050	1600	2005	1705	1400	2005	2205	2305	2155	1700	1350	1755	1705	1650	1600	1705	3200	200	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38464	979	678	1052	707	1293	986	1109	1121	731	1276	1219	1300	1475	1309	839	835	1275	1256	990	1374	1007	797	1247	1333	1560	1377	1076	904	1175	1089	1123	1178	1043	1501	101	149					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	955	29	23	43	27	67	56	40	22	70	42	68	42	12	10	22	8	6	5	15	10	21	21	27	20	18	22	9	5	23	29	18	29	40	56	0	0					
6	Число погашенных избирательных бюллетеней	23731	597	404	655	571	642	713	603	812	254	737	868	713	1513	782	689	557	674	789	595	621	677	582	731	852	727	756	615	441	557	587	509	393	622	1643	99	151					
7	Число избирательных бюллетеней в переносных ящиках для голосования	955	29	23	43	27	67	56	40	22	70	42	68	42	12	10	22	8	6	5	15	10	21	21	27	20	18	22	9	5	23	29	18	29	40	56	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38295	975	673	1049	707	1291	985	1109	1121	731	1273	1214	1241	1466	1308	837	835	1258	1255	987	1374	1005	795	1242	1326	1559	1370	1073	902	1174	1081	1119	1173	1039	1498	101	149					
9	Число недействительных избирательных бюллетеней	640	18	6	22	8	19	12	16	16	14	20	22	16	26	21	8	18	14	17	16	18	12	6	22	25	14	28	20	9	26	15	21	47	46	21	0	1					
10	Число действительных избирательных бюллетеней	38610	986	690	1070	726	1339	1029	1133	1127	787	1295	1260	1267	1452	1297	851	825	1250	1243	986	1366	1014	810	1247	1321	1563	1364	1062	898	1171	1095	1116	1155	1033	1533	101	148					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1880	50	50	50	50	50	50	50	50	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	70	100	50	50	50	60	50	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1218	31	24	31	24	41	39	27	28	48	48	34	46	9	46	19	31	42	31	35	41	41	33	44	54	59	40	38	25	53	31	24	35	38	28	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1750	50	20	35	43	34	62	23	67	31	47	29	26	116	96	27	25	56	24	57	98	26	38	41	33	77	28	27	53	38	62	79	114	99	37	21	11					
14	Число погашенных неиспользованных открепительных удостоверений	662	19	26	19	26	9	11	23	22	52	52	16	4	41	4	31	19	8	19	15	9	9	17	6	16	41	10	12	25	7	19	26	15	12	22	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	99	0	2	2	1	4	2	0	2	1	5	6	2	0	0	6	1	6	1	4	6	5	1	6	5	2	3	4	1	4	3	4	8	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	1258	42	23	38	29	57	47	35	25	32	31	32	42	33	36	25	31	34	43	33	34	31	24	29	50	58	49	45	30	34	35	37	38	31	55	3	7					
		3.21%	4.18%	3.30%	3.48%	3.95%	4.20%	4.51%	3.05%	2.19%	3.99%	2.36%	2.50%	3.27%	2.23%	2.73%	2.91%	3.68%	2.69%	3.41%	3.29%	2.46%	3.02%	2.94%	2.29%	3.71%	3.68%	3.52%	4.16%	3.31%	2.84%	3.15%	3.25%	3.16%	2.87%	3.54%	2.97%	4.70%					
