Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Дебесская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624					
1	"Число избирателей, внесенных в списки избирателей"	10725	442	354	738	764	1097	1087	710	198	125	550	320	482	218	279	241	359	713	155	167	174	308	772	438	34					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10500	430	350	750	700	1020	1020	650	200	190	550	300	490	230	290	240	350	700	160	160	170	310	750	450	40					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7003	296	242	455	485	683	672	462	145	121	371	229	275	145	146	166	262	502	101	108	137	204	475	287	34					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	553	21	16	33	20	26	22	25	8	4	26	24	33	7	36	11	12	34	12	7	4	28	97	47	0					
6	Число погашенных избирательных бюллетеней	2944	113	92	262	195	311	326	163	47	65	153	47	182	78	108	63	76	164	47	45	29	78	178	116	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	553	21	16	33	20	26	22	25	8	4	26	24	33	7	36	11	12	34	12	7	4	28	97	47	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7003	296	242	455	485	683	672	462	145	121	371	229	275	145	146	166	262	502	101	108	137	204	475	287	34					
9	Число недействительных избирательных бюллетеней	78	7	6	2	4	4	2	2	2	6	1	2	3	3	3	1	7	5	0	1	4	5	2	4	2					
10	Число действительных избирательных бюллетеней	7478	310	252	486	501	705	692	485	151	119	396	251	305	149	179	176	267	531	113	114	137	227	570	330	32					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	246	16	5	15	15	12	15	15	5	0	20	10	13	5	10	5	10	12	5	5	5	15	15	18	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	149	10	3	13	9	6	4	12	3	0	13	1	10	1	3	1	3	11	5	3	2	11	7	18	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	61	2	3	4	5	11	0	5	1	0	2	3	2	1	1	0	3	4	3	0	4	2	3	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	97	6	2	2	6	6	11	3	2	0	7	9	3	4	7	4	7	1	0	2	3	4	8	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	179	17	6	5	7	12	18	15	7	3	11	9	7	5	2	4	5	8	1	2	1	5	19	10	0					
		2.37%	5.36%	2.33%	1.02%	1.39%	1.69%	2.59%	3.08%	4.58%	2.40%	2.77%	3.56%	2.27%	3.29%	1.10%	2.26%	1.82%	1.49%	0.88%	1.74%	0.71%	2.16%	3.32%	2.99%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	0	0	4	2	3	7	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0					
		0.30%	0.00%	0.00%	0.82%	0.40%	0.42%	1.01%	0.62%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.55%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0					
		0.12%	0.00%	0.39%	0.00%	0.20%	0.14%	0.29%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.60%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	712	32	20	56	44	73	97	71	7	8	27	29	15	17	12	21	25	27	25	5	9	19	45	25	3					
		9.42%	10.09%	7.75%	11.48%	8.71%	10.30%	13.98%	14.58%	4.58%	6.40%	6.80%	11.46%	4.87%	11.18%	6.59%	11.86%	9.12%	5.04%	22.12%	4.35%	6.38%	8.19%	7.87%	7.49%	8.82%					
