Выборы Президента Российской Федерации																																																																																																								
Дата голосования: 18.03.2018																																																																																																								
																																																																																																								
Наименование Избирательной комиссии:    Псковская городская																																																																																																								
																																																																																																								
Сводная таблица предварительных итогов голосования																																																																																																								
																																																																																																								
	Число участковых избирательных комиссий	93																																																																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	93																																																																																																						
																																																																																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №654									
1	"Число избирателей, включенных в список избирателей"	168837	808	1648	1720	1268	1670	2168	1218	1117	1804	1308	1991	1521	1430	1618	1146	1120	2213	2207	1624	1114	2222	2497	2881	1480	1724	1901	1897	2791	1768	1432	1614	1818	1079	1953	1076	2031	1898	1913	2246	2058	1983	2266	1270	2208	1971	2425	2579	2033	2600	2652	1660	1175	2105	2079	1562	1823	1957	1765	1764	2084	2248	2309	2225	2543	2364	1905	1366	1489	2921	1173	2526	2115	1989	2073	1910	2379	1917	2476	1570	1530	2080	1491	2014	1235	1105	1831	1970	1285	2033	1239	1546	555	472									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	160400	700	1500	1400	1200	1600	2000	1100	1000	1700	1200	1950	1400	1400	1500	1000	900	1800	2100	1500	900	2100	2300	2800	1400	1600	1800	1800	2600	1600	1400	1400	1700	1000	2000	1000	2000	1800	1800	2100	2100	1900	2300	1250	2200	2000	2400	2600	2000	2600	2600	1600	1100	2100	2100	1500	1800	1800	1700	1700	2000	2100	2300	2200	2500	2200	1800	1300	1300	2800	1100	2400	1900	1900	2000	1800	2200	1800	2400	1500	1400	1900	1400	1900	1200	1000	1800	1900	1200	2100	1100	1400	600	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	105585	498	972	963	720	1007	1370	721	706	1127	791	1259	904	735	977	654	650	1346	1261	854	577	1608	1316	2282	708	992	1095	902	1872	1042	875	866	1106	667	1055	694	1252	1128	1116	1577	1330	1297	1575	1190	1508	1309	1575	1680	1322	1721	1829	1104	773	1397	1331	1027	1187	1246	1100	1189	1306	1329	1435	1423	1664	1513	1204	847	909	1728	730	1536	1234	1142	1270	1237	1578	1271	1572	942	855	1225	912	1277	823	718	1125	1185	786	1487	826	903	322	336									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3133	5	16	217	28	27	26	27	58	24	23	36	16	22	30	19	32	15	27	28	14	8	35	146	16	30	18	31	81	30	41	106	97	29	49	12	24	17	30	20	35	17	9	33	24	23	19	37	38	22	22	10	6	16	53	27	21	16	35	21	28	27	44	52	28	21	24	21	46	87	4	28	21	24	43	24	54	13	31	24	20	18	18	26	12	9	20	12	7	3	9	29	204	108									
6	Число погашенных избирательных бюллетеней	51682	197	512	220	452	566	604	352	236	549	386	655	480	643	493	327	218	439	812	618	309	484	949	372	676	578	687	867	647	528	484	428	497	304	896	294	724	655	654	503	735	586	716	27	668	668	806	883	640	857	749	486	321	687	716	446	592	538	565	490	666	744	821	725	808	666	572	432	345	985	366	836	645	734	687	539	568	516	797	534	525	657	470	597	365	273	655	703	407	610	265	468	74	156									
