Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Сеченовская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193					
1	"Число избирателей, внесенных в список"	12596	632	206	115	611	244	170	415	114	1007	153	638	389	43	394	281	112	261	295	625	482	408	2567	966	322	308	203	206	199	230					
2	Число полученных избирательных бюллетеней	13500	670	220	129	650	260	178	440	125	1092	160	710	420	46	430	320	120	280	310	665	535	440	2650	970	360	330	240	230	260	260					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8403	429	139	102	409	130	118	280	88	641	130	438	287	43	290	251	105	201	192	384	262	314	1534	684	241	199	172	116	72	152					
5	"Число избирательных бюллетеней, выданных вне помещения"	1772	110	41	11	65	68	42	74	23	167	13	137	65	0	52	12	0	40	49	119	126	36	115	3	38	69	31	79	119	68					
6	Число погашенных избирательных бюллетеней	3325	131	40	16	176	62	18	86	14	284	17	135	68	3	88	57	15	39	69	162	147	90	1001	283	81	62	37	35	69	40					
7	Число избирательных бюллетеней в переносных ящиках	1772	110	41	11	65	68	42	74	23	167	13	137	65	0	52	12	0	40	49	119	126	36	115	3	38	69	31	79	119	68					
8	Число бюллетеней в стационарных ящиках для голосования	8403	429	139	102	409	130	118	280	88	641	130	438	287	43	290	251	105	201	192	384	262	314	1534	684	241	199	172	116	72	152					
9	Число недействительных избирательных бюллетеней	68	2	1	3	3	2	5	3	3	3	2	0	0	0	0	0	1	0	1	3	5	7	12	2	2	1	1	4	1	1					
10	Число действительных избирательных бюллетеней	10107	537	179	110	471	196	155	351	108	805	141	575	352	43	342	263	104	241	240	500	383	343	1637	685	277	267	202	191	190	219					
11	Число полученных открепительных  удостоверений	380	10	10	6	20	10	10	20	6	30	6	20	6	10	6	10	6	10	6	10	10	14	60	20	14	10	10	10	10	10					
12	Число выданных открепительных удостоверений	38	4	0	0	2	2	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	8	16	1	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	0	0	0	1	0	0	2	3	0	1	0	0	1	0	1	0	0	0	2	3	0	7	3	1	0	1	0	0	0					
14	Число неиспользованных открепительных удостоверений	342	6	10	6	18	8	10	19	6	29	6	20	6	10	5	10	6	10	6	9	10	13	52	4	13	10	10	10	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	216	11	3	2	9	2	0	3	0	16	3	12	2	0	8	2	2	2	4	12	7	9	76	18	5	2	1	2	1	2					
		2.12%	2.04%	1.67%	1.77%	1.90%	1.01%	0.00%	0.85%	0.00%	1.98%	2.10%	2.09%	0.57%	0.00%	2.34%	0.76%	1.90%	0.83%	1.66%	2.39%	1.80%	2.57%	4.61%	2.62%	1.79%	0.75%	0.49%	1.03%	0.52%	0.91%					
19	. Малышкин Олег Александрович	318	26	6	5	6	3	3	8	2	22	6	8	8	5	25	14	1	4	3	20	9	16	57	12	10	9	9	19	1	1					
		3.13%	4.82%	3.33%	4.42%	1.27%	1.52%	1.88%	2.26%	1.80%	2.72%	4.20%	1.39%	2.27%	11.63%	7.31%	5.32%	0.95%	1.66%	1.24%	3.98%	2.32%	4.57%	3.46%	1.75%	3.58%	3.36%	4.43%	9.74%	0.52%	0.45%					
20	. Миронов Сергей Михайлович	78	4	0	0	5	0	2	3	0	7	1	4	0	0	4	0	1	0	4	4	0	7	15	5	4	1	1	3	1	2					
		0.77%	0.74%	0.00%	0.00%	1.05%	0.00%	1.25%	0.85%	0.00%	0.87%	0.70%	0.70%	0.00%	0.00%	1.17%	0.00%	0.95%	0.00%	1.66%	0.80%	0.00%	2.00%	0.91%	0.73%	1.43%	0.37%	0.49%	1.54%	0.52%	0.91%					
21	. Путин Владимир Владимирович	6056	275	110	53	262	89	72	178	72	498	60	434	202	26	193	200	58	167	158	278	237	179	897	497	165	177	140	114	141	124					
		59.52%	51.02%	61.11%	46.90%	55.27%	44.95%	45.00%	50.28%	64.86%	61.63%	41.96%	75.48%	57.39%	60.47%	56.43%	76.05%	55.24%	69.29%	65.56%	55.27%	61.08%	51.14%	54.40%	72.34%	59.14%	66.04%	68.97%	58.46%	73.82%	56.36%					
22	. Хакамада Ирина Муцуовна	133	7	4	1	3	3	3	2	0	3	4	4	5	0	3	3	1	5	3	11	7	8	20	14	5	6	0	1	5	2					
		1.31%	1.30%	2.22%	0.88%	0.63%	1.52%	1.88%	0.56%	0.00%	0.37%	2.80%	0.70%	1.42%	0.00%	0.88%	1.14%	0.95%	2.07%	1.24%	2.19%	1.80%	2.29%	1.21%	2.04%	1.79%	2.24%	0.00%	0.51%	2.62%	0.91%					
23	. Харитонов Николай Михайлович	3186	204	56	47	184	94	75	154	31	255	60	106	135	12	104	44	34	63	68	171	116	120	552	120	83	72	50	49	40	87					
		31.31%	37.85%	31.11%	41.59%	38.82%	47.47%	46.88%	43.50%	27.93%	31.56%	41.96%	18.43%	38.35%	27.91%	30.41%	16.73%	32.38%	26.14%	28.22%	34.00%	29.90%	34.29%	33.47%	17.47%	29.75%	26.87%	24.63%	25.13%	20.94%	39.55%					
																																				
24	Против всех	120	10	0	2	2	5	0	3	3	4	7	7	0	0	5	0	7	0	0	4	7	4	20	19	5	0	1	3	1	1					
		1.18%	1.86%	0.00%	1.77%	0.42%	2.53%	0.00%	0.85%	2.70%	0.50%	4.90%	1.22%	0.00%	0.00%	1.46%	0.00%	6.67%	0.00%	0.00%	0.80%	1.80%	1.14%	1.21%	2.77%	1.79%	0.00%	0.49%	1.54%	0.52%	0.45%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
