Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Абазинская городская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84					
1	"Число избирателей, внесенных в списки избирателей"	13063	924	872	2594	838	1653	736	1660	762	876	2148					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13100	950	850	2600	850	1690	760	1600	750	850	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6688	473	380	1365	503	903	387	871	354	406	1046					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	507	29	32	93	55	40	32	36	25	50	115					
6	Число погашенных избирательных бюллетеней	5905	448	438	1142	292	747	341	693	371	394	1039					
7	Число избирательных бюллетеней в переносных ящиках для голосования	507	29	32	93	55	40	32	36	25	50	115					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6619	473	380	1365	503	903	355	835	353	406	1046					
9	Число недействительных избирательных бюллетеней	55	2	6	16	7	6	4	6	2	3	3					
10	Число действительных избирательных бюллетеней	7071	500	406	1442	551	937	383	865	376	453	1158					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	150	10	10	23	10	17	15	20	15	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	145	10	10	23	10	17	15	20	15	5	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	76	4	6	14	8	7	12	6	7	3	9					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	3	3	10	5	7	5	7	5	2	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	202	9	8	43	25	35	9	33	8	8	24					
		2.83%	1.79%	1.94%	2.95%	4.48%	3.71%	2.33%	3.79%	2.12%	1.75%	2.07%					
19	2.Всероссийская политическая партия «Гражданская Сила»	42	2	3	9	2	8	3	6	1	1	7					
		0.59%	0.40%	0.73%	0.62%	0.36%	0.85%	0.78%	0.69%	0.26%	0.22%	0.60%					
20	3.Политическая партия «Демократическая партия России»	7	0	1	2	0	1	2	0	0	1	0					
		0.10%	0.00%	0.24%	0.14%	0.00%	0.11%	0.52%	0.00%	0.00%	0.22%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1291	90	79	275	123	216	66	116	57	97	172					
		18.12%	17.93%	19.17%	18.86%	22.04%	22.91%	17.05%	13.32%	15.08%	21.27%	14.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	36	1	2	10	3	4	3	6	2	2	3					
		0.51%	0.20%	0.49%	0.69%	0.54%	0.42%	0.78%	0.69%	0.53%	0.44%	0.26%					
23	6.Политическая партия «Партия социальной справедливости»	15	0	0	3	2	2	0	2	0	2	4					
		0.21%	0.00%	0.00%	0.21%	0.36%	0.21%	0.00%	0.23%	0.00%	0.44%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	912	57	53	179	45	112	56	137	61	47	165					
		12.80%	11.35%	12.86%	12.28%	8.06%	11.88%	14.47%	15.73%	16.14%	10.31%	14.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	393	21	24	113	23	60	23	54	14	24	37					
		5.52%	4.18%	5.83%	7.75%	4.12%	6.36%	5.94%	6.20%	3.70%	5.26%	3.19%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	173	12	9	42	11	34	11	23	6	7	18					
		2.43%	2.39%	2.18%	2.88%	1.97%	3.61%	2.84%	2.64%	1.59%	1.54%	1.55%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3921	298	225	737	311	456	209	477	223	263	722					
		55.02%	59.36%	54.61%	50.55%	55.73%	48.36%	54.01%	54.76%	58.99%	57.68%	62.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	79	10	2	29	6	9	1	11	4	1	6					
		1.11%	1.99%	0.49%	1.99%	1.08%	0.95%	0.26%	1.26%	1.06%	0.22%	0.52%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
