Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №14																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327					
1	"Число избирателей, внесенных в список избирателей"	84382	2485	1930	2148	2057	1857	2057	2083	2021	2594	1599	2537	1984	2526	2719	2660	1898	2620	2731	2550	1923	2260	1897	2429	3105	1961	2078	1993	2047	1767	1265	2610	1694	2112	1260	992	890	1290	2167	1043	2018	1898	627					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	77000	2300	1800	1900	1900	1700	2000	2000	1900	2400	1500	2400	1900	2300	2200	2500	1600	2300	2500	2400	1700	2100	1800	2300	2800	1800	2000	1800	2000	1700	1000	2300	1500	2000	1000	1000	600	900	1900	1300	1700	1700	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	44813	1288	1112	1382	1087	1090	1083	970	1341	1591	814	1530	1108	1266	1470	1496	1015	1302	1476	1301	925	1293	846	1141	1449	920	853	1235	947	921	529	1495	734	1044	682	564	430	570	1010	1020	1010	956	517					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	845	11	9	7	19	59	13	8	17	12	13	8	7	9	9	26	58	12	20	7	33	18	10	7	11	19	9	15	11	16	49	11	7	11	15	17	47	90	32	23	60	10	0					
6	Число погашенных избирательных бюллетеней	31341	1001	679	511	794	551	904	1022	542	797	673	862	785	1025	721	978	527	986	1004	1092	742	789	944	1152	1340	861	1138	550	1042	763	422	794	759	944	303	419	123	240	858	257	630	734	83					
7	Число избирательных бюллетеней в переносных ящиках для голосования	845	11	9	7	19	59	13	8	17	12	13	8	7	9	9	26	58	12	20	7	33	18	10	7	11	19	9	15	11	16	49	11	7	11	15	17	47	90	32	23	60	10	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44523	1288	1103	1377	1087	1031	1081	970	1341	1585	808	1530	1089	1266	1413	1486	1015	1299	1475	1294	925	1275	845	1141	1435	918	849	1210	947	919	528	1481	734	1042	682	564	430	568	1010	1020	1009	936	517					
9	Число недействительных избирательных бюллетеней	748	19	13	14	14	14	16	11	16	25	11	18	17	20	18	17	20	18	27	16	10	15	15	21	75	13	15	48	21	14	6	20	8	18	13	8	19	14	23	19	18	0	11					
10	Число действительных избирательных бюллетеней	44620	1280	1099	1370	1092	1076	1078	967	1342	1572	810	1520	1079	1255	1404	1495	1053	1293	1468	1285	948	1278	840	1127	1371	924	843	1177	937	921	571	1472	733	1035	684	573	458	644	1019	1024	1051	946	506					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1520	30	29	31	30	30	30	30	30	30	25	40	40	40	50	40	35	40	40	40	40	40	40	40	35	40	30	40	40	30	35	40	40	30	35	35	35	35	40	25	30	40	65					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1278	26	15	31	28	20	21	13	28	26	15	40	40	40	41	40	35	36	31	39	39	38	16	28	31	34	17	32	40	22	31	39	33	22	35	35	26	35	29	25	17	26	63					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	861	30	9	15	27	20	32	17	9	20	19	36	21	11	31	41	29	31	59	19	18	18	10	17	18	13	15	5	11	13	18	14	13	3	18	15	36	16	14	25	57	18	0					
14	Число погашенных неиспользованных открепительных удостоверений	242	4	14	0	2	10	9	17	2	4	10	0	0	0	9	0	0	4	9	1	1	2	24	12	4	6	13	8	0	8	4	1	7	8	0	0	9	0	11	0	13	14	2					
