Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Ленинская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
1	"Число избирателей, внесенных в список"	15405	2148	1089	1055	106	390	258	119	361	1319	138	68	141	258	664	256	271	1296	436	338	457	187	181	733	569	707	658	1202					
2	Число полученных избирательных бюллетеней	15718	2117	1194	1167	106	384	277	130	364	1286	142	66	136	258	657	255	273	1283	437	363	455	187	184	760	579	716	719	1223					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11950	1547	915	665	77	278	226	111	285	986	133	66	133	213	468	204	224	830	373	305	356	167	164	544	414	581	648	1037					
5	"Число избирательных бюллетеней, выданных вне помещения"	743	122	75	52	13	36	8	0	21	46	0	0	0	19	30	12	21	87	18	10	15	5	0	38	25	20	0	70					
6	Число погашенных избирательных бюллетеней	3025	448	204	450	16	70	43	19	58	254	9	0	3	26	159	39	28	366	46	48	84	15	20	178	140	115	71	116					
7	Число избирательных бюллетеней в переносных ящиках	743	122	75	52	13	36	8	0	21	46	0	0	0	19	30	12	21	87	18	10	15	5	0	38	25	20	0	70					
8	Число бюллетеней в стационарных ящиках для голосования	11949	1547	915	665	77	278	226	111	285	986	133	66	133	213	468	204	224	830	373	305	356	167	164	544	414	581	647	1037					
9	Число недействительных избирательных бюллетеней	120	12	7	10	0	4	0	0	3	18	5	1	2	0	6	1	1	13	2	8	4	1	0	12	3	0	3	4					
10	Число действительных избирательных бюллетеней	12572	1657	983	707	90	310	234	111	303	1014	128	65	131	232	492	215	244	904	389	307	367	171	164	570	436	601	644	1103					
11	Число полученных открепительных  удостоверений	678	50	20	10	10	10	10	10	20	50	10	10	10	10	10	5	10	30	10	28	20	10	5	20	20	10	100	170					
12	Число выданных открепительных удостоверений	460	43	18	10	1	4	6	10	11	20	2	0	0	2	0	0	7	17	9	24	2	1	0	13	17	9	93	141					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	201	28	10	5	2	6	3	0	1	19	2	0	0	0	2	2	4	7	1	6	4	3	2	3	3	0	51	37					
14	Число неиспользованных открепительных удостоверений	218	7	2	0	9	6	4	0	9	30	8	10	10	8	10	5	3	13	1	4	18	9	5	7	3	1	7	29					
15	"Число открепительных удостоверений, выданных в ТИК"	55	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	49	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	204	31	12	17	3	6	2	0	8	23	0	1	2	5	18	5	2	14	8	4	6	2	1	7	12	8	2	5					
		1.61%	1.86%	1.21%	2.37%	3.33%	1.91%	0.85%	0.00%	2.61%	2.23%	0.00%	1.52%	1.50%	2.16%	3.61%	2.31%	0.82%	1.53%	2.05%	1.27%	1.62%	1.16%	0.61%	1.20%	2.73%	1.33%	0.31%	0.45%					
19	. Малышкин Олег Александрович	347	29	9	18	4	6	10	1	11	30	7	2	6	11	19	17	16	32	14	8	13	3	14	20	13	10	7	17					
		2.73%	1.74%	0.91%	2.51%	4.44%	1.91%	4.27%	0.90%	3.59%	2.91%	5.26%	3.03%	4.51%	4.74%	3.82%	7.87%	6.53%	3.49%	3.58%	2.54%	3.50%	1.74%	8.54%	3.44%	2.96%	1.66%	1.08%	1.54%					
20	. Миронов Сергей Михайлович	96	9	6	5	1	3	0	0	1	6	0	0	0	4	2	4	2	8	4	2	4	3	2	6	4	6	2	12					
		0.76%	0.54%	0.61%	0.70%	1.11%	0.96%	0.00%	0.00%	0.33%	0.58%	0.00%	0.00%	0.00%	1.72%	0.40%	1.85%	0.82%	0.87%	1.02%	0.63%	1.08%	1.74%	1.22%	1.03%	0.91%	1.00%	0.31%	1.08%					
21	. Путин Владимир Владимирович	9104	1212	787	426	54	231	190	97	240	802	88	52	98	152	362	135	172	423	265	203	230	128	113	378	290	432	587	957					
		71.73%	72.62%	79.49%	59.41%	60.00%	73.57%	81.20%	87.39%	78.43%	77.71%	66.17%	78.79%	73.68%	65.52%	72.69%	62.50%	70.20%	46.13%	67.77%	64.44%	61.99%	74.42%	68.90%	64.95%	66.06%	71.88%	90.73%	86.45%					
22	. Хакамада Ирина Муцуовна	288	59	25	29	6	10	4	5	6	19	0	0	1	9	6	6	6	22	6	4	7	1	1	5	9	10	8	24					
		2.27%	3.54%	2.53%	4.04%	6.67%	3.18%	1.71%	4.50%	1.96%	1.84%	0.00%	0.00%	0.75%	3.88%	1.20%	2.78%	2.45%	2.40%	1.53%	1.27%	1.89%	0.58%	0.61%	0.86%	2.05%	1.66%	1.24%	2.17%					
23	. Харитонов Николай Михайлович	2039	226	100	179	15	37	25	4	31	92	32	7	17	48	78	44	35	354	90	79	88	34	29	146	92	111	17	29					
		16.07%	13.54%	10.10%	24.97%	16.67%	11.78%	10.68%	3.60%	10.13%	8.91%	24.06%	10.61%	12.78%	20.69%	15.66%	20.37%	14.29%	38.60%	23.02%	25.08%	23.72%	19.77%	17.68%	25.09%	20.96%	18.47%	2.63%	2.62%					
																																		
24	Против всех	494	91	44	33	7	17	3	4	6	42	1	3	7	3	7	4	11	51	2	7	19	0	4	8	16	24	21	59					
		3.89%	5.45%	4.44%	4.60%	7.78%	5.41%	1.28%	3.60%	1.96%	4.07%	0.75%	4.55%	5.26%	1.29%	1.41%	1.85%	4.49%	5.56%	0.51%	2.22%	5.12%	0.00%	2.44%	1.37%	3.64%	3.99%	3.25%	5.33%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
