Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Становлянская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778					
1	"Число избирателей, внесенных в списки избирателей"	15478	2572	1322	454	535	483	405	496	134	391	499	537	690	241	600	393	572	506	288	533	159	280	176	554	629	581	427	464	247	310					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13225	2000	1000	400	500	400	350	400	125	350	450	500	600	200	500	350	500	450	250	500	150	250	150	500	550	500	400	400	200	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9546	1710	802	269	396	319	241	312	96	301	338	324	395	145	382	193	329	317	167	350	54	165	121	306	346	375	213	255	130	195					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2563	191	100	52	24	77	35	86	16	46	76	115	124	51	95	131	152	107	83	76	69	75	16	148	164	104	132	97	32	89					
6	Число погашенных избирательных бюллетеней	1116	99	98	79	80	4	74	2	13	3	36	61	81	4	23	26	19	26	0	74	27	10	13	46	40	21	55	48	38	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2563	191	100	52	24	77	35	86	16	46	76	115	124	51	95	131	152	107	83	76	69	75	16	148	164	104	132	97	32	89					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9545	1709	802	269	396	319	241	312	96	301	338	324	395	145	382	193	329	317	167	350	54	165	121	306	346	375	213	255	130	195					
9	Число недействительных избирательных бюллетеней	94	10	12	0	10	2	5	2	0	3	4	5	2	4	3	0	3	1	1	8	0	4	1	3	3	1	5	1	0	1					
10	Число действительных избирательных бюллетеней	12014	1890	890	321	410	394	271	396	112	344	410	434	517	192	474	324	478	423	249	418	123	236	136	451	507	478	340	351	162	283					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	306	40	10	10	10	10	10	10	5	16	20	10	10	5	10	10	10	10	5	10	5	10	5	10	10	10	10	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	151	35	9	1	6	5	2	7	0	15	16	6	10	0	1	10	1	0	1	6	0	1	1	3	0	1	2	10	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	23	12	1	8	4	1	3	1	4	1	3	1	1	5	1	4	3	1	2	1	1	1	3	2	1	0	4	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	155	5	1	9	4	5	8	3	5	1	4	4	0	5	9	0	9	10	4	4	5	9	4	7	10	9	8	0	4	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	259	39	16	6	6	12	12	4	2	8	8	9	12	1	7	6	13	6	17	9	1	5	4	5	13	11	4	15	2	6					
		2.14%	2.05%	1.77%	1.87%	1.43%	3.03%	4.35%	1.01%	1.79%	2.31%	1.93%	2.05%	2.31%	0.51%	1.47%	1.85%	2.70%	1.42%	6.80%	2.11%	0.81%	2.08%	2.92%	1.10%	2.55%	2.30%	1.16%	4.26%	1.23%	2.11%					
19	2.Всероссийская политическая партия «Гражданская Сила»	48	17	1	0	2	0	2	1	0	1	1	5	2	0	2	2	2	1	0	2	0	2	0	2	0	2	1	0	0	0					
		0.40%	0.89%	0.11%	0.00%	0.48%	0.00%	0.72%	0.25%	0.00%	0.29%	0.24%	1.14%	0.39%	0.00%	0.42%	0.62%	0.42%	0.24%	0.00%	0.47%	0.00%	0.83%	0.00%	0.44%	0.00%	0.42%	0.29%	0.00%	0.00%	0.00%					
