Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Урупская ТИК																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202					
1	"Число избирателей, внесенных в списки избирателей"	13827	638	362	872	1682	417	925	408	825	2040	1581	435	210	436	1251	1338	357	50					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13678	638	345	850	1680	405	905	395	830	2030	1550	435	210	430	1245	1330	355	45					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13337	638	332	831	1651	377	881	352	800	1993	1529	433	201	418	1211	1303	344	43					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	243	0	7	18	24	18	9	26	8	37	21	0	9	12	28	17	9	0					
6	Число погашенных избирательных бюллетеней	98	0	6	1	5	10	15	17	22	0	0	2	0	0	6	10	2	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	243	0	7	18	24	18	9	26	8	37	21	0	9	12	28	17	9	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13337	638	332	831	1651	377	881	352	800	1993	1529	433	201	418	1211	1303	344	43					
9	Число недействительных избирательных бюллетеней	18	0	0	1	5	1	0	4	3	0	2	0	0	2	0	0	0	0					
10	Число действительных избирательных бюллетеней	13562	638	339	848	1670	394	890	374	805	2030	1548	433	210	428	1239	1320	353	43					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	48	2	2	2	3	1	3	1	2	6	10	2	1	2	4	4	2	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	27	1	0	1	1	0	1	1	0	6	10	1	0	0	0	4	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	23	0	1	2	10	0	3	0	0	1	0	0	0	0	1	2	2	1					
