Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Новодеревенская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311					
1	"Число избирателей, внесенных в списки избирателей"	9030	3201	190	156	111	372	260	408	98	284	317	779	174	77	82	369	547	248	160	92	280	66	303	223	233					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8585	2800	190	160	110	370	260	420	95	280	320	770	170	75	80	370	550	240	160	90	280	65	300	210	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5842	1881	148	91	77	290	206	246	61	199	206	599	131	52	47	258	272	167	83	61	215	46	179	149	178					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1479	199	24	52	28	46	31	118	31	64	81	74	28	17	30	83	150	61	61	25	53	18	105	61	39					
6	Число погашенных избирательных бюллетеней	1264	720	18	17	5	34	23	56	3	17	33	97	11	6	3	29	128	12	16	4	12	1	16	0	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1479	199	24	52	28	46	31	118	31	64	81	74	28	17	30	83	150	61	61	25	53	18	105	61	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5841	1881	148	91	77	290	206	246	61	199	206	599	131	52	47	258	271	167	83	61	215	46	179	149	178					
9	Число недействительных избирательных бюллетеней	74	28	1	0	0	3	1	4	0	3	0	9	1	0	0	2	5	2	0	0	1	0	3	8	3					
10	Число действительных избирательных бюллетеней	7246	2052	171	143	105	333	236	360	92	260	287	664	158	69	77	339	416	226	144	86	267	64	281	202	214					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	174	25	5	5	5	5	8	13	5	5	5	25	5	5	5	8	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	93	20	2	3	0	3	6	13	0	1	0	22	1	0	0	7	5	0	0	0	0	0	4	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	67	17	1	0	1	6	1	1	3	2	1	5	2	1	0	4	6	1	0	1	0	1	2	10	1					
14	Число погашенных неиспользованных открепительных удостоверений	81	5	3	2	5	2	2	0	5	4	5	3	4	5	5	1	0	5	5	5	5	5	1	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
