Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Новодеревенская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298					
1	"Число избирателей, внесенных в список избирателей"	8898	2289	921	197	151	101	366	260	400	84	278	323	937	159	362	505	248	163	92	341	283	200	238					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8393	1900	760	200	150	100	370	250	430	83	280	320	900	150	370	550	250	160	90	360	290	200	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5461	1226	578	155	83	78	275	193	243	43	198	237	566	60	249	301	175	91	54	193	186	124	153					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1606	165	61	24	46	19	45	33	97	38	58	70	234	78	82	101	41	53	22	113	84	69	73					
6	Число погашенных избирательных бюллетеней	1326	509	121	21	21	3	50	24	90	2	24	13	100	12	39	148	34	16	14	54	20	7	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1606	165	61	24	46	19	45	33	97	38	58	70	234	78	82	101	41	53	22	113	84	69	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5460	1226	578	155	83	78	275	193	243	43	198	237	565	60	249	301	175	91	54	193	186	124	153					
9	Число недействительных избирательных бюллетеней	171	24	48	0	0	2	6	4	8	1	29	10	15	0	5	5	5	1	0	6	1	0	1					
10	Число действительных избирательных бюллетеней	6895	1367	591	179	129	95	314	222	332	80	227	297	784	138	326	397	211	143	76	300	269	193	225					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	270	40	16	7	5	3	10	1	33	0	10	5	30	0	9	32	13	10	0	22	14	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	252	33	14	6	5	1	10	1	33	0	10	1	30	0	8	32	13	9	0	22	14	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	10	5	1	2	6	5	1	4	1	3	1	4	4	1	2	3	3	1	1	7	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	18	7	2	1	0	2	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	3	3	1	1	0	0	1	7	0	0	0	2	0	3	13	0	0	0	0	0	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	534	203	74	17	15	13	21	14	25	18	14	10	11	11	6	9	7	12	2	21	8	9	14					
		7.56%	14.59%	11.58%	9.50%	11.63%	13.40%	6.56%	6.19%	7.35%	22.22%	5.47%	3.26%	1.38%	7.97%	1.81%	2.24%	3.24%	8.33%	2.63%	6.86%	2.96%	4.66%	6.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	832	191	86	27	7	6	43	12	59	4	12	19	117	25	39	40	22	29	6	41	11	15	21					
		11.77%	13.73%	13.46%	15.08%	5.43%	6.19%	13.44%	5.31%	17.35%	4.94%	4.69%	6.19%	14.64%	18.12%	11.78%	9.95%	10.19%	20.14%	7.89%	13.40%	4.07%	7.77%	9.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	11	7	0	3	0	3	1	2	1	0	0	3	1	2	3	1	3	1	2	2	3	1					
		0.71%	0.79%	1.10%	0.00%	2.33%	0.00%	0.94%	0.44%	0.59%	1.23%	0.00%	0.00%	0.38%	0.72%	0.60%	0.75%	0.46%	2.08%	1.32%	0.65%	0.74%	1.55%	0.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	856	293	77	10	20	4	29	13	24	12	14	23	105	8	38	49	12	18	1	33	28	21	24					
		12.11%	21.06%	12.05%	5.59%	15.50%	4.12%	9.06%	5.75%	7.06%	14.81%	5.47%	7.49%	13.14%	5.80%	11.48%	12.19%	5.56%	12.50%	1.32%	10.78%	10.37%	10.88%	10.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	14	4	3	0	2	3	0	1	0	0	0	3	1	0	1	0	1	0	2	0	1	0					
		0.51%	1.01%	0.63%	1.68%	0.00%	2.06%	0.94%	0.00%	0.29%	0.00%	0.00%	0.00%	0.38%	0.72%	0.00%	0.25%	0.00%	0.69%	0.00%	0.65%	0.00%	0.52%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4566	648	339	122	84	69	215	181	220	45	187	245	545	91	240	294	168	80	66	201	219	144	163					
		64.62%	46.59%	53.05%	68.16%	65.12%	71.13%	67.19%	80.09%	64.71%	55.56%	73.05%	79.80%	68.21%	65.94%	72.51%	73.13%	77.78%	55.56%	86.84%	65.69%	81.11%	74.61%	72.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	21	7	4	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	2					
		0.30%	0.50%	0.63%	0.00%	0.00%	1.03%	0.00%	0.44%	0.29%	0.00%	0.00%	0.00%	0.00%	0.72%	0.30%	0.25%	0.46%	0.00%	0.00%	0.00%	0.37%	0.00%	0.88%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
