Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Солнечная																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23672	1069	1349	1349	1613	1607	2056	1143	1131	161	1418	367	1506	765	360	605	944	1218	2034	2150	363	464									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24100	1090	1370	1380	1660	1600	2100	1150	1150	180	1450	370	1550	750	380	610	950	1250	2060	2200	370	480									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	17	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8576	364	510	536	685	829	908	399	543	74	505	108	435	211	207	154	274	374	470	520	175	295									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	817	37	20	16	5	5	25	61	28	1	11	25	49	102	14	31	26	116	103	128	5	9									
6	Число погашенных избирательных бюллетеней	14690	689	840	828	970	766	1167	690	579	105	934	237	1066	420	159	425	650	760	1487	1552	190	176									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	834	37	20	16	5	5	25	61	28	1	11	25	49	119	14	31	26	116	103	128	5	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8576	364	510	536	685	829	908	399	543	74	505	108	435	211	207	154	274	374	470	520	175	295									
9	Число недействительных избирательных бюллетеней	362	20	29	26	34	28	36	21	16	0	17	6	14	14	7	5	4	27	17	27	7	7									
10	Число действительных избирательных бюллетеней	9048	381	501	526	656	806	897	439	555	75	499	127	470	316	214	180	296	463	556	621	173	297									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	532	22	25	25	30	40	40	20	20	20	40	5	30	20	15	15	20	25	50	50	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	263	6	7	7	14	9	12	9	8	20	40	5	12	0	15	6	4	15	23	34	7	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	82	1	5	3	3	3	1	2	6	6	3	5	1	13	3	1	2	6	4	3	7	4									
14	Число погашенных неиспользованных открепительных удостоверений	269	16	18	18	16	31	28	11	12	0	0	0	18	20	0	9	16	10	27	16	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	103	7	9	14	19	5	21	12	12	0	0	1	2	0	0	0	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	143	10	8	5	12	15	15	16	2	0	12	1	8	7	0	0	6	2	9	8	1	6									
		1.52%	2.49%	1.51%	0.91%	1.74%	1.80%	1.61%	3.48%	0.35%	0.00%	2.33%	0.75%	1.65%	2.12%	0.00%	0.00%	2.00%	0.41%	1.57%	1.23%	0.56%	1.97%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	426	29	37	26	29	27	48	16	32	6	23	3	12	9	13	6	11	15	32	27	11	14									
		4.53%	7.23%	6.98%	4.71%	4.20%	3.24%	5.14%	3.48%	5.60%	8.00%	4.46%	2.26%	2.48%	2.73%	5.88%	3.24%	3.67%	3.06%	5.58%	4.17%	6.11%	4.61%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	257	15	14	16	10	18	24	18	8	2	13	4	17	5	1	10	20	17	18	10	9	8									
		2.73%	3.74%	2.64%	2.90%	1.45%	2.16%	2.57%	3.91%	1.40%	2.67%	2.52%	3.01%	3.51%	1.52%	0.45%	5.41%	6.67%	3.47%	3.14%	1.54%	5.00%	2.63%									
