Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Красноармейская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335					
1	"Число избирателей, внесенных в списки избирателей"	14051	1593	1497	1085	203	309	436	295	142	381	142	187	127	551	393	415	417	401	923	140	218	100	1228	219	123	128	628	507	353	910					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13500	1408	1380	1030	203	318	432	292	137	372	140	185	115	540	392	423	409	396	837	136	212	100	1180	211	121	127	629	511	344	920					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9132	993	921	694	156	230	274	205	96	288	97	139	80	371	284	327	306	256	628	104	156	78	717	143	89	76	413	279	187	545					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	921	70	31	32	18	25	62	24	5	21	2	11	23	64	49	33	31	65	32	8	16	6	75	19	19	33	28	44	33	42					
6	Число погашенных избирательных бюллетеней	3447	345	428	304	29	63	96	63	36	63	41	35	12	105	59	63	72	75	177	24	40	16	388	49	13	18	188	188	124	333					
7	Число избирательных бюллетеней в переносных ящиках для голосования	921	70	31	32	18	25	62	24	5	21	2	11	23	64	49	33	31	65	32	8	16	6	75	19	19	33	28	44	33	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9131	993	921	694	156	230	274	205	96	288	97	139	80	371	284	327	306	256	627	104	156	78	717	143	89	76	413	279	187	545					
9	Число недействительных избирательных бюллетеней	159	25	9	13	16	2	8	1	2	5	2	1	0	7	1	5	3	6	7	0	1	1	10	0	3	0	8	9	3	11					
10	Число действительных избирательных бюллетеней	9893	1038	943	713	158	253	328	228	99	304	97	149	103	428	332	355	334	315	652	112	171	83	782	162	105	109	433	314	217	576					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	295	20	20	20	5	10	10	10	5	10	5	5	5	10	10	10	10	15	15	5	10	5	20	5	5	5	10	10	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	153	11	18	7	0	5	4	4	1	8	1	4	1	6	5	9	3	10	11	2	2	2	14	2	1	0	5	2	7	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	217	35	5	12	0	0	5	1	0	4	1	0	6	5	5	4	3	9	87	2	0	1	10	0	1	0	5	4	9	3					
14	Число погашенных неиспользованных открепительных удостоверений	142	9	2	13	5	5	6	6	4	2	4	1	4	4	5	1	7	5	4	3	8	3	6	3	4	5	5	8	3	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	143	15	7	4	3	5	8	3	2	5	0	0	0	3	5	5	6	0	9	1	2	4	13	3	4	2	6	6	7	15					
		1.42%	1.41%	0.74%	0.55%	1.72%	1.96%	2.38%	1.31%	1.98%	1.62%	0.00%	0.00%	0.00%	0.69%	1.50%	1.39%	1.78%	0.00%	1.37%	0.89%	1.16%	4.76%	1.64%	1.85%	3.70%	1.83%	1.36%	1.86%	3.18%	2.56%					
19	2.Всероссийская политическая партия «Гражданская Сила»	44	3	4	8	5	0	0	0	1	1	0	0	0	1	1	1	0	0	6	0	0	0	3	2	0	0	5	1	1	1					
		0.44%	0.28%	0.42%	1.10%	2.87%	0.00%	0.00%	0.00%	0.99%	0.32%	0.00%	0.00%	0.00%	0.23%	0.30%	0.28%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.38%	1.23%	0.00%	0.00%	1.13%	0.31%	0.45%	0.17%					
20	3.Политическая партия «Демократическая партия России»	5	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.05%	0.09%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	899	136	111	75	17	7	44	39	6	28	3	7	4	12	18	15	26	22	80	9	17	0	46	17	2	3	39	27	26	63					
		8.94%	12.79%	11.66%	10.33%	9.77%	2.75%	13.10%	17.03%	5.94%	9.06%	3.03%	4.67%	3.88%	2.76%	5.41%	4.17%	7.72%	6.85%	12.14%	8.04%	9.88%	0.00%	5.81%	10.49%	1.85%	2.75%	8.84%	8.36%	11.82%	10.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	59	8	7	2	0	0	1	0	0	2	0	0	0	0	1	0	1	0	10	0	0	0	4	0	0	0	9	1	6	7					
		0.59%	0.75%	0.74%	0.28%	0.00%	0.00%	0.30%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.30%	0.00%	1.52%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	2.04%	0.31%	2.73%	1.19%					
23	6.Политическая партия «Партия социальной справедливости»	14	3	0	1	2	2	1	0	0	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.14%	0.28%	0.00%	0.14%	1.15%	0.78%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	1.94%	0.00%	0.30%	0.28%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	537	62	42	43	7	8	21	5	4	15	4	6	4	14	27	13	26	10	61	9	11	2	40	7	4	9	28	22	8	25					
		5.34%	5.83%	4.41%	5.92%	4.02%	3.14%	6.25%	2.18%	3.96%	4.85%	4.04%	4.00%	3.88%	3.22%	8.11%	3.61%	7.72%	3.12%	9.26%	8.04%	6.40%	2.38%	5.05%	4.32%	3.70%	8.26%	6.35%	6.81%	3.64%	4.26%					
