Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Кадошкинская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350					
1	"Число избирателей, внесенных в список"	7307	794	1078	752	1177	583	589	257	482	214	148	205	89	137	535	267					
2	Число полученных избирательных бюллетеней	7299	793	1065	748	1169	586	589	257	488	214	148	205	92	145	533	267					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6843	740	1058	719	1158	548	563	228	454	186	130	195	78	78	477	231					
5	"Число избирательных бюллетеней, выданных вне помещения"	411	52	4	28	8	30	26	28	20	27	17	10	11	59	56	35					
6	Число погашенных избирательных бюллетеней	45	1	3	1	3	8	0	1	14	1	1	0	3	8	0	1					
7	Число избирательных бюллетеней в переносных ящиках	411	52	4	28	8	30	26	28	20	27	17	10	11	59	56	35					
8	Число бюллетеней в стационарных ящиках для голосования	6843	740	1058	719	1158	548	563	228	454	186	130	195	78	78	477	231					
9	Число недействительных избирательных бюллетеней	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	7252	792	1060	747	1166	578	589	256	474	213	147	205	89	137	533	266					
11	Число полученных открепительных  удостоверений	200	20	30	20	32	16	17	7	13	6	4	6	3	4	14	8					
12	Число выданных открепительных удостоверений	42	3	8	3	7	5	0	0	5	5	0	0	0	3	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	20	2	4	0	5	0	1	0	0	0	0	0	0	3	2	3					
14	Число неиспользованных открепительных удостоверений	158	17	22	17	25	11	17	7	8	1	4	6	3	1	11	8					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	5	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0					
		0.07%	0.13%	0.00%	0.13%	0.09%	0.00%	0.00%	0.00%	0.21%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	. Малышкин Олег Александрович	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0					
		0.04%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	7205	788	1059	740	1162	577	589	254	462	209	146	204	88	131	532	264					
		99.32%	99.49%	99.72%	99.06%	99.66%	99.83%	100.00%	99.22%	97.47%	98.12%	99.32%	99.51%	98.88%	95.62%	99.81%	99.25%					
22	. Хакамада Ирина Муцуовна	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	36	2	1	5	3	1	0	2	9	1	1	1	1	6	1	2					
		0.50%	0.25%	0.09%	0.67%	0.26%	0.17%	0.00%	0.78%	1.90%	0.47%	0.68%	0.49%	1.12%	4.38%	0.19%	0.75%					
																						
24	Против всех	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
