Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Агинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928					
1	"Число избирателей, внесенных в список избирателей"	11130	1551	512	471	542	536	704	123	80	855	655	530	496	632	897	231	266	2049					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11585	1640	540	490	560	560	710	130	85	890	750	580	540	665	910	245	260	2030					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7779	1090	402	353	405	385	525	88	64	596	435	389	346	463	724	158	184	1172					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1466	112	85	76	123	89	139	35	16	132	122	107	75	121	73	41	32	88					
6	Число погашенных избирательных бюллетеней	2340	438	53	61	32	86	46	7	5	162	193	84	119	81	113	46	44	770					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1466	112	85	76	123	89	139	35	16	132	122	107	75	121	73	41	32	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7776	1090	402	353	405	385	525	88	64	596	435	389	346	463	724	158	184	1169					
9	Число недействительных избирательных бюллетеней	97	7	1	1	7	6	13	0	0	4	8	1	1	3	14	2	5	24					
10	Число действительных избирательных бюллетеней	9145	1195	486	428	521	468	651	123	80	724	549	495	420	581	783	197	211	1233					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	404	39	15	25	30	20	15	10	10	30	50	50	15	15	20	5	5	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	373	39	8	25	30	20	14	10	2	30	50	50	15	15	8	5	5	47					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	138	33	11	7	3	9	7	7	2	11	3	12	4	5	3	6	3	12					
14	Число погашенных неиспользованных открепительных удостоверений	31	0	7	0	0	0	1	0	8	0	0	0	0	0	12	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1087	166	51	76	44	76	74	6	3	57	50	47	38	55	88	29	37	190					
		11.76%	13.81%	10.47%	17.72%	8.33%	16.03%	11.14%	4.88%	3.75%	7.83%	8.98%	9.48%	9.03%	9.42%	11.04%	14.57%	17.13%	15.12%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	654	44	10	15	16	14	22	1	2	27	17	20	11	41	78	12	43	281					
		7.08%	3.66%	2.05%	3.50%	3.03%	2.95%	3.31%	0.81%	2.50%	3.71%	3.05%	4.03%	2.61%	7.02%	9.79%	6.03%	19.91%	22.35%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	7	2	4	5	4	4	1	1	3	3	1	3	1	2	5	2	15					
		0.68%	0.58%	0.41%	0.93%	0.95%	0.84%	0.60%	0.81%	1.25%	0.41%	0.54%	0.20%	0.71%	0.17%	0.25%	2.51%	0.93%	1.19%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	958	108	38	20	52	72	77	2	4	49	57	35	35	67	87	19	27	209					
		10.37%	8.99%	7.80%	4.66%	9.85%	15.19%	11.60%	1.63%	5.00%	6.73%	10.23%	7.06%	8.31%	11.47%	10.92%	9.55%	12.50%	16.63%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	97	14	3	3	7	10	3	1	0	6	5	2	1	11	9	4	1	17					
		1.05%	1.16%	0.62%	0.70%	1.33%	2.11%	0.45%	0.81%	0.00%	0.82%	0.90%	0.40%	0.24%	1.88%	1.13%	2.01%	0.46%	1.35%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6233	846	379	309	394	290	469	112	70	578	416	380	326	402	519	128	100	515					
		67.44%	70.38%	77.82%	72.03%	74.62%	61.18%	70.63%	91.06%	87.50%	79.40%	74.69%	76.61%	77.43%	68.84%	65.12%	64.32%	46.30%	40.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	53	10	3	1	3	2	2	0	0	4	1	10	6	4	0	0	1	6					
		0.57%	0.83%	0.62%	0.23%	0.57%	0.42%	0.30%	0.00%	0.00%	0.55%	0.18%	2.02%	1.43%	0.68%	0.00%	0.00%	0.46%	0.48%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
