Выборы Президента Российской Федерации																																																																	
Дата голосования: 02.03.2008																																																																	
																																																																	
Наименование Избирательной комиссии:    округа Муром																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
	Число участковых избирательных комиссий	58																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																															
																																																																	
		Сумма	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880					
1	"Число избирателей, включенных в списки избирателей"	112413	1171	1343	2007	1986	2161	2774	1761	1892	1183	2237	2204	2413	2009	1922	2290	2048	1919	2307	2488	2428	2045	2014	1036	2376	2239	2449	2062	2470	1884	1668	2150	2067	2256	2257	2444	2151	1943	2055	1985	1162	1723	2208	1811	2748	1846	1734	2072	1808	2330	624	946	2157	478	1273	2269	1768	1524	1838					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	105850	1100	1300	1900	1900	2000	2550	1750	1700	1100	2100	2100	2300	1900	1850	2150	1950	1800	2200	2400	2300	1900	1900	850	2200	2100	2200	1950	2350	1800	1550	2050	1950	2150	2150	2300	2000	1850	1950	1850	1100	1600	2100	1700	2550	1750	1600	1950	1700	2200	600	900	2050	450	1200	2150	1650	1450	1750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	58583	639	802	1063	1015	1238	1608	1020	957	621	1020	1100	1268	1112	1002	1135	1117	974	1254	1353	1286	1128	965	429	1194	1112	1134	1111	1267	889	934	982	994	1193	1238	1248	1107	1036	1013	909	532	864	1182	912	1551	1016	854	1204	977	1271	372	611	993	279	659	1150	909	736	1044					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5984	70	101	81	100	118	92	89	130	79	147	119	97	64	98	114	112	107	70	93	86	53	74	178	147	144	243	74	75	126	82	106	121	94	92	87	86	81	132	73	119	67	65	137	198	86	125	68	112	76	92	41	124	63	114	163	172	37	90					
6	Число погашенных избирательных бюллетеней	41283	391	397	756	785	644	850	641	613	400	933	881	935	724	750	901	721	719	876	954	928	719	861	243	859	844	823	765	1008	785	534	962	835	863	820	965	807	733	805	868	449	669	853	651	801	648	621	678	611	853	136	248	933	108	427	837	569	677	616					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5973	70	101	81	100	118	92	89	130	79	147	119	97	64	98	111	111	107	70	93	85	53	74	178	146	144	243	74	75	126	82	106	119	93	92	87	86	81	132	73	119	67	65	137	197	86	125	68	112	76	92	41	124	62	114	163	172	37	90					
8	Число бюллетеней в стационарных ящиках для голосования	58418	639	800	1061	1014	1238	1608	1020	955	618	1007	1100	1267	1096	978	1133	1114	971	1252	1344	1285	1123	963	428	1193	1099	1133	1108	1265	889	931	982	993	1192	1237	1248	1106	1035	1013	909	532	861	1180	912	1544	1014	854	1203	976	1268	372	610	991	278	657	1148	895	732	1044					
9	Число недействительных избирательных бюллетеней	642	3	5	19	16	19	16	9	19	9	15	15	18	10	9	12	10	10	2	20	8	6	12	3	13	18	17	25	11	5	6	7	7	18	12	14	17	8	10	8	4	5	14	9	26	10	8	12	10	9	2	6	7	3	9	17	19	6	5					
10	Число действительных избирательных бюллетеней	63749	706	896	1123	1098	1337	1684	1100	1066	688	1139	1204	1346	1150	1067	1232	1215	1068	1320	1417	1362	1170	1025	603	1326	1225	1359	1157	1329	1010	1007	1081	1105	1267	1317	1321	1175	1108	1135	974	647	923	1231	1040	1715	1090	971	1259	1078	1335	462	645	1108	337	762	1294	1048	763	1129					
11	Число полученных открепительных  удостоверений	1960	20	40	30	25	50	60	50	40	15	30	40	40	40	40	35	35	30	50	95	50	30	30	15	40	35	30	40	40	25	35	30	30	30	35	30	20	25	40	25	10	50	35	20	40	50	30	25	30	35	25	30	25	10	30	40	35	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1349	12	22	13	20	33	37	41	19	9	14	33	30	21	30	23	32	23	36	86	31	27	25	7	19	29	24	33	25	17	23	21	22	20	27	24	16	20	27	13	7	15	25	15	24	24	16	13	20	29	24	30	14	6	25	28	14	17	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1209	7	36	39	29	17	236	37	20	8	7	26	19	14	16	21	8	13	9	20	19	31	26	32	18	19	39	30	19	6	20	9	20	19	11	18	19	10	15	15	11	14	15	11	15	9	16	9	8	11	10	7	18	7	9	12	30	17	3					
