Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Солнечная 																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718					
1	"Число избирателей, внесенных в списки"	26983	1444	1817	2138	1532	974	1278	1467	790	29	228	1456	1586	426	1727	825	339	667	1038	1402	573	2197	2209	371	470					
2	"Число бюллетеней, полученных участковыми комиссиями"	26617	1430	1799	2137	1513	1002	1271	1344	767	33	240	1443	1570	433	1703	806	334	662	1028	1401	561	2138	2171	371	460					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12499	583	978	1086	830	540	597	899	365	17	155	836	666	162	504	302	232	236	465	608	456	760	728	188	306					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	670	96	18	19	29	13	14	30	68	0	7	52	45	23	37	27	12	12	24	28	0	65	45	4	2					
6	Число погашенных бюллетеней	13448	751	803	1032	654	449	660	415	334	16	78	555	859	248	1162	477	90	414	539	765	105	1313	1398	179	152					
7	Число бюллетеней в переносных ящиках для голосования	706	96	18	19	29	13	14	30	68	0	7	52	45	23	37	27	12	0	24	28	0	113	45	4	2					
8	Число бюллетеней в стационарных ящиках для голосования	12463	583	978	1086	830	540	597	899	365	17	155	836	666	162	504	302	232	248	465	608	456	712	728	188	306					
9	Число недействительных бюллетеней	170	5	12	11	10	2	6	8	6	0	2	21	16	1	7	14	0	19	4	12	2	5	3	3	1					
10	Число действительных бюллетеней	12999	674	984	1094	849	551	605	921	427	17	160	867	695	184	534	315	244	229	485	624	454	820	770	189	307					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	697	40	50	50	40	20	30	30	20	2	10	40	35	10	50	20	10	20	30	40	10	60	60	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	103	6	8	19	3	2	2	8	5	0	0	5	9	5	1	1	1	1	2	3	10	3	3	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	1	0	5	4	0	4	4	2	0	0	5	4	0	3	1	3	4	1	4	2	2	5	2	2					
14	Число погашенных открепительных удостоверений	594	34	42	31	37	18	28	22	15	2	10	35	26	5	49	19	9	19	28	37	0	57	57	6	8					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	153	10	11	11	6	6	6	7	4	0	3	13	5	4	8	4	9	5	5	9	3	10	5	4	5					
		1.16%	1.47%	1.10%	0.99%	0.69%	1.08%	0.98%	0.75%	0.92%	0.0%	1.85%	1.46%	0.70%	2.16%	1.47%	1.21%	3.68%	2.01%	1.02%	1.41%	0.65%	1.21%	0.64%	2.08%	1.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	274	6	15	32	15	15	12	32	8	0	3	6	16	1	26	14	11	1	7	3	17	21	10	1	2					
		2.08%	0.88%	1.50%	2.89%	1.74%	2.71%	1.96%	3.44%	1.84%	0.0%	1.85%	0.67%	2.25%	0.54%	4.80%	4.25%	4.50%	0.40%	1.43%	0.47%	3.72%	2.54%	1.29%	0.52%	0.64%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	492	37	35	31	30	23	28	20	19	1	4	39	18	12	24	13	10	18	12	18	9	38	38	5	10					
		3.73%	5.44%	3.51%	2.80%	3.49%	4.15%	4.58%	2.15%	4.38%	5.88%	2.46%	4.39%	2.53%	6.48%	4.43%	3.95%	4.09%	7.25%	2.45%	2.83%	1.97%	4.60%	4.91%	2.60%	3.24%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	374	19	23	50	27	16	14	42	16	0	1	7	51	1	25	7	3	0	13	11	13	15	10	7	3					
		2.84%	2.79%	2.30%	4.52%	3.14%	2.89%	2.29%	4.52%	3.69%	0.0%	0.61%	0.78%	7.17%	0.54%	4.62%	2.12%	1.22%	0.0%	2.65%	1.72%	2.85%	1.81%	1.29%	3.64%	0.97%					
22	"5. ""За Русь Святую"""	49	4	1	3	4	2	3	3	2	0	0	3	6	0	1	0	2	0	2	1	3	7	2	0	0					
		0.37%	0.58%	0.10%	0.27%	0.46%	0.36%	0.49%	0.32%	0.46%	0.0%	0.0%	0.33%	0.84%	0.0%	0.18%	0.0%	0.81%	0.0%	0.40%	0.15%	0.65%	0.84%	0.25%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	43	3	0	5	3	3	3	4	2	0	0	7	0	3	1	0	0	1	2	2	3	1	0	0	0					
		0.32%	0.44%	0.0%	0.45%	0.34%	0.54%	0.49%	0.43%	0.46%	0.0%	0.0%	0.78%	0.0%	1.62%	0.18%	0.0%	0.0%	0.40%	0.40%	0.31%	0.65%	0.12%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	115	6	10	8	9	1	3	15	4	0	3	6	4	0	4	1	1	3	5	4	16	6	3	3	0					
		0.87%	0.88%	1.00%	0.72%	1.04%	0.18%	0.49%	1.61%	0.92%	0.0%	1.85%	0.67%	0.56%	0.0%	0.73%	0.30%	0.40%	1.20%	1.02%	0.62%	3.50%	0.72%	0.38%	1.56%	0.0%					
25	"8. ""Народно-республиканская партия России"""	14	1	1	1	1	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	1	3	0	0					
		0.10%	0.14%	0.10%	0.09%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.62%	0.36%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.12%	0.38%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	55	2	5	6	3	2	0	4	2	0	0	1	2	2	3	1	0	3	0	3	1	8	3	4	0					
		0.41%	0.29%	0.50%	0.54%	0.34%	0.36%	0.0%	0.43%	0.46%	0.0%	0.0%	0.11%	0.28%	1.08%	0.55%	0.30%	0.0%	1.20%	0.0%	0.47%	0.21%	0.96%	0.38%	2.08%	0.0%					
27	"10. ""Аграрная партия России"""	218	6	21	16	17	7	8	7	11	0	3	14	15	8	6	8	7	0	11	9	9	17	10	3	5					
		1.65%	0.88%	2.10%	1.44%	1.97%	1.26%	1.30%	0.75%	2.54%	0.0%	1.85%	1.57%	2.10%	4.32%	1.10%	2.43%	2.86%	0.0%	2.24%	1.41%	1.97%	2.06%	1.29%	1.56%	1.62%					
28	"11. ""Истинные патриоты России"""	13	1	3	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1					
		0.09%	0.14%	0.30%	0.0%	0.0%	0.0%	0.0%	0.21%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.30%	0.0%	0.0%	0.20%	0.0%	0.21%	0.0%	0.12%	0.0%	0.32%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	162	12	13	14	8	14	5	20	7	0	0	6	11	1	1	1	4	4	5	9	2	11	7	2	5					
		1.23%	1.76%	1.30%	1.26%	0.93%	2.53%	0.81%	2.15%	1.61%	0.0%	0.0%	0.67%	1.54%	0.54%	0.18%	0.30%	1.63%	1.61%	1.02%	1.41%	0.43%	1.33%	0.90%	1.04%	1.62%					
30	"13. ""Демократическая партия России"""	56	4	4	3	4	1	3	1	1	0	1	7	5	1	2	1	0	0	2	0	2	4	5	0	5					
