Выборы Президента Российской Федерации																																																																						
Дата голосования: 02.03.2008																																																																						
																																																																						
Наименование Избирательной комиссии:    Калининская N17																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
	Число участковых избирательных комиссий	63																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	63																																																																				
																																																																						
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №1818					
1	"Число избирателей, включенных в списки избирателей"	121696	2316	2042	2160	2312	2134	2111	2192	2268	2151	2157	2247	1928	1975	1669	1982	1720	2002	2089	2135	1558	2301	1649	2022	1935	1540	1719	1210	2329	2044	2000	1987	1956	2101	2099	2179	2003	2452	2132	1478	1945	1995	2342	2306	2049	1970	2019	2118	2097	964	1786	2430	1765	2065	2025	1993	2114	1392	1674	2032	1785	875	1281	390					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	118500	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1500	2000	1500	2000	2000	2000	2000	2000	2000	2000	2000	1500	2000	1500	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1500	2000	2000	2000	2000	2000	2000	2000	2000	2000	1000	1500	2000	2000	2000	2000	2000	2000	1500	1500	2000	2000	1000	1500	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	87030	1770	1570	1368	1598	1564	1228	1438	1419	1518	1633	1548	1490	1560	1263	1240	1075	1636	1441	1695	1433	1678	1133	1317	1551	1115	1523	1065	1383	1255	1598	1237	1458	1322	1536	1661	1606	1711	1565	1125	1322	1367	1523	1539	1369	1261	1316	1421	1332	633	1216	1918	1238	1412	1636	1380	1420	1091	1136	1457	1785	875	667	390					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4880	37	66	60	66	86	41	59	46	39	56	69	67	48	38	49	41	80	29	60	113	74	40	170	39	60	14	54	68	52	69	32	47	84	242	124	51	80	184	39	97	96	47	58	173	40	46	84	78	47	87	60	67	57	66	202	95	49	42	102	0	0	614	0					
6	Число погашенных избирательных бюллетеней	26590	193	364	572	336	350	731	503	535	443	311	383	443	392	199	711	384	284	530	245	454	248	827	513	410	325	463	381	549	693	333	731	495	594	222	215	343	209	251	336	581	537	430	403	458	699	638	495	590	320	197	22	695	531	298	418	485	360	322	441	215	125	219	610					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4880	37	66	60	66	86	41	59	46	39	56	69	67	48	38	49	41	80	29	60	113	74	40	170	39	60	14	54	68	52	69	32	47	84	242	124	51	80	184	39	97	96	47	58	173	40	46	84	78	47	87	60	67	57	66	202	95	49	42	102	0	0	614	0					
8	Число бюллетеней в стационарных ящиках для голосования	86739	1762	1570	1368	1598	1556	1228	1434	1415	1518	1633	1479	1490	1560	1263	1239	1075	1636	1441	1695	1425	1675	1093	1313	1551	1115	1523	1061	1361	1254	1593	1233	1454	1322	1536	1661	1603	1710	1561	1123	1313	1367	1514	1532	1366	1261	1313	1417	1321	632	1210	1918	1231	1407	1636	1378	1410	1082	1136	1454	1783	875	667	389					
9	Число недействительных избирательных бюллетеней	1299	31	0	32	36	31	0	19	0	46	35	30	26	34	20	18	18	16	24	19	24	28	23	0	18	16	13	13	20	18	29	0	0	29	25	34	18	5	26	16	22	17	30	27	23	22	27	24	23	10	0	19	14	24	21	29	30	22	20	25	48	4	23	5					
