Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Район Ивановское																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009					
1	"Число избирателей, внесенных в списки"	83352	2295	2379	2659	2646	2551	2525	2546	2780	2480	2579	2771	2618	1751	1741	2229	2779	2741	2053	2286	2003	2214	2196	2626	2516	2655	2087	2316	2657	2610	2669	2696	2412	2710	2576					
2	"Число бюллетеней, полученных участковыми комиссиями"	81797	2200	2300	2600	2600	2500	2500	2500	2700	2400	2500	2700	2600	1700	1700	2200	2700	2700	2000	2200	2000	2200	2200	2600	2500	2590	2000	2124	2700	2583	2700	2700	2400	2700	2500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	46249	1282	1365	1544	1528	1580	1426	1357	1521	1519	1323	1524	1450	913	905	1227	1362	1614	1132	1187	1188	1161	1065	1426	1333	1356	1207	1455	1415	1494	1493	1529	1405	1518	1445					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1285	35	35	81	28	50	34	47	37	27	28	40	43	36	37	26	34	42	28	48	23	18	33	38	37	35	43	29	45	44	37	45	31	44	47					
6	Число погашенных бюллетеней	34263	883	900	975	1044	870	1040	1096	1142	854	1149	1136	1107	751	758	947	1304	1044	840	965	789	1021	1102	1136	1130	1199	750	640	1240	1045	1170	1126	964	1138	1008					
7	Число бюллетеней в переносных ящиках для голосования	1285	35	35	81	28	50	34	47	37	27	28	40	43	36	37	26	34	42	28	48	23	18	33	38	37	35	43	29	45	44	37	45	31	44	47					
8	Число бюллетеней в стационарных ящиках для голосования	46057	1280	1365	1463	1528	1580	1426	1347	1521	1516	1321	1524	1450	907	905	1227	1362	1614	1132	1187	1168	1159	1065	1426	1333	1356	1207	1455	1415	1489	1491	1529	1353	1511	1445					
9	Число недействительных бюллетеней	516	19	15	8	1	19	25	19	9	19	21	13	18	5	10	15	8	27	23	23	10	23	11	16	18	20	19	8	4	19	16	17	6	13	19					
10	Число действительных бюллетеней	46826	1296	1385	1536	1555	1611	1435	1375	1549	1524	1328	1551	1475	938	932	1238	1388	1629	1137	1212	1181	1154	1087	1448	1352	1371	1231	1476	1456	1514	1512	1557	1378	1542	1473					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2040	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	809	20	23	39	41	27	0	23	24	29	22	33	28	10	17	23	43	38	23	20	20	23	24	36	0	25	21	27	34	33	32	0	0	43	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	532	8	11	18	18	5	8	13	24	29	7	19	18	12	15	18	24	20	14	11	12	37	14	12	17	14	19	15	15	27	20	0	0	16	22					
14	Число погашенных открепительных удостоверений	979	40	37	21	19	33	25	37	36	31	38	27	32	50	43	37	17	22	37	40	40	0	36	24	0	35	39	33	26	27	28	0	0	17	52					
15	Число открепительных удостоверений выданных ТИК	33	0	0	0	0	0	0	1	1	0	0	0	28	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	290	10	5	7	10	10	6	8	3	10	7	7	8	6	4	18	8	10	3	4	15	9	12	8	11	5	8	6	9	2	10	15	23	8	5					
		0.61%	0.76%	0.35%	0.45%	0.64%	0.61%	0.41%	0.57%	0.19%	0.64%	0.51%	0.44%	0.53%	0.63%	0.42%	1.43%	0.57%	0.60%	0.25%	0.32%	1.25%	0.76%	1.09%	0.54%	0.80%	0.35%	0.64%	0.40%	0.61%	0.13%	0.65%	0.95%	1.66%	0.51%	0.33%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2903	94	116	126	118	100	118	108	111	110	73	107	104	56	64	75	55	89	69	53	49	67	41	85	74	93	105	130	76	81	63	89	24	81	99					
		6.13%	7.14%	8.28%	8.16%	7.58%	6.13%	8.08%	7.74%	7.12%	7.12%	5.41%	6.84%	6.96%	5.93%	6.79%	5.98%	3.93%	5.37%	5.94%	4.29%	4.11%	5.69%	3.73%	5.80%	5.40%	6.68%	8.4%	8.76%	5.20%	5.28%	4.12%	5.65%	1.73%	5.20%	6.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1160	18	33	35	36	27	31	31	46	32	34	37	27	26	23	38	14	51	41	30	46	24	34	33	24	32	34	30	39	41	37	55	43	41	37					
		2.45%	1.36%	2.35%	2.26%	2.31%	1.65%	2.12%	2.22%	2.95%	2.07%	2.52%	2.36%	1.80%	2.75%	2.44%	3.03%	1.00%	3.07%	3.53%	2.42%	3.86%	2.03%	3.09%	2.25%	1.75%	2.30%	2.72%	2.02%	2.67%	2.67%	2.42%	3.49%	3.10%	2.63%	2.47%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4542	109	191	156	197	169	122	129	166	149	126	169	134	79	63	100	92	117	118	120	108	90	94	155	155	101	138	166	127	169	138	189	132	145	129					
