Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Глазуновская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №795	УИК №796					
1	"Число избирателей, внесенных в списки"	11360	1283	752	867	351	392	229	692	398	467	479	533	573	345	472	345	298	671	407	1133	673					
2	"Число бюллетеней, полученных участковыми комиссиями"	11690	1324	830	932	352	394	239	696	406	484	495	572	576	345	469	359	296	678	403	1137	703					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7907	910	543	569	264	292	177	422	250	303	310	353	408	322	293	249	185	544	323	732	458					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	610	16	21	44	25	34	15	104	118	14	25	27	38	0	0	12	48	1	10	15	43					
6	Число погашенных бюллетеней	3183	406	266	323	63	68	47	170	38	167	160	192	130	23	176	97	63	133	70	390	201					
7	Число бюллетеней в переносных ящиках для голосования	610	16	21	44	25	34	15	104	118	14	25	27	38	0	0	12	48	1	10	15	43					
8	Число бюллетеней в стационарных ящиках для голосования	7907	910	543	569	264	292	177	422	250	303	310	353	408	322	293	249	185	544	323	732	458					
9	Число недействительных бюллетеней	50	3	6	5	0	0	3	5	1	0	2	0	0	1	3	2	0	3	1	7	8					
10	Число действительных бюллетеней	8467	923	558	608	289	326	189	521	367	317	333	380	446	321	290	259	233	542	332	740	493					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	260	21	10	10	60	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	93	13	7	6	12	3	1	9	4	3	1	2	3	3	5	4	2	3	1	5	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	13	2	2	5	2	1	12	3	3	2	1	0	1	3	2	1	3	2	7	1					
14	Число погашенных открепительных удостоверений	167	8	3	4	48	7	9	1	6	7	9	8	7	7	5	6	8	7	9	5	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1					
17	Число не учтенных при получении бюллетеней	12	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	90	9	5	7	2	4	2	10	1	6	5	7	0	0	1	5	3	4	7	3	9					
		1.05%	0.97%	0.88%	1.14%	0.69%	1.22%	1.04%	1.90%	0.27%	1.89%	1.49%	1.84%	0.0%	0.0%	0.34%	1.91%	1.28%	0.73%	2.10%	0.40%	1.79%					
