Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Николаевская-на-Амуре																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410					
1	"Число избирателей, внесенных в списки"	35109	163	768	1295	1324	932	1570	1957	884	1666	689	1535	885	1397	1181	1517	2110	2099	1028	702	459	214	43	217	265	270	352	1000	589	895	596	515	49	689	1095	1006	679	382	1488	533	71					
2	"Число бюллетеней, полученных участковыми комиссиями"	34905	164	810	1275	1295	925	1570	1935	865	1665	685	1525	885	1390	1165	1495	2070	2090	1015	695	465	200	44	213	265	290	365	995	575	880	595	505	47	710	1050	995	655	400	1525	540	72					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14189	69	197	483	449	265	502	903	415	531	198	813	441	588	576	552	739	868	287	238	162	183	14	130	141	152	190	448	311	355	215	246	36	348	388	447	365	220	391	262	71					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	913	0	21	5	19	23	27	25	20	38	24	22	8	36	16	30	35	41	20	13	8	0	0	12	17	26	12	23	61	27	51	24	0	13	23	13	49	16	41	74	0					
6	Число погашенных бюллетеней	19789	95	592	787	827	637	1041	1007	430	1096	463	690	436	766	573	913	1296	1181	708	444	295	17	30	64	107	112	163	524	203	498	329	235	11	344	639	535	241	162	1093	204	1					
7	Число бюллетеней в переносных ящиках для голосования	923	0	21	0	19	23	27	25	20	38	24	22	8	36	16	30	35	41	20	13	8	0	0	19	17	27	12	23	61	27	51	24	0	18	23	13	49	18	41	74	0					
8	Число бюллетеней в стационарных ящиках для голосования	14188	69	197	488	449	265	502	903	414	530	198	813	440	588	575	552	739	868	287	238	162	183	14	130	141	151	190	448	311	355	215	246	35	348	388	447	365	220	391	262	71					
9	Число недействительных бюллетеней	169	0	0	2	6	1	10	15	2	8	3	11	10	5	4	2	6	10	4	3	0	1	1	2	1	4	2	4	14	4	1	2	0	3	3	5	2	3	3	4	8					
10	Число действительных бюллетеней	14942	69	218	486	462	287	519	913	432	560	219	824	438	619	587	580	768	899	303	248	170	182	13	147	157	174	200	467	358	378	265	268	35	363	408	455	412	235	429	332	63					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	375	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	5	5	5	5	5	10	10	10	10	10	5	10	15	15	20	10	20	10	0					
