Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Клинцовская городская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612					
1	"Число избирателей, внесенных в списки"	56660	1713	1266	1067	470	1642	1975	1971	2070	2041	1993	2021	1829	1981	1824	1939	2143	1858	1784	1858	1862	1707	1825	1969	1916	2128	2023	1871	1992	1959	2007	1956					
2	"Число бюллетеней, полученных участковыми комиссиями"	54500	1650	1200	1000	450	1500	1800	1900	2000	2000	1900	1900	1700	1900	1800	1900	2100	1800	1700	1800	1800	1600	1800	1900	1900	2100	2000	1800	1900	1900	1900	1900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25841	768	511	504	314	778	854	898	1000	969	841	942	777	827	800	808	960	854	823	915	774	812	807	877	780	995	1026	947	972	995	852	861					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	750	6	31	9	19	38	27	23	17	34	41	22	44	33	25	30	19	24	18	31	49	22	35	23	20	18	12	19	22	12	18	9					
6	Число погашенных бюллетеней	27909	876	658	487	117	684	919	979	983	997	1018	936	879	1040	975	1062	1121	922	859	854	977	766	958	1000	1100	1087	962	834	906	893	1030	1030					
7	Число бюллетеней в переносных ящиках для голосования	750	6	31	9	19	38	27	23	17	34	41	22	44	33	25	30	19	24	18	31	49	22	35	23	20	18	12	19	22	12	18	9					
8	Число бюллетеней в стационарных ящиках для голосования	25831	768	511	504	314	778	854	898	1000	969	841	941	777	826	800	808	959	854	823	915	774	811	806	877	777	995	1025	947	971	995	852	861					
9	Число недействительных бюллетеней	431	16	11	9	8	13	17	16	23	13	58	22	18	12	9	13	16	11	13	11	7	15	10	8	8	15	15	7	8	6	18	5					
10	Число действительных бюллетеней	26150	758	531	504	325	803	864	905	994	990	824	941	803	847	816	825	962	867	828	935	816	818	831	892	789	998	1022	959	985	1001	852	865					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	315	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	113	1	0	0	0	3	0	6	6	11	3	5	4	7	0	5	4	4	4	2	1	3	9	6	10	2	6	2	3	4	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	61	5	0	0	0	1	1	2	3	4	0	3	2	3	0	1	2	2	2	2	6	4	3	0	3	5	3	0	3	1	0	0					
14	Число погашенных открепительных удостоверений	202	9	10	10	10	7	10	4	4	4	7	5	6	3	10	5	6	6	6	8	9	7	1	4	0	8	4	8	7	6	8	10					
15	Число открепительных удостоверений выданных ТИК	26	3	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	2	0	1	0	0	0	2	2	2	0	2	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	245	12	7	1	3	6	9	5	4	7	10	13	4	9	4	9	12	5	8	10	7	6	11	10	13	12	17	9	10	2	6	4					
