12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1160	40	20	25	13	2	50	23	67	55	35	35	7	40	30	50	24	20	50	20	50	18	3	5	11	8	2	5	13	11	7	13	2	12	30	13	2	15	4	2	2	6	25	14	25	4	5	7	25	2	20	37	16	2	10	9	10	3	2	8	3	60	27	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	226	2	12	5	3	0	28	3	19	3	10	13	2	6	8	5	6	3	5	3	3	1	0	0	0	3	0	0	1	1	0	1	4	45	2	0	0	1	0	1	1	0	3	0	0	2	1	0	1	1	0	1	5	0	2	0	0	1	0	1	4	2	2	0					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	340	5	10	2	29	0	5	3	9	3	2	2	0	58	32	8	28	0	2	0	13	1	1	0	0	18	0	31	0	3	0	0	0	30	0	1	0	0	0	0	0	1	0	1	0	0	0	1	33	0	1	0	0	0	1	5	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	Богданов Андрей Владимирович	174	5	3	2	3	1	9	5	9	6	7	3	1	17	11	6	5	3	8	7	2	2	1	8	1	2	6	0	0	2	0	5	0	0	3	0	0	0	0	0	0	3	0	1	4	1	1	0	2	0	0	0	1	0	4	2	0	3	1	0	0	5	2	1					
		0.60%	0.50%	0.45%	0.17%	0.91%	0.48%	1.28%	0.69%	0.99%	0.54%	0.79%	0.35%	0.41%	1.74%	1.14%	0.73%	0.52%	0.66%	0.83%	0.73%	0.24%	0.86%	0.31%	1.64%	0.34%	0.80%	3.23%	0.00%	0.00%	0.72%	0.00%	1.68%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.41%	0.55%	0.71%	0.89%	0.00%	0.35%	0.00%	0.00%	0.00%	0.19%	0.00%	0.71%	0.35%	0.00%	1.52%	2.04%	0.00%	0.00%	0.76%	1.03%	0.79%					
19	Жириновский Владимир Вольфович	1212	86	62	32	9	5	50	9	35	79	27	58	18	87	85	6	10	0	6	6	40	35	14	38	12	24	21	15	8	19	3	14	5	17	14	12	3	0	2	2	4	10	13	14	51	10	6	0	26	3	15	4	19	15	0	0	0	0	5	0	11	19	19	0					
		4.16%	8.57%	9.35%	2.71%	2.74%	2.40%	7.11%	1.23%	3.88%	7.07%	3.05%	6.73%	7.47%	8.90%	8.83%	0.73%	1.04%	0.00%	0.62%	0.63%	4.72%	15.09%	4.35%	7.79%	4.08%	9.56%	11.29%	3.55%	2.25%	6.86%	3.33%	4.70%	5.68%	3.10%	2.16%	3.74%	4.05%	0.00%	0.78%	1.56%	6.67%	2.93%	5.51%	5.81%	7.06%	7.09%	5.36%	0.00%	4.59%	2.94%	1.88%	1.22%	3.70%	11.81%	0.00%	0.00%	0.00%	0.00%	10.20%	0.00%	5.85%	2.88%	9.79%	0.00%					
20	Зюганов Геннадий Андреевич	5477	201	216	184	56	32	161	174	101	178	192	152	34	279	248	215	108	95	223	196	100	57	43	118	14	102	30	39	24	55	7	74	37	92	102	62	10	72	48	10	5	91	49	69	119	35	23	19	42	11	145	22	58	16	105	112	62	55	5	102	45	79	39	28					
		18.82%	20.02%	32.58%	15.58%	17.02%	15.38%	22.90%	23.87%	11.21%	15.94%	21.72%	17.63%	14.11%	28.53%	25.75%	26.03%	11.21%	20.79%	23.16%	20.46%	11.81%	24.57%	13.35%	24.18%	4.76%	40.64%	16.13%	9.24%	6.74%	19.86%	7.78%	24.83%	42.05%	16.76%	15.74%	19.31%	13.51%	16.36%	18.68%	7.81%	8.33%	26.69%	20.76%	28.63%	16.48%	24.82%	20.54%	22.62%	7.41%	10.78%	18.13%	6.73%	11.31%	12.60%	18.58%	19.82%	17.17%	27.78%	10.20%	30.72%	23.94%	11.97%	20.10%	22.22%					
21	Медведев Дмитрий Анатольевич	22003	708	382	961	258	164	479	541	753	839	651	631	184	584	607	595	832	285	714	744	705	136	264	324	267	122	128	368	324	200	80	205	46	439	508	246	61	368	207	116	51	236	173	153	548	94	82	65	497	88	640	301	435	96	453	451	299	140	37	230	132	546	133	97					
		75.59%	70.52%	57.62%	81.37%	78.42%	78.85%	68.14%	74.21%	83.57%	75.11%	73.64%	73.20%	76.35%	59.71%	63.03%	72.03%	86.40%	62.36%	74.14%	77.66%	83.23%	58.62%	81.99%	66.39%	90.82%	48.61%	68.82%	87.20%	91.01%	72.20%	88.89%	68.79%	52.27%	79.96%	78.40%	76.64%	82.43%	83.64%	80.54%	90.63%	85.00%	69.21%	73.31%	63.49%	75.90%	66.67%	73.21%	77.38%	87.65%	86.27%	80.00%	92.05%	84.80%	75.59%	80.18%	79.82%	82.83%	70.71%	75.51%	69.28%	70.21%	82.73%	68.56%	76.98%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
