Выборы Президента Российской Федерации																																																																	
Дата голосования: 02.03.2008																																																																	
																																																																	
"Наименование Избирательной комиссии:    Ростов-на-Дону, Первомайская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
	Число участковых избирательных комиссий	58																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																															
																																																																	
		Сумма	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №2614	УИК №2615					
1	"Число избирателей, включенных в списки избирателей"	129226	2660	2442	2262	2778	1980	1990	1788	2379	2453	2260	2616	1944	2171	2417	1696	1841	2348	2202	2018	2398	2222	2212	2504	2170	1711	3260	2567	2509	2489	1930	2260	2720	2287	2542	1659	1776	2060	2644	1636	2205	2443	2316	2343	2514	1780	2061	2345	2456	2300	1840	2155	770	2656	2369	2784	1387	1980	2721					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	123600	2500	2300	2200	2600	1900	1900	1700	2200	2300	2200	2500	1800	2000	2300	1600	1800	2200	2100	1900	2200	2100	2100	2400	2100	1700	3000	2600	2500	2400	1900	2200	2600	2200	2500	1600	1600	2000	2600	1600	2200	2100	2200	2300	2400	1800	2000	2300	2400	2300	1800	2100	700	2600	2300	2600	1200	1800	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	91489	2320	1917	1707	2401	1616	1498	1334	1976	1705	1679	1988	1398	1541	1787	1210	1568	1732	1415	1234	1592	1437	1486	1721	1239	1248	1253	1728	1889	1808	1282	1774	1726	1781	1686	1253	1034	1428	1368	1156	1796	1183	1770	1693	1414	1302	1210	1870	1840	1780	1688	1373	463	1678	1832	2032	1064	1587	1999					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	8302	27	27	11	37	13	92	224	54	14	32	79	151	128	154	242	39	118	198	173	63	191	177	73	167	63	1059	159	101	33	326	26	54	114	168	197	373	225	104	38	199	539	116	199	219	69	269	43	84	103	51	233	30	143	29	183	24	99	146					
6	Число погашенных избирательных бюллетеней	23809	153	356	482	162	271	310	142	170	581	489	433	251	331	359	148	193	350	487	493	545	472	437	606	694	389	688	713	510	559	292	400	820	305	646	150	193	347	1128	406	205	378	314	408	767	429	521	387	476	417	61	494	207	779	439	385	112	114	455					
7	Число избирательных бюллетеней в переносных ящиках для голосования	8302	27	27	11	37	13	92	224	54	14	32	79	151	128	154	242	39	118	198	173	63	191	177	73	167	63	1059	159	101	33	326	26	54	114	168	197	373	225	104	38	199	539	116	199	219	69	269	43	84	103	51	233	30	143	29	183	24	99	146					
8	Число бюллетеней в стационарных ящиках для голосования	91329	2320	1917	1686	2401	1616	1498	1334	1976	1705	1636	1988	1398	1541	1787	1210	1565	1732	1414	1234	1592	1437	1486	1721	1207	1248	1251	1728	1889	1808	1282	1774	1726	1781	1686	1253	1034	1428	1366	1156	1796	1183	1770	1693	1414	1299	1210	1866	1816	1780	1684	1373	462	1678	1832	2032	1044	1587	1999					
9	Число недействительных избирательных бюллетеней	856	15	16	10	18	0	24	3	14	27	49	13	0	24	8	11	11	10	9	0	5	0	15	16	8	9	0	2	12	20	20	24	68	19	16	15	14	17	12	14	2	20	12	76	2	2	10	24	18	1	0	16	6	25	8	17	18	12	19					
10	Число действительных избирательных бюллетеней	98775	2332	1928	1687	2420	1629	1566	1555	2016	1692	1619	2054	1549	1645	1933	1441	1593	1840	1603	1407	1650	1628	1648	1778	1366	1302	2310	1885	1978	1821	1588	1776	1712	1876	1838	1435	1393	1636	1458	1180	1993	1702	1874	1816	1631	1366	1469	1885	1882	1882	1735	1590	486	1796	1853	2198	1050	1674	2126					
11	Число полученных открепительных  удостоверений	3588	68	60	85	60	60	60	60	60	60	60	60	60	60	60	40	60	60	60	60	70	60	60	60	60	80	60	110	80	60	60	65	60	80	60	60	40	60	80	40	60	60	60	110	60	45	60	60	60	60	50	60	20	60	60	100	40	40	65					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2787	61	46	80	50	45	32	21	25	56	43	33	16	39	40	13	49	21	59	60	70	35	20	52	59	76	60	110	80	40	34	65	52	80	60	60	26	60	76	33	30	52	38	97	50	40	33	27	30	46	44	39	16	46	45	100	28	26	63					
