Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Тайшетская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120					
1	"Число избирателей, внесенных в списки"	21397	51	901	339	229	554	147	146	165	128	355	677	208	162	343	150	649	592	404	1519	640	832	188	253	177	192	476	278	203	1162	652	277	164	622	325	141	138	351	1028	1000	390	117	211	76	450	132	352	276	697	995	420	463					
2	"Число бюллетеней, полученных участковыми комиссиями"	21010	64	870	331	221	537	137	139	242	129	359	673	203	157	325	142	678	570	385	1515	617	713	194	254	162	192	450	270	202	1146	590	276	162	600	320	133	135	338	1016	981	372	118	216	78	451	220	330	250	690	987	411	459					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	301	48	0	0	0	0	0	0	0	0	0	0	0	0	177	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10587	0	356	191	157	282	79	61	136	107	174	379	114	99	0	0	392	272	134	713	216	386	106	146	119	115	202	165	91	471	281	189	153	341	197	79	65	172	471	485	177	77	123	58	317	95	184	69	349	425	396	221					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	929	0	29	0	0	9	0	18	29	0	29	12	2	0	0	0	0	90	52	24	58	17	12	0	0	0	17	7	17	81	41	0	5	52	0	0	4	22	28	7	1	0	7	0	0	37	12	102	22	32	0	54					
6	Число погашенных бюллетеней	9193	16	485	140	64	246	58	60	77	22	156	282	87	58	148	66	286	208	199	778	343	310	76	108	43	77	231	98	94	594	268	87	4	207	123	54	66	144	517	489	194	41	86	20	134	88	134	79	319	530	15	184					
7	Число бюллетеней в переносных ящиках для голосования	930	0	29	0	0	9	0	18	29	0	29	12	4	0	0	0	0	90	52	24	58	17	12	0	0	0	17	7	17	81	41	0	5	52	0	0	4	21	28	7	1	0	7	0	0	37	12	102	22	32	0	54					
8	Число бюллетеней в стационарных ящиках для голосования	10886	48	356	191	157	282	79	61	136	107	174	379	112	99	177	76	392	272	134	713	216	386	106	146	119	115	202	165	91	471	281	189	153	341	197	79	65	172	471	485	177	77	123	58	317	95	184	69	349	425	396	221					
9	Число недействительных бюллетеней	174	4	3	5	0	7	0	0	4	0	5	12	1	1	2	0	1	2	3	7	11	11	0	4	1	4	7	2	3	4	5	2	1	3	2	0	1	1	9	9	0	0	3	0	4	0	3	3	4	14	4	2					
10	Число действительных бюллетеней	11642	44	382	186	157	284	79	79	161	107	198	379	115	98	175	76	391	360	183	730	263	392	118	142	118	111	212	170	105	548	317	187	157	390	195	79	68	192	490	483	178	77	127	58	313	132	193	168	367	443	392	273					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	381	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	10	10	7	7	6	7	7	7	7	7	7	10	10	7	7	7	7	7	7	7	10	10	7	7	7	7	7	10	7	7	7	10	6	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	3	2	2	0	0	0	0	0	1	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	59	0	2	0	1	4	4	0	0	1	1	0	0	0	0	0	0	1	0	1	1	26	0	0	0	1	0	1	0	2	0	0	1	1	1	0	0	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0					
14	Число погашенных открепительных удостоверений	358	7	4	7	7	7	7	6	7	7	7	7	7	7	7	7	6	7	10	8	4	6	6	7	7	7	7	7	7	10	10	4	7	7	6	7	6	4	8	8	7	7	7	7	7	9	7	7	7	10	6	10					
