Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Ессентукская городская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	68599	2081	2117	2008	2278	2057	2065	2197	2506	2278	2639	2647	2537	2409	2168	2479	2851	2542	2750	2847	2497	2806	2329	2812	2221	2630	2458	2454	2548	44	55	91	95	103									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49025	1450	1500	1400	1625	1475	1450	1525	1800	1625	1875	1875	1775	1675	1550	1775	2025	1800	1925	2000	1775	1975	1650	1975	1550	1850	1750	1725	1800	100	100	150	200	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	22281	666	562	641	809	703	627	607	740	676	772	866	777	875	763	750	853	801	845	1003	954	981	818	991	684	869	886	819	557	44	54	91	94	103									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	704	10	18	18	17	9	74	32	26	17	13	16	40	23	25	0	47	22	35	23	13	19	19	65	30	23	37	28	5	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	26040	774	920	741	799	763	749	886	1034	932	1090	993	958	777	762	1025	1125	977	1045	974	808	975	813	919	836	958	827	878	1238	56	46	59	106	197									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	704	10	18	18	17	9	74	32	26	17	13	16	40	23	25	0	47	22	35	23	13	19	19	65	30	23	37	28	5	0	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	22276	666	562	640	809	702	627	607	740	676	772	866	777	875	763	750	853	801	845	1002	954	981	818	991	684	867	886	819	557	44	54	91	94	103									
9	Число недействительных избирательных бюллетеней	668	28	9	26	24	8	44	17	27	27	26	34	12	26	23	47	28	28	18	26	38	4	24	10	27	24	13	16	29	4	1	0	0	0									
10	Число действительных избирательных бюллетеней	22312	648	571	632	802	703	657	622	739	666	759	848	805	872	765	703	872	795	862	999	929	996	813	1046	687	866	910	831	533	40	53	91	94	103									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	795	15	35	25	25	30	15	25	20	25	25	40	25	25	45	50	30	25	25	30	25	25	25	40	40	30	35	25	15	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	668	14	26	21	19	28	10	18	20	25	18	34	22	24	35	41	30	23	22	24	25	20	19	34	34	25	30	18	9	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	562	21	16	14	8	6	8	10	6	7	5	9	11	12	8	5	9	14	1	6	13	16	1	21	14	7	6	10	3	2	49	69	72	103									
14	Число погашенных неиспользованных открепительных удостоверений	127	1	9	4	6	2	5	7	0	0	7	6	3	1	10	9	0	2	3	6	0	5	6	6	6	5	5	7	6	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	85	4	1	4	3	4	3	0	3	1	3	3	4	6	1	1	7	4	3	4	5	2	4	6	0	3	0	5	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	385	5	4	15	17	8	13	12	11	14	8	18	6	20	12	16	23	13	10	16	18	14	13	24	12	30	0	18	3	0	1	6	1	4									
		1.68%	0.74%	0.69%	2.28%	2.06%	1.13%	1.85%	1.88%	1.44%	2.02%	1.02%	2.04%	0.73%	2.23%	1.52%	2.13%	2.56%	1.58%	1.14%	1.56%	1.86%	1.40%	1.55%	2.27%	1.68%	3.37%	0.00%	2.13%	0.53%	0.00%	1.85%	6.59%	1.06%	3.88%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	571	15	3	22	18	16	14	22	24	13	28	24	6	29	34	29	24	18	18	24	29	20	21	8	21	27	0	23	37	0	1	2	0	1									
		2.48%	2.22%	0.52%	3.34%	2.18%	2.25%	1.99%	3.44%	3.13%	1.88%	3.57%	2.72%	0.73%	3.23%	4.31%	3.87%	2.67%	2.19%	2.05%	2.34%	2.99%	2.00%	2.51%	0.76%	2.94%	3.03%	0.00%	2.72%	6.58%	0.00%	1.85%	2.20%	0.00%	0.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	386	15	1	18	18	4	10	10	13	8	28	20	0	11	15	10	11	14	10	23	16	22	18	16	16	23	2	11	7	2	3	0	7	4									
		1.68%	2.22%	0.17%	2.74%	2.18%	0.56%	1.43%	1.56%	1.70%	1.15%	3.57%	2.27%	0.00%	1.22%	1.90%	1.33%	1.22%	1.70%	1.14%	2.24%	1.65%	2.20%	2.15%	1.52%	2.24%	2.58%	0.22%	1.30%	1.25%	4.55%	5.56%	0.00%	7.45%	3.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10152	259	327	270	322	393	326	253	305	264	304	321	556	391	283	292	350	312	416	420	348	440	353	611	280	318	701	389	211	22	15	25	38	37									
		44.18%	38.31%	56.38%	41.03%	38.98%	55.27%	46.50%	39.59%	39.82%	38.10%	38.73%	36.39%	68.05%	43.54%	35.91%	38.93%	38.89%	37.91%	47.27%	40.98%	35.99%	44.00%	42.17%	57.86%	39.22%	35.73%	75.95%	45.93%	37.54%	50.00%	27.78%	27.47%	40.43%	35.92%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	228	10	1	4	17	2	5	10	4	6	8	12	4	7	18	9	12	5	10	16	12	14	6	4	8	12	2	7	1	0	0	1	0	1									
		0.99%	1.48%	0.17%	0.61%	2.06%	0.28%	0.71%	1.56%	0.52%	0.87%	1.02%	1.36%	0.49%	0.78%	2.28%	1.20%	1.33%	0.61%	1.14%	1.56%	1.24%	1.40%	0.72%	0.38%	1.12%	1.35%	0.22%	0.83%	0.18%	0.00%	0.00%	1.10%	0.00%	0.97%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	0	1	1	0	1	0	0	0	1	2	1	1	2	2	1	2	3	2	2	5	0	2	3	0	0	0	1	0	0	0	0	1	0									
