Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Тарусская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663					
1	"Число избирателей, внесенных в список избирателей"	11260	1920	850	1543	1854	1334	556	287	243	156	213	272	345	409	367	664	247					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10780	1900	850	1450	1800	1200	500	280	250	150	250	250	300	400	350	650	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6266	1016	468	793	958	601	373	174	173	93	117	188	213	269	232	447	151					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	909	44	65	44	48	81	79	100	23	28	51	33	47	78	58	98	32					
6	Число погашенных избирательных бюллетеней	3605	840	317	613	794	518	48	6	54	29	82	29	40	53	60	105	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	909	44	65	44	48	81	79	100	23	28	51	33	47	78	58	98	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6263	1015	468	793	958	599	373	174	173	93	117	188	213	269	232	447	151					
9	Число недействительных избирательных бюллетеней	112	15	8	8	18	12	5	5	5	0	1	2	6	4	8	10	5					
10	Число действительных избирательных бюллетеней	7060	1044	525	829	988	668	447	269	191	121	167	219	254	343	282	535	178					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	477	45	30	25	35	36	20	1	40	30	50	20	45	25	25	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	456	41	26	21	35	36	20	1	36	30	49	20	45	25	23	30	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	244	22	14	19	37	59	8	4	7	6	4	7	7	17	6	12	15					
14	Число погашенных неиспользованных открепительных удостоверений	21	4	4	4	0	0	0	0	4	0	1	0	0	0	2	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	1	0	2	3	1	0	0	0	0	1	0	0	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1076	195	89	127	199	133	35	18	17	35	21	31	46	39	26	47	18					
		15.00%	18.41%	16.70%	15.17%	19.78%	19.56%	7.74%	6.57%	8.67%	28.93%	12.50%	14.03%	17.69%	11.24%	8.97%	8.62%	9.84%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	809	147	53	96	115	78	48	26	23	17	21	15	18	26	37	75	14					
		11.28%	13.88%	9.94%	11.47%	11.43%	11.47%	10.62%	9.49%	11.73%	14.05%	12.50%	6.79%	6.92%	7.49%	12.76%	13.76%	7.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	101	13	10	11	30	9	1	4	2	0	1	0	3	2	6	5	4					
		1.41%	1.23%	1.88%	1.31%	2.98%	1.32%	0.22%	1.46%	1.02%	0.00%	0.60%	0.00%	1.15%	0.58%	2.07%	0.92%	2.19%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1645	315	160	263	276	136	59	26	37	23	24	33	41	57	64	98	33					
		22.94%	29.75%	30.02%	31.42%	27.44%	20.00%	13.05%	9.49%	18.88%	19.01%	14.29%	14.93%	15.77%	16.43%	22.07%	17.98%	18.03%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	268	48	16	46	63	35	15	5	3	0	4	0	13	10	3	5	2					
		3.74%	4.53%	3.00%	5.50%	6.26%	5.15%	3.32%	1.82%	1.53%	0.00%	2.38%	0.00%	5.00%	2.88%	1.03%	0.92%	1.09%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3105	318	190	282	289	272	289	185	107	46	96	138	131	206	145	305	106					
		43.29%	30.03%	35.65%	33.69%	28.73%	40.00%	63.94%	67.52%	54.59%	38.02%	57.14%	62.44%	50.38%	59.37%	50.00%	55.96%	57.92%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	56	8	7	4	16	5	0	5	2	0	0	2	2	3	1	0	1					
		0.78%	0.76%	1.31%	0.48%	1.59%	0.74%	0.00%	1.82%	1.02%	0.00%	0.00%	0.90%	0.77%	0.86%	0.34%	0.00%	0.55%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
