Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Куюргазинская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770	УИК №2771	УИК №2772	УИК №2773	УИК №2774	УИК №2775	УИК №2776	УИК №2777	УИК №2778	УИК №2779	УИК №2780	УИК №2781	УИК №2782	УИК №2783	УИК №2784	УИК №2785	УИК №2786	УИК №2787	УИК №2788	УИК №2789	УИК №2790					
1	"Число избирателей, внесенных в списки"	17662	860	912	947	1034	827	944	150	138	133	371	117	270	253	385	235	631	68	276	418	212	199	189	242	113	489	104	96	173	422	114	273	135	448	247	116	639	192	125	442	114	149	204	168	1151	82	208	111	331	593	186	265	161					
2	"Число бюллетеней, полученных участковыми комиссиями"	17774	901	911	944	1031	802	924	145	131	131	357	110	269	240	383	235	610	61	277	513	206	195	221	306	113	486	103	116	163	420	106	265	145	450	243	106	644	200	123	436	104	153	207	168	1108	78	230	106	339	655	186	258	160					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13724	497	629	686	697	683	673	121	102	115	292	97	197	211	317	182	505	46	226	408	172	181	173	230	100	356	73	88	113	307	92	179	106	372	221	103	478	164	93	326	80	120	164	138	873	72	202	87	285	542	185	224	141					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	768	74	38	28	44	6	24	7	6	0	5	0	13	10	32	10	17	1	15	10	6	3	16	12	2	4	4	8	24	32	0	10	29	32	13	3	55	0	7	27	6	7	7	3	7	0	6	3	29	51	1	17	4					
6	Число погашенных бюллетеней	3282	330	244	230	290	113	227	17	23	16	60	13	59	19	34	43	88	14	36	95	28	11	32	64	11	126	26	20	26	81	14	76	10	46	9	0	111	36	23	83	18	26	36	27	228	6	22	16	25	62	0	17	15					
7	Число бюллетеней в переносных ящиках для голосования	768	74	38	28	44	6	24	7	6	0	5	0	13	10	32	10	17	1	15	10	6	3	16	12	2	4	4	8	24	32	0	10	29	32	13	3	55	0	7	27	6	7	7	3	7	0	6	3	29	51	1	17	4					
8	Число бюллетеней в стационарных ящиках для голосования	13724	497	629	686	697	683	673	121	102	115	292	97	197	211	317	182	505	46	226	408	172	181	173	230	100	356	73	88	113	307	92	179	106	372	221	103	478	164	93	326	80	120	164	138	873	72	202	87	285	542	185	224	141					
9	Число недействительных бюллетеней	566	30	11	15	36	3	29	13	15	4	11	9	16	9	6	4	20	4	11	7	12	7	1	12	7	15	3	7	9	16	2	16	1	9	11	3	20	8	4	3	4	12	4	7	43	8	12	11	18	13	5	2	8					
10	Число действительных бюллетеней	13926	541	656	699	705	686	668	115	93	111	286	88	194	212	343	188	502	43	230	411	166	177	188	230	95	345	74	89	128	323	90	173	134	395	223	103	513	156	96	350	82	115	167	134	837	64	196	79	296	580	181	239	137					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	13	15	15	8	19	8	4	4	4	2	3	5	5	5	5	8	3	5	8	5	4	5	5	4	6	3	3	5	8	5	2	3	6	6	3	12	3	2	8	5	5	4	3	12	3	4	3	8	7	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	144	13	9	10	5	19	8	0	4	0	1	0	2	1	3	3	4	1	1	1	0	0	0	2	2	2	0	0	1	2	0	0	1	2	4	0	12	2	2	1	1	0	1	0	2	1	2	3	8	4	2	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	287	10	12	4	6	23	5	2	6	4	7	6	4	4	9	3	5	5	9	3	3	3	8	9	5	7	3	2	7	4	17	3	2	4	7	0	5	2	3	5	6	6	4	1	13	2	6	4	2	6	5	3	3					
14	Число погашенных открепительных удостоверений	156	0	6	5	3	0	0	4	0	4	1	3	3	4	2	2	4	2	4	7	5	4	5	3	2	4	3	3	4	6	5	2	2	4	2	3	0	1	0	7	4	5	3	3	10	2	2	0	0	3	1	2	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	585	11	15	16	11	10	26	3	2	14	22	4	11	8	21	16	27	0	20	15	5	10	4	8	10	15	3	6	6	16	5	4	5	14	11	1	12	13	7	12	4	10	10	7	37	4	20	7	11	25	10	6	15					
