Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Верхнепышминская городская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	62282	3052	2633	1408	2002	1886	2632	2599	2538	1168	2729	2533	2322	2370	2001	2471	2214	2140	3069	2606	1503	167	1928	777	1294	583	1973	200	2307	325	394	601	220	1829	472	1376	1960									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	61250	2900	2600	1400	1900	1800	2600	2500	2500	1100	2700	2500	2300	2300	2000	2500	2200	2700	2900	2600	1500	150	1900	700	1300	500	1900	150	2300	300	350	550	200	1800	450	1300	1900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23665	1233	1146	586	805	688	1110	1121	929	418	1027	1013	809	1013	710	1077	863	1209	1137	1008	408	84	682	155	528	182	531	50	753	118	134	166	74	502	99	541	756									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	672	12	16	19	27	9	19	7	5	16	8	5	7	11	6	11	4	51	18	20	14	8	8	81	12	9	26	4	10	7	8	18	5	122	59	7	3									
6	Число погашенных избирательных бюллетеней	36913	1655	1438	795	1068	1103	1471	1372	1566	666	1665	1482	1484	1276	1284	1412	1333	1440	1745	1572	1078	58	1210	464	760	309	1343	96	1537	175	208	366	121	1176	292	752	1141									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	672	12	16	19	27	9	19	7	5	16	8	5	7	11	6	11	4	51	18	20	14	8	8	81	12	9	26	4	10	7	8	18	5	122	59	7	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	23659	1233	1146	586	805	688	1110	1121	929	418	1027	1012	809	1010	710	1077	863	1209	1137	1008	407	84	682	155	527	182	531	50	753	118	134	166	74	502	99	541	756									
9	Число недействительных избирательных бюллетеней	670	26	37	16	21	33	37	15	14	12	27	14	25	24	19	43	24	25	28	34	4	3	26	7	16	5	18	3	9	4	3	6	2	61	3	9	17									
10	Число действительных избирательных бюллетеней	23661	1219	1125	589	811	664	1092	1113	920	422	1008	1003	791	997	697	1045	843	1235	1127	994	417	89	664	229	523	186	539	51	754	121	139	178	77	563	155	539	742									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1093	35	50	20	20	35	40	45	40	20	35	38	25	35	35	45	40	35	45	40	35	15	20	15	35	15	30	15	55	15	15	15	30	35	15	20	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	868	35	41	11	11	22	36	39	35	11	30	34	24	26	32	36	37	25	45	32	22	4	17	11	28	12	23	3	49	3	7	9	22	35	12	17	32									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	413	72	5	7	10	10	9	9	11	3	4	12	2	17	10	4	20	12	20	8	17	16	4	12	6	6	8	10	16	8	10	5	8	16	14	5	7									
14	Число погашенных неиспользованных открепительных удостоверений	225	0	9	9	9	13	4	6	5	9	5	4	1	9	3	9	3	10	0	8	13	11	3	4	7	3	7	12	6	12	8	6	8	0	3	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	316	16	9	7	12	8	8	7	6	1	18	13	8	14	15	8	28	22	32	16	5	0	3	1	3	0	2	1	27	0	2	1	4	5	4	5	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	382	21	18	14	12	12	23	20	19	7	23	16	7	9	11	20	11	22	10	21	7	0	5	3	9	2	5	1	7	2	2	3	1	7	3	14	15									
		1.57%	1.69%	1.55%	2.31%	1.44%	1.72%	2.04%	1.77%	2.03%	1.61%	2.22%	1.57%	0.86%	0.88%	1.54%	1.84%	1.27%	1.75%	0.87%	2.04%	1.66%	0.00%	0.72%	1.27%	1.67%	1.05%	0.90%	1.85%	0.92%	1.60%	1.41%	1.63%	1.27%	1.12%	1.90%	2.55%	1.98%									
