Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
"Наименование Избирательной комиссии:    Орск, Октябрьская"																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252					
1	"Число избирателей, внесенных в списки"	79951	2816	384	295	1034	2624	2195	1855	2410	1678	1987	1959	1526	1524	2186	2684	1895	1493	2083	2790	1051	1394	1984	1673	2278	2957	2633	2500	2648	2585	2912	2813	2419	2340	2668	3191	2909	450	3128					
2	"Число бюллетеней, полученных участковыми комиссиями"	79874	2700	380	304	1050	2550	2150	2800	2400	1650	1920	1920	1500	1800	2200	2600	1950	1450	2050	2800	1050	1350	1950	1600	2500	3000	2600	2450	2600	2500	2850	2800	2350	2250	2550	3000	2800	500	3000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36585	1059	259	134	449	1037	947	824	1009	870	985	950	725	756	1176	1306	837	532	1004	1255	478	542	783	667	1187	1373	1284	1226	1248	1190	1291	1315	965	1138	1120	1514	1406	233	1511					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	855	20	0	10	6	15	47	32	23	18	40	45	40	25	27	39	13	43	17	20	31	19	27	28	13	21	13	21	18	26	17	27	27	19	22	7	4	21	14					
6	Число погашенных бюллетеней	42435	1621	121	160	595	1498	1156	1944	1368	762	895	925	732	1019	997	1255	1100	875	1029	1525	541	789	1140	905	1300	1606	1303	1203	1334	1284	1542	1458	1358	1093	1408	1479	1390	250	1475					
7	Число бюллетеней в переносных ящиках для голосования	855	20	0	10	6	15	47	32	23	18	40	45	40	25	27	39	13	43	17	20	31	19	27	28	13	21	13	21	18	26	17	27	27	19	22	7	4	21	14					
8	Число бюллетеней в стационарных ящиках для голосования	36547	1059	259	134	449	1037	947	823	1006	870	985	950	723	756	1176	1306	837	532	1004	1248	478	542	783	667	1184	1373	1284	1226	1248	1190	1291	1315	965	1138	1098	1514	1406	233	1511					
9	Число недействительных бюллетеней	684	15	1	4	0	14	11	21	32	45	23	14	6	21	22	29	24	14	0	26	8	8	13	17	18	28	25	16	25	27	26	9	19	42	13	11	22	3	32					
10	Число действительных бюллетеней	36718	1064	258	140	455	1038	983	834	997	843	1002	981	757	760	1181	1316	826	561	1021	1242	501	553	797	678	1179	1366	1272	1231	1241	1189	1282	1333	973	1115	1107	1510	1388	251	1493					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	698	26	3	3	10	24	18	15	20	15	17	17	15	14	19	24	16	15	18	25	9	10	18	14	24	27	23	21	22	22	25	25	20	20	22	27	25	4	26					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	161	7	0	1	0	4	6	5	5	5	3	6	1	5	3	7	1	1	2	8	9	4	6	0	4	3	7	7	1	3	0	7	8	9	5	3	4	2	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	131	4	0	3	1	4	2	3	5	3	6	4	6	5	5	3	2	3	3	6	3	3	6	0	10	3	11	3	0	1	1	1	3	3	6	2	3	2	2					
14	Число погашенных открепительных удостоверений	537	19	3	2	10	20	12	10	15	10	14	11	14	9	16	17	15	14	16	17	0	6	12	14	20	24	16	14	21	19	25	18	12	11	17	24	21	2	17					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	345	8	5	1	12	12	7	11	8	6	21	5	4	11	10	14	6	6	4	3	6	1	4	16	13	6	20	8	8	12	9	12	8	14	9	16	15	4	10					
