Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Венгеровская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184					
1	"Число избирателей, включенных в списки избирателей"	15108	1128	866	1370	1586	611	107	291	445	250	157	151	459	307	173	813	217	236	89	302	441	101	191	444	311	162	521	619	153	255	334	138	106	200	77	114	477	293	159	355	99					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15652	1167	888	1396	1572	639	110	302	461	272	161	153	466	308	182	849	232	248	90	309	450	102	207	456	320	165	538	749	160	262	346	143	108	210	82	118	492	305	165	365	104					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	10686	572	540	936	924	469	86	201	366	198	127	134	339	228	132	434	152	169	65	258	360	94	164	315	283	122	321	553	126	215	228	117	81	142	68	105	321	209	137	315	80					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1827	164	68	163	165	100	13	62	35	20	9	6	77	35	30	132	26	25	12	21	22	1	18	92	17	24	79	66	11	30	32	8	11	40	4	5	101	62	14	15	12					
6	Число погашенных избирательных бюллетеней	3139	431	280	297	483	70	11	39	60	54	25	13	50	45	20	283	54	54	13	30	68	7	25	49	20	19	138	130	23	17	86	18	16	28	10	8	70	34	14	35	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1827	164	68	163	165	100	13	62	35	20	9	6	77	35	30	132	26	25	12	21	22	1	18	92	17	24	79	66	11	30	32	8	11	40	4	5	101	62	14	15	12					
