Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Буденновская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270					
1	"Число избирателей, внесенных в списки избирателей"	45040	2467	2239	1478	1635	1480	1675	1648	1849	1698	1720	1755	1948	1831	2321	1836	1726	1809	1697	1724	1857	1702	1841	1616	1755	1733					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44400	2500	2200	1550	1600	1450	1650	1600	1700	1650	1650	1700	1800	1800	2650	1900	1650	1750	1650	1650	1800	1650	1800	1550	1800	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21807	1185	1104	692	728	728	847	657	973	830	777	1005	863	830	1948	826	777	816	763	689	761	773	822	809	872	732					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	937	2	18	6	11	15	18	10	27	22	43	44	93	49	47	46	43	69	40	86	35	37	61	32	47	36					
6	Число погашенных избирательных бюллетеней	21656	1313	1078	852	861	707	785	933	700	798	830	651	844	921	655	1028	830	865	847	875	1004	840	917	709	881	932					
7	Число избирательных бюллетеней в переносных ящиках для голосования	937	2	18	6	11	15	18	10	27	22	43	44	93	49	47	46	43	69	40	86	35	37	61	32	47	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21791	1183	1104	690	728	728	847	657	973	829	777	1003	863	830	1942	826	777	816	763	689	761	773	822	809	872	729					
9	Число недействительных избирательных бюллетеней	204	16	11	2	9	7	3	5	11	5	4	15	10	8	24	8	4	6	6	7	6	7	4	6	11	9					
10	Число действительных избирательных бюллетеней	22524	1169	1111	694	730	736	862	662	989	846	816	1032	946	871	1965	864	816	879	797	768	790	803	879	835	908	756					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	690	36	25	25	25	25	25	25	25	25	25	25	25	10	94	25	40	10	25	25	25	25	25	25	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	307	31	24	4	4	7	9	7	6	9	13	6	1	4	94	4	30	7	8	8	1	3	10	6	5	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	178	38	3	6	6	4	8	1	6	2	6	3	1	7	5	5	11	30	4	5	4	5	10	2	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	383	5	1	21	21	18	16	18	19	16	12	19	24	6	0	21	10	3	17	17	24	22	15	19	20	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	389	25	20	10	11	9	14	11	14	16	25	26	21	14	6	13	16	18	13	20	11	16	13	12	22	13					
		1.71%	2.11%	1.78%	1.44%	1.49%	1.21%	1.62%	1.65%	1.40%	1.88%	3.05%	2.48%	2.20%	1.59%	0.30%	1.49%	1.95%	2.03%	1.62%	2.58%	1.38%	1.98%	1.47%	1.43%	2.39%	1.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	161	8	8	7	8	7	9	7	2	9	4	5	6	3	2	6	10	9	6	6	5	10	7	9	4	4					
		0.71%	0.68%	0.71%	1.01%	1.08%	0.94%	1.04%	1.05%	0.20%	1.06%	0.49%	0.48%	0.63%	0.34%	0.10%	0.69%	1.22%	1.02%	0.75%	0.77%	0.63%	1.23%	0.79%	1.07%	0.44%	0.52%					
20	3.Политическая партия «Демократическая партия России»	12	1	0	1	2	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0					
		0.05%	0.08%	0.00%	0.14%	0.27%	0.13%	0.12%	0.00%	0.00%	0.12%	0.00%	0.10%	0.00%	0.11%	0.05%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2416	104	92	71	69	101	77	63	99	90	107	102	94	105	59	102	113	132	113	75	110	99	123	125	110	81					
		10.63%	8.78%	8.20%	10.20%	9.34%	13.59%	8.90%	9.45%	9.90%	10.58%	13.05%	9.74%	9.83%	11.95%	2.97%	11.70%	13.78%	14.92%	14.07%	9.68%	13.82%	12.22%	13.93%	14.86%	11.97%	10.59%					
