Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Ржевская городская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916					
1	"Число избирателей, внесенных в список"	52983	2496	938	1853	1532	1927	1784	715	2056	1390	1374	1943	2566	807	1646	2076	1977	2080	1187	2735	1715	2613	2737	1617	1157	1813	1914	1669	136	641	122	30	2512	1066	159					
2	Число полученных избирательных бюллетеней	53223	2504	937	1862	1546	1928	1783	721	2044	1443	1365	1968	2579	809	1662	2084	1990	2095	1190	2739	1717	2622	2762	1634	1157	1817	1929	1688	133	638	134	30	2522	1030	161					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	24393	1088	312	927	791	975	881	365	930	567	573	949	1197	322	626	814	980	1047	445	1280	841	1119	1211	724	431	810	916	749	75	513	2	30	1207	537	159					
5	"Число избирательных бюллетеней, выданных вне помещения"	940	36	25	19	34	25	77	14	39	39	20	46	29	35	17	34	23	17	11	18	26	29	24	20	28	48	4	7	0	44	120	0	28	4	0					
6	Число погашенных избирательных бюллетеней	27890	1380	600	916	721	928	825	342	1075	837	772	973	1353	452	1019	1236	987	1031	734	1441	850	1474	1527	890	698	959	1009	932	58	81	12	0	1287	489	2					
7	Число избирательных бюллетеней в переносных ящиках	940	36	25	19	34	25	77	14	39	39	20	46	29	35	17	34	23	17	11	18	26	29	24	20	28	48	4	7	0	44	120	0	28	4	0					
8	Число бюллетеней в стационарных ящиках для голосования	24385	1088	312	927	791	975	881	365	929	567	571	949	1197	322	626	814	979	1047	445	1278	841	1119	1210	723	431	810	916	749	75	513	2	30	1207	537	159					
9	Число недействительных избирательных бюллетеней	154	6	1	7	5	6	5	0	2	2	10	12	8	5	7	2	8	5	1	4	4	12	6	2	4	3	1	2	0	8	1	1	6	5	3					
10	Число действительных избирательных бюллетеней	25171	1118	336	939	820	994	953	379	966	604	581	983	1218	352	636	846	994	1059	455	1292	863	1136	1228	741	455	855	919	754	75	549	121	29	1229	536	156					
11	Число полученных открепительных  удостоверений	451	15	10	15	13	10	10	15	15	50	10	15	15	15	20	15	15	15	10	17	15	15	15	20	15	10	13	10	5	3	0	0	20	10	0					
12	Число выданных открепительных удостоверений	263	6	0	8	12	5	8	4	14	49	1	7	8	2	10	7	13	9	3	4	7	11	8	17	4	6	11	9	0	0	0	0	17	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	285	4	0	4	4	5	5	1	25	1	4	1	5	5	2	5	7	3	0	3	5	7	5	6	0	9	2	2	3	2	7	18	13	11	111					
14	Число неиспользованных открепительных удостоверений	188	9	10	7	1	5	2	11	1	1	9	8	7	13	10	8	2	6	7	13	8	4	7	3	11	4	2	1	5	3	0	0	3	7	0					
15	"Число открепительных удостоверений, выданных в ТИК"	35	1	0	3	1	3	0	0	3	1	2	0	3	1	1	0	1	0	0	2	0	2	2	0	1	2	1	2	0	0	0	0	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	1124	31	13	50	50	48	58	17	49	32	26	51	44	12	33	25	52	49	12	65	45	40	69	38	19	28	37	28	3	11	2	0	60	26	1					
		4.44%	2.76%	3.86%	5.29%	6.06%	4.80%	6.05%	4.49%	5.06%	5.28%	4.40%	5.13%	3.59%	3.36%	5.13%	2.95%	5.19%	4.61%	2.63%	5.02%	5.19%	3.48%	5.59%	5.11%	4.14%	3.26%	4.02%	3.70%	4.00%	1.97%	1.64%	0.00%	4.86%	4.81%	0.63%					
19	. Малышкин Олег Александрович	678	36	12	17	15	24	22	10	26	22	14	22	29	7	19	28	17	17	19	37	20	35	38	28	10	20	22	22	0	10	3	0	46	23	8					
		2.68%	3.20%	3.56%	1.80%	1.82%	2.40%	2.30%	2.64%	2.69%	3.63%	2.37%	2.21%	2.37%	1.96%	2.95%	3.30%	1.70%	1.60%	4.17%	2.85%	2.31%	3.05%	3.08%	3.77%	2.18%	2.33%	2.39%	2.91%	0.00%	1.80%	2.46%	0.00%	3.72%	4.25%	5.03%					
20	. Миронов Сергей Михайлович	230	12	2	9	9	10	12	2	10	8	5	9	7	6	11	10	6	8	1	15	7	10	9	7	2	6	6	6	0	9	0	0	10	4	2					
		0.91%	1.07%	0.59%	0.95%	1.09%	1.00%	1.25%	0.53%	1.03%	1.32%	0.85%	0.90%	0.57%	1.68%	1.71%	1.18%	0.60%	0.75%	0.22%	1.16%	0.81%	0.87%	0.73%	0.94%	0.44%	0.70%	0.65%	0.79%	0.00%	1.62%	0.00%	0.00%	0.81%	0.74%	1.26%					
21	. Путин Владимир Владимирович	16786	742	223	643	511	602	590	250	629	405	393	658	824	260	447	554	649	709	320	787	543	758	798	484	304	613	669	525	63	432	91	20	843	330	117					
		66.28%	66.01%	66.17%	67.97%	61.94%	60.20%	61.59%	65.96%	64.98%	66.83%	66.50%	66.13%	67.21%	72.83%	69.52%	65.33%	64.77%	66.64%	70.18%	60.73%	62.63%	66.03%	64.67%	65.14%	66.23%	71.45%	72.72%	69.44%	84.00%	77.56%	74.59%	66.67%	68.26%	61.00%	73.58%					
22	. Хакамада Ирина Муцуовна	716	28	8	28	23	30	30	18	27	12	19	26	39	2	13	29	24	28	16	53	27	50	36	28	10	12	23	16	3	8	1	0	25	19	5					
