Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Обоянского района																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828					
1	"Число избирателей, внесенных в списки избирателей"	27199	636	239	142	203	2275	1327	2256	1367	1332	2763	403	1078	919	416	162	787	452	376	295	253	371	368	685	448	848	427	634	710	331	247	366	165	535	280	336	228	320	140	188	385	329	492	685					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24519	570	210	125	185	2080	1214	2035	1170	1195	2480	380	970	820	370	140	720	400	330	260	230	340	345	635	400	750	380	580	635	300	220	340	140	490	255	300	225	290	130	170	350	300	440	620					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14536	379	174	107	87	1182	708	1037	682	714	1369	19	531	467	197	61	417	265	192	147	157	231	212	369	257	502	302	355	344	199	126	216	102	315	157	176	183	200	94	136	238	225	269	436					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2694	114	15	12	75	56	31	56	33	63	118	361	107	103	80	43	67	47	60	58	29	76	59	55	74	74	41	69	85	38	50	55	19	40	26	81	10	34	20	20	60	32	104	44					
6	Число погашенных избирательных бюллетеней	7289	77	21	6	23	842	475	942	455	418	993	0	332	250	93	36	236	88	78	55	44	33	74	211	69	174	37	156	206	63	44	69	19	135	72	43	32	56	16	14	52	43	67	140					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2694	114	15	12	75	56	31	56	33	63	118	361	107	103	80	43	67	47	60	58	29	76	59	55	74	74	41	69	85	38	50	55	19	40	26	81	10	34	20	20	60	32	104	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14536	379	174	107	87	1182	708	1037	682	714	1369	19	531	467	197	61	417	265	192	147	157	231	212	369	257	502	302	355	344	199	126	216	102	315	157	176	183	200	94	136	238	225	269	436					
9	Число недействительных избирательных бюллетеней	188	1	4	2	5	18	6	13	4	12	6	6	3	8	1	1	6	7	3	2	2	10	1	3	4	8	1	9	7	1	2	4	3	6	0	2	0	0	3	6	1	1	5	1					
10	Число действительных избирательных бюллетеней	17042	492	185	117	157	1220	733	1080	711	765	1481	374	635	562	276	103	478	305	249	203	184	297	270	421	327	568	342	415	422	236	174	267	118	349	183	255	193	234	111	150	297	256	368	479					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	544	5	5	1	5	53	35	33	25	38	70	0	13	18	5	1	15	10	5	5	3	1	3	13	3	13	5	15	7	3	8	10	5	4	11	30	24	8	3	3	5	5	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	489	5	4	0	5	46	28	33	16	28	64	0	13	18	5	0	15	8	2	3	1	1	3	13	3	13	5	15	7	3	8	10	5	4	9	30	24	8	1	3	5	5	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	169	3	1	2	3	15	10	9	15	7	7	4	2	2	1	2	2	6	7	1	2	2	2	3	1	3	3	4	4	2	3	4	3	3	4	5	1	3	4	3	3	3	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	55	0	1	1	0	7	7	0	9	10	6	0	0	0	0	1	0	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	0	1	2	2	1	4	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	245	13	6	5	1	17	3	16	7	7	16	3	13	10	6	1	7	5	4	3	3	4	5	13	8	13	4	3	6	0	3	1	2	6	2	6	2	2	0	5	4	2	4	4					
		1.42%	2.64%	3.17%	4.20%	0.62%	1.37%	0.41%	1.46%	0.98%	0.90%	1.08%	0.79%	2.04%	1.75%	2.17%	0.96%	1.45%	1.60%	1.59%	1.46%	1.61%	1.30%	1.85%	3.07%	2.42%	2.26%	1.17%	0.71%	1.40%	0.00%	1.70%	0.37%	1.65%	1.69%	1.09%	2.33%	1.04%	0.85%	0.00%	3.21%	1.34%	0.78%	1.07%	0.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	48	1	1	1	0	2	2	5	8	6	6	2	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	2	0	0	2	0	0	1					
		0.28%	0.20%	0.53%	0.84%	0.00%	0.16%	0.27%	0.46%	1.12%	0.77%	0.40%	0.53%	0.16%	0.18%	0.36%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.24%	0.00%	0.42%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.67%	0.00%	0.00%	0.21%					
20	3.Политическая партия «Демократическая партия России»	28	0	1	0	1	3	0	1	1	0	3	0	2	2	2	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	1	1	2	0	0	0	0					
		0.16%	0.00%	0.53%	0.00%	0.62%	0.24%	0.00%	0.09%	0.14%	0.00%	0.20%	0.00%	0.31%	0.35%	0.72%	0.00%	0.21%	0.32%	0.40%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.29%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.43%	0.88%	1.28%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1941	24	19	5	23	165	128	130	126	133	227	58	66	57	27	11	48	19	11	16	16	18	29	39	17	73	31	62	49	15	11	10	10	34	17	18	28	10	16	22	34	21	22	46					
		11.27%	4.87%	10.05%	4.20%	14.20%	13.33%	17.32%	11.89%	17.62%	17.12%	15.27%	15.26%	10.34%	10.00%	9.75%	10.58%	9.92%	6.09%	4.37%	7.80%	8.60%	5.86%	10.70%	9.20%	5.14%	12.67%	9.04%	14.62%	11.42%	6.33%	6.25%	3.69%	8.26%	9.58%	9.29%	7.00%	14.51%	4.27%	14.04%	14.10%	11.41%	8.17%	5.90%	9.58%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	30	1	0	0	0	0	1	5	0	0	9	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	2	0	2	0	1	0	0	0	0	1	0					
		0.17%	0.20%	0.00%	0.00%	0.00%	0.00%	0.14%	0.46%	0.00%	0.00%	0.61%	0.26%	0.00%	0.18%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.33%	0.37%	0.00%	0.00%	0.00%	0.00%	0.24%	0.23%	0.00%	0.00%	0.37%	0.00%	0.56%	0.00%	0.78%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	30	0	0	0	0	5	1	0	2	2	2	1	0	1	1	1	0	2	0	0	1	0	2	0	0	0	1	0	1	2	0	1	0	0	0	0	2	0	0	0	0	1	0	1					
		0.17%	0.00%	0.00%	0.00%	0.00%	0.40%	0.14%	0.00%	0.28%	0.26%	0.13%	0.26%	0.00%	0.18%	0.36%	0.96%	0.00%	0.64%	0.00%	0.00%	0.54%	0.00%	0.74%	0.00%	0.00%	0.00%	0.29%	0.00%	0.23%	0.84%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.21%					
24	7.Политическая партия «Либерально-демократическая партия России»	1259	24	9	9	2	131	53	90	65	68	126	22	59	39	12	10	30	26	20	13	7	9	19	27	14	42	24	33	35	18	4	21	20	24	23	21	12	12	9	6	12	13	23	23					
		7.31%	4.87%	4.76%	7.56%	1.23%	10.58%	7.17%	8.23%	9.09%	8.75%	8.47%	5.79%	9.25%	6.84%	4.33%	9.62%	6.20%	8.33%	7.94%	6.34%	3.76%	2.93%	7.01%	6.37%	4.23%	7.29%	6.99%	7.78%	8.16%	7.59%	2.27%	7.75%	16.53%	6.76%	12.57%	8.17%	6.22%	5.13%	7.89%	3.85%	4.03%	5.06%	6.17%	4.79%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1260	13	11	17	4	105	62	86	78	84	81	18	29	33	28	8	68	52	20	19	17	10	14	25	10	25	13	18	29	22	26	17	18	45	9	33	6	12	7	4	15	7	8	54					
		7.31%	2.64%	5.82%	14.29%	2.47%	8.48%	8.39%	7.87%	10.91%	10.81%	5.45%	4.74%	4.55%	5.79%	10.11%	7.69%	14.05%	16.67%	7.94%	9.27%	9.14%	3.26%	5.17%	5.90%	3.02%	4.34%	3.79%	4.25%	6.76%	9.28%	14.77%	6.27%	14.88%	12.68%	4.92%	12.84%	3.11%	5.13%	6.14%	2.56%	5.03%	2.72%	2.14%	11.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	118	1	1	2	1	11	7	5	4	1	15	3	3	1	0	0	1	1	2	3	5	2	2	1	3	2	4	2	2	0	2	1	1	11	0	0	5	5	1	0	1	3	2	1					
		0.68%	0.20%	0.53%	1.68%	0.62%	0.89%	0.95%	0.46%	0.56%	0.13%	1.01%	0.79%	0.47%	0.18%	0.00%	0.00%	0.21%	0.32%	0.79%	1.46%	2.69%	0.65%	0.74%	0.24%	0.91%	0.35%	1.17%	0.47%	0.47%	0.00%	1.14%	0.37%	0.83%	3.10%	0.00%	0.00%	2.59%	2.14%	0.88%	0.00%	0.34%	1.17%	0.54%	0.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12011	415	137	78	125	776	474	730	417	456	981	264	462	417	195	71	320	198	191	148	135	252	198	314	274	412	263	295	296	176	127	215	67	221	132	172	138	189	76	110	228	209	308	349					
		69.71%	84.18%	72.49%	65.55%	77.16%	62.68%	64.14%	66.79%	58.32%	58.69%	65.97%	69.47%	72.41%	73.16%	70.40%	68.27%	66.12%	63.46%	75.79%	72.20%	72.58%	82.08%	73.06%	74.06%	82.78%	71.53%	76.68%	69.58%	68.99%	74.26%	72.16%	79.34%	55.37%	62.25%	72.13%	66.93%	71.50%	80.77%	66.67%	70.51%	76.51%	81.32%	82.57%	72.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	72	0	0	0	0	5	2	12	3	8	15	2	0	0	4	1	2	1	0	0	0	1	0	0	1	1	1	0	3	1	1	0	0	4	0	1	0	0	1	1	1	0	0	0					
		0.42%	0.00%	0.00%	0.00%	0.00%	0.40%	0.27%	1.10%	0.42%	1.03%	1.01%	0.53%	0.00%	0.00%	1.44%	0.96%	0.41%	0.32%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.30%	0.17%	0.29%	0.00%	0.70%	0.42%	0.57%	0.00%	0.00%	1.13%	0.00%	0.39%	0.00%	0.00%	0.88%	0.64%	0.34%	0.00%	0.00%	0.00%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
