Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Краснокамская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419					
1	"Число избирателей, внесенных в список избирателей"	20987	795	184	535	115	711	310	833	327	136	144	843	250	416	237	418	193	213	290	614	274	155	1492	1253	524	300	225	219	863	383	495	229	266	593	206	293	113	296	1424	1454	2366					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21932	912	219	607	143	738	308	878	331	127	156	888	255	437	266	447	194	216	288	645	263	157	1499	1303	630	323	238	220	949	384	500	234	271	624	208	343	145	311	1426	1506	2343					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16073	630	139	439	70	543	263	405	285	117	106	716	198	328	203	376	154	187	259	554	202	131	1075	1026	440	265	188	179	771	295	425	194	215	535	179	226	96	256	1015	899	1489					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1779	53	40	51	41	124	24	309	15	10	15	61	32	57	24	34	33	22	18	23	13	9	47	32	72	23	35	19	52	57	56	26	43	46	23	53	11	37	54	29	56					
6	Число погашенных избирательных бюллетеней	4080	229	40	117	32	71	21	164	31	0	35	111	25	52	39	37	7	7	11	68	48	17	377	245	118	35	15	22	126	32	19	14	13	43	6	64	38	18	357	578	798					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1779	53	40	51	41	124	24	309	15	10	15	61	32	57	24	34	33	22	18	23	13	9	47	32	72	23	35	19	52	57	56	26	43	46	23	53	11	37	54	29	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16073	630	139	439	70	543	263	405	285	117	106	716	198	328	203	376	154	187	259	554	202	131	1075	1026	440	265	188	179	771	295	425	194	215	535	179	226	96	256	1015	899	1489					
9	Число недействительных избирательных бюллетеней	351	15	1	2	1	10	4	5	3	2	3	11	4	5	1	2	0	2	5	6	2	2	6	14	4	78	1	15	5	11	5	2	0	46	14	3	0	12	11	14	24					
10	Число действительных избирательных бюллетеней	17501	668	178	488	110	657	283	709	297	125	118	766	226	380	226	408	187	207	272	571	213	138	1116	1044	508	210	222	183	818	341	476	218	258	535	188	276	107	281	1058	914	1521					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	884	65	20	75	25	15	2	62	20	8	9	20	8	20	20	10	3	3	3	25	15	5	30	25	23	20	20	2	75	5	8	4	10	35	6	42	30	20	10	44	42					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	880	65	20	75	25	15	2	62	20	8	9	20	8	20	20	10	3	3	2	25	15	5	30	25	23	20	20	2	75	5	8	4	10	35	6	42	27	20	10	44	42					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	321	20	1	7	6	4	6	24	8	6	3	5	7	7	5	1	3	4	3	3	3	4	13	24	11	6	10	5	4	3	7	2	3	9	5	4	2	8	8	21	46					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1272	63	15	50	4	60	20	37	22	2	7	8	15	10	2	0	0	0	20	37	20	10	83	106	23	2	5	10	32	20	11	6	24	16	1	12	2	3	172	133	209					
