Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Красногорская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418					
1	"Число избирателей, внесенных в списки"	9298	654	267	462	193	299	876	337	584	588	351	1032	553	267	162	1049	140	329	1155					
2	"Число бюллетеней, полученных участковыми комиссиями"	9435	675	268	460	191	306	895	360	585	595	350	1040	560	273	163	1060	149	360	1145					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5460	405	157	300	128	198	433	248	368	312	185	647	293	149	59	582	78	203	715					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	848	72	28	52	20	34	19	38	92	72	30	33	81	55	42	36	30	71	43					
6	Число погашенных бюллетеней	3127	198	83	108	43	74	443	74	125	211	135	360	186	69	62	442	41	86	387					
7	Число бюллетеней в переносных ящиках для голосования	848	72	28	52	20	34	19	38	92	72	30	33	81	55	42	36	30	71	43					
8	Число бюллетеней в стационарных ящиках для голосования	5459	404	157	300	128	198	433	248	368	312	185	647	293	149	59	582	78	203	715					
9	Число недействительных бюллетеней	131	7	4	7	10	1	11	8	14	4	8	16	2	11	1	7	0	3	17					
10	Число действительных бюллетеней	6176	469	181	345	138	231	441	278	446	380	207	664	372	193	100	611	108	271	741					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	144	5	5	5	5	5	5	5	5	5	5	15	5	5	5	15	5	29	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	73	2	1	3	0	2	3	4	0	0	1	5	3	4	1	9	4	26	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	1	1	1	2	3	1	2	3	3	3	4	2	0	1	8	0	2	3					
14	Число погашенных открепительных удостоверений	71	3	4	2	5	3	2	1	5	5	4	10	2	1	4	6	1	3	10					
15	Число открепительных удостоверений выданных ТИК	14	0	5	0	0	5	0	0	0	0	1	1	0	0	0	0	0	1	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	95	4	4	11	1	3	11	1	9	4	2	14	2	6	0	9	1	3	10					
		1.50%	0.84%	2.16%	3.12%	0.67%	1.29%	2.43%	0.34%	1.95%	1.04%	0.93%	2.05%	0.53%	2.94%	0.0%	1.45%	0.92%	1.09%	1.31%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	144	19	0	1	12	1	6	1	8	12	2	25	7	4	2	20	0	2	22					
		2.28%	3.99%	0.0%	0.28%	8.10%	0.43%	1.32%	0.34%	1.73%	3.12%	0.93%	3.67%	1.87%	1.96%	1.98%	3.23%	0.0%	0.72%	2.90%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	94	7	6	3	1	1	7	2	4	4	2	8	6	4	3	19	3	3	11					
		1.49%	1.47%	3.24%	0.85%	0.67%	0.43%	1.54%	0.69%	0.86%	1.04%	0.93%	1.17%	1.60%	1.96%	2.97%	3.07%	2.77%	1.09%	1.45%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	42	1	2	2	0	0	2	2	4	4	0	6	3	1	1	6	0	0	8					
		0.66%	0.21%	1.08%	0.56%	0.0%	0.0%	0.44%	0.69%	0.86%	1.04%	0.0%	0.88%	0.80%	0.49%	0.99%	0.97%	0.0%	0.0%	1.05%					
22	"5. ""За Русь Святую"""	29	2	2	3	0	0	1	1	0	1	1	2	1	1	2	1	0	0	11					
		0.45%	0.42%	1.08%	0.85%	0.0%	0.0%	0.22%	0.34%	0.0%	0.26%	0.46%	0.29%	0.26%	0.49%	1.98%	0.16%	0.0%	0.0%	1.45%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	1	0	3	0	0	0	1	0	1	1	1	2	0	0	1	0	0	3					
		0.22%	0.21%	0.0%	0.85%	0.0%	0.0%	0.0%	0.34%	0.0%	0.26%	0.46%	0.14%	0.53%	0.0%	0.0%	0.16%	0.0%	0.0%	0.39%					
