Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Рязанская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735					
1	"Число избирателей, внесенных в списки"	43571	429	105	550	761	820	609	114	302	482	134	598	1067	202	1482	568	1328	582	247	875	2314	729	389	1728	821	503	1630	1941	1104	151	582	327	559	802	1798	2079	555	2741	2604	1610	745	718	137	488	470	412	702	1749	829	722	323	54					
2	"Число бюллетеней, полученных участковыми комиссиями"	42963	423	122	544	754	795	597	112	293	482	134	553	1042	179	1465	561	1314	568	248	866	2284	720	381	1701	810	508	1604	1910	1053	154	557	323	567	782	1795	2070	551	2731	2600	1574	740	722	134	482	463	412	677	1724	798	679	321	84					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19836	205	100	263	373	398	331	30	122	273	71	243	424	73	659	325	547	219	145	289	1046	331	218	858	448	211	597	807	386	68	302	197	304	373	944	1079	355	1253	925	682	185	352	68	234	156	234	259	837	456	415	127	39					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1665	16	5	0	10	31	34	38	58	35	43	34	81	45	22	23	20	30	2	13	41	36	8	44	7	27	85	33	62	6	59	28	24	70	21	58	7	8	24	53	19	14	10	46	69	8	54	57	47	41	44	15					
6	Число погашенных бюллетеней	21462	202	17	281	371	366	232	44	113	174	20	276	537	61	784	213	747	319	101	564	1197	353	155	799	355	270	922	1070	605	80	196	98	239	339	830	933	189	1470	1651	839	536	356	56	202	238	170	364	830	295	223	150	30					
7	Число бюллетеней в переносных ящиках для голосования	1665	16	5	0	10	31	34	38	58	35	43	34	81	45	22	23	20	30	2	13	41	36	8	44	7	27	85	33	62	6	59	28	24	70	21	58	7	8	24	53	19	14	10	46	69	8	54	57	47	41	44	15					
8	Число бюллетеней в стационарных ящиках для голосования	19832	205	100	263	373	398	331	30	122	273	71	243	424	73	658	325	547	219	144	289	1046	331	218	858	447	211	597	807	386	68	302	197	304	373	944	1078	355	1253	925	682	185	352	68	234	156	234	259	837	456	415	127	39					
9	Число недействительных бюллетеней	408	4	0	16	12	14	2	0	5	5	0	8	11	5	10	2	8	5	1	11	16	2	7	19	5	2	8	12	12	3	17	7	0	6	9	26	8	9	15	15	8	7	3	10	0	6	10	24	6	8	8	1					
10	Число действительных бюллетеней	21089	217	105	247	371	415	363	68	175	303	114	269	494	113	670	346	559	244	145	291	1071	365	219	883	449	236	674	828	436	71	344	218	328	437	956	1110	354	1252	934	720	196	359	75	270	225	236	303	870	497	448	163	53					
