Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Великолукская городская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129					
1	"Число избирателей, внесенных в списки избирателей"	86459	1573	1660	1505	1548	2875	3110	3355	2730	1710	1517	2108	807	2644	2832	2677	1674	1408	1473	1652	2849	2547	2671	2825	1140	1914	2005	1253	2952	2846	1958	667	2772	2912	2940	2623	2682	2637	2713	2695					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	80800	1400	1550	1450	1500	2800	2800	2850	2650	1650	1250	2000	700	2550	2700	2550	1550	1300	1350	1550	2700	2400	2500	2700	1000	1800	1800	1100	2800	2700	1800	600	2600	2800	2800	2500	2500	2400	2600	2550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	50363	898	1015	904	953	1795	1492	1911	1599	998	963	1283	472	1535	1680	1626	1027	791	944	1067	1742	1551	1624	1839	743	1103	1066	592	1709	1452	1174	410	1641	1879	1786	1730	1409	1313	1401	1246					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2429	14	44	26	21	71	240	96	64	53	139	43	25	77	35	46	22	40	35	36	56	70	51	79	35	48	50	230	80	76	31	10	73	31	59	26	81	89	89	38					
6	Число погашенных избирательных бюллетеней	28007	488	491	520	526	934	1068	843	987	599	148	674	203	938	985	878	501	469	371	447	902	779	825	782	222	649	684	278	1011	1172	595	180	886	890	955	743	1010	998	1110	1266					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2426	14	44	26	21	71	240	96	64	53	139	43	25	77	35	46	22	40	35	36	56	70	51	80	35	48	46	230	80	76	31	10	73	31	59	26	81	89	89	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50319	897	1015	904	953	1795	1492	1910	1599	998	962	1263	472	1535	1679	1626	1027	791	943	1066	1742	1546	1623	1836	743	1103	1065	592	1706	1450	1173	410	1641	1879	1784	1730	1409	1313	1401	1246					
9	Число недействительных избирательных бюллетеней	547	8	11	14	7	20	22	14	18	12	8	12	9	11	12	14	12	12	10	13	23	22	13	43	11	13	16	8	10	14	10	10	22	22	13	13	13	6	11	15					
10	Число действительных избирательных бюллетеней	52198	903	1048	916	967	1846	1710	1992	1645	1039	1093	1294	488	1601	1702	1658	1037	819	968	1089	1775	1594	1661	1873	767	1138	1095	814	1776	1512	1194	410	1692	1888	1830	1743	1477	1396	1479	1269					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1560	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	658	4	8	15	21	21	21	31	18	18	17	22	5	21	16	25	16	12	18	13	29	15	26	31	9	15	5	2	18	18	12	6	29	25	15	23	10	16	13	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	376	6	9	6	3	11	55	12	12	6	7	6	6	5	3	8	9	8	8	12	11	17	6	13	4	13	10	6	16	10	4	11	9	6	4	10	2	17	9	6					
14	Число погашенных неиспользованных открепительных удостоверений	902	36	32	25	19	19	19	9	22	22	23	18	35	19	24	15	24	28	22	27	11	25	14	9	31	25	35	38	22	22	28	34	11	15	25	17	30	24	27	21					
