Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Великолукская городская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135					
1	"Число избирателей, внесенных в список избирателей"	85147	1486	1588	1500	1460	977	2035	1414	2020	3181	1637	2505	1298	1847	2835	1406	2124	970	2741	2730	1442	1279	1487	1155	2465	2883	2698	1229	2000	1238	2770	553	1540	1688	1238	1972	2849	2948	2562	2916	2960	2787	2855	1879					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	74692	1350	1450	1350	1350	850	1800	1300	1200	2550	1500	2000	1150	1700	2300	1300	1900	900	2500	2300	1200	1150	1350	1142	1900	2600	2450	1100	1800	1100	2500	500	1400	1550	1100	1800	2500	2650	2300	2650	2400	2500	2500	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	41401	756	887	755	785	481	1110	571	869	1546	808	1320	762	983	1279	762	1121	458	1233	1305	685	604	772	645	1313	1513	1492	639	870	475	1271	273	683	747	500	875	1321	1635	1308	1565	1243	1291	1192	698					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1485	7	24	24	12	12	23	100	124	43	21	40	23	23	31	33	46	24	29	26	16	21	25	15	48	27	28	15	33	186	46	0	17	17	33	50	22	25	22	19	41	31	46	37					
6	Число погашенных избирательных бюллетеней	31806	587	539	571	553	357	667	629	207	961	671	640	365	694	990	505	733	418	1238	969	499	525	553	482	539	1060	930	446	897	439	1183	227	700	786	567	875	1157	990	970	1066	1116	1178	1262	1065					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1485	7	24	24	12	12	23	100	124	43	21	40	23	23	31	33	46	24	29	26	16	21	25	15	48	27	28	15	33	186	46	0	17	17	33	50	22	25	22	19	41	31	46	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41303	756	887	753	785	480	1099	571	869	1544	808	1320	762	982	1228	760	1121	458	1229	1305	685	604	772	645	1313	1506	1492	639	870	475	1271	273	683	746	500	875	1319	1635	1300	1565	1243	1289	1188	698					
9	Число недействительных избирательных бюллетеней	768	7	18	16	10	2	20	7	12	23	8	22	20	29	26	15	23	16	24	22	7	7	9	9	18	26	19	11	13	34	25	7	7	13	15	20	24	17	17	29	23	55	26	17					
10	Число действительных избирательных бюллетеней	42020	756	893	761	787	490	1102	664	981	1564	821	1338	765	976	1233	778	1144	466	1234	1309	694	618	788	651	1343	1507	1501	643	890	627	1292	266	693	750	518	905	1317	1643	1305	1555	1261	1265	1208	718					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1272	22	23	22	22	13	29	21	51	61	33	32	18	27	37	21	31	14	41	37	20	18	22	22	31	43	40	18	29	18	41	8	22	25	18	29	41	43	38	43	39	41	40	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	605	6	11	8	17	9	11	8	50	44	11	16	5	11	24	14	14	5	16	22	8	8	16	9	18	18	18	10	9	2	30	1	9	11	3	11	20	17	12	19	32	11	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	418	8	10	7	3	16	32	21	6	13	3	15	5	6	4	3	11	3	9	7	3	1	13	12	23	13	7	13	2	6	9	7	14	6	5	7	10	12	20	10	5	20	14	4					
14	Число погашенных неиспользованных открепительных удостоверений	667	16	12	14	5	4	18	13	1	17	22	16	13	16	13	7	17	9	25	15	12	10	6	13	13	25	22	8	20	16	11	7	13	14	15	18	21	26	26	24	7	30	34	23					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7736	121	175	129	150	71	214	114	197	279	150	286	137	171	253	142	206	82	195	255	140	96	155	113	252	295	275	99	172	107	243	55	113	139	106	190	236	305	242	275	244	217	203	137					
		18.08%	15.86%	19.21%	16.60%	18.82%	14.43%	19.07%	16.99%	19.84%	17.58%	18.09%	21.03%	17.45%	17.01%	20.10%	17.91%	17.65%	17.01%	15.50%	19.16%	19.97%	15.36%	19.45%	17.12%	18.52%	19.24%	18.09%	15.14%	19.05%	16.19%	18.45%	20.15%	16.14%	18.22%	19.89%	20.54%	17.60%	18.37%	18.31%	17.36%	19.00%	16.44%	16.45%	18.64%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4906	90	123	90	87	57	133	94	130	215	104	132	85	111	150	75	104	44	169	164	73	95	75	71	128	169	151	56	97	66	152	44	89	91	73	109	140	185	136	152	167	160	157	113					
		11.47%	11.80%	13.50%	11.58%	10.92%	11.59%	11.85%	14.01%	13.09%	13.55%	12.55%	9.71%	10.83%	11.04%	11.91%	9.46%	8.91%	9.13%	13.43%	12.32%	10.41%	15.20%	9.41%	10.76%	9.40%	11.02%	9.93%	8.56%	10.74%	9.98%	11.54%	16.12%	12.71%	11.93%	13.70%	11.78%	10.44%	11.14%	10.29%	9.60%	13.01%	12.12%	12.72%	15.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	492	11	6	9	9	12	12	8	13	12	14	21	5	10	19	6	19	4	16	10	5	8	11	11	10	18	13	5	18	10	19	2	10	6	6	11	16	16	11	23	14	12	14	7					
		1.15%	1.44%	0.66%	1.16%	1.13%	2.44%	1.07%	1.19%	1.31%	0.76%	1.69%	1.54%	0.64%	0.99%	1.51%	0.76%	1.63%	0.83%	1.27%	0.75%	0.71%	1.28%	1.38%	1.67%	0.73%	1.17%	0.86%	0.76%	1.99%	1.51%	1.44%	0.73%	1.43%	0.79%	1.13%	1.19%	1.19%	0.96%	0.83%	1.45%	1.09%	0.91%	1.13%	0.95%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12821	239	299	258	207	149	339	190	240	469	200	413	244	270	328	234	347	169	354	431	211	167	272	216	442	473	580	257	284	149	379	59	222	202	117	267	390	512	409	495	387	406	322	223					
		29.96%	31.32%	32.82%	33.20%	25.97%	30.28%	30.21%	28.32%	24.17%	29.55%	24.13%	30.37%	31.08%	26.87%	26.05%	29.51%	29.73%	35.06%	28.14%	32.38%	30.10%	26.72%	34.13%	32.73%	32.48%	30.85%	38.16%	39.30%	31.45%	22.54%	28.78%	21.61%	31.71%	26.47%	21.95%	28.86%	29.08%	30.84%	30.94%	31.25%	30.14%	30.76%	26.09%	30.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1966	31	30	29	54	30	47	29	31	88	38	68	52	74	62	61	76	23	31	58	37	36	47	36	77	106	66	24	38	11	44	10	21	26	25	37	71	72	57	65	58	40	32	18					
		4.59%	4.06%	3.29%	3.73%	6.78%	6.10%	4.19%	4.32%	3.12%	5.55%	4.58%	5.00%	6.62%	7.36%	4.92%	7.69%	6.51%	4.77%	2.46%	4.36%	5.28%	5.76%	5.90%	5.45%	5.66%	6.91%	4.34%	3.67%	4.21%	1.66%	3.34%	3.66%	3.00%	3.41%	4.69%	4.00%	5.29%	4.34%	4.31%	4.10%	4.52%	3.03%	2.59%	2.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13876	259	256	243	277	167	354	228	364	493	307	412	238	332	412	258	387	142	462	387	226	209	226	204	422	435	403	197	279	282	442	93	232	283	187	289	457	543	445	540	389	421	476	218					
		32.43%	33.94%	28.10%	31.27%	34.76%	33.94%	31.55%	33.98%	36.66%	31.06%	37.03%	30.29%	30.32%	33.03%	32.72%	32.53%	33.16%	29.46%	36.72%	29.08%	32.24%	33.44%	28.36%	30.91%	31.01%	28.38%	26.51%	30.12%	30.90%	42.66%	33.56%	34.07%	33.14%	37.09%	35.08%	31.24%	34.08%	32.71%	33.66%	34.09%	30.30%	31.89%	38.57%	29.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	223	5	4	3	3	4	3	1	6	8	8	6	4	8	9	2	5	2	7	4	2	7	2	0	12	11	13	5	2	2	13	3	6	3	4	2	7	10	5	5	2	9	4	2					
		0.52%	0.66%	0.44%	0.39%	0.38%	0.81%	0.27%	0.15%	0.60%	0.50%	0.97%	0.44%	0.51%	0.80%	0.71%	0.25%	0.43%	0.41%	0.56%	0.30%	0.29%	1.12%	0.25%	0.00%	0.88%	0.72%	0.86%	0.76%	0.22%	0.30%	0.99%	1.10%	0.86%	0.39%	0.75%	0.22%	0.52%	0.60%	0.38%	0.32%	0.16%	0.68%	0.32%	0.27%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
