Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Нурлатская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346					
1	"Число избирателей, внесенных в список избирателей"	26165	1765	2220	1522	2148	1353	2360	2580	1958	2821	2873	2923	154	643	517	328					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26343	1770	2216	1527	2158	1362	2379	2613	1954	2797	2890	2940	250	648	517	322					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24635	1680	1978	1438	2078	1275	2333	2490	1827	2646	2666	2777	0	633	507	307					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	706	45	18	53	28	20	13	53	56	56	157	24	154	10	6	13					
6	Число погашенных избирательных бюллетеней	1002	45	220	36	52	67	33	70	71	95	67	139	96	5	4	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	706	45	18	53	28	20	13	53	56	56	157	24	154	10	6	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24635	1680	1978	1438	2078	1275	2333	2490	1827	2646	2666	2777	0	633	507	307					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	25341	1725	1996	1491	2106	1295	2346	2543	1883	2702	2823	2801	154	643	513	320					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	350	25	30	20	30	20	30	35	25	35	35	35	0	15	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	195	3	8	6	16	4	25	29	20	27	18	32	0	5	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	75	1	1	3	1	2	3	0	9	18	7	12	17	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	155	22	22	14	14	16	5	6	5	8	17	3	0	10	8	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	48	4	5	3	0	2	1	0	3	23	3	4	0	0	0	0					
		0.19%	0.23%	0.25%	0.20%	0.00%	0.15%	0.04%	0.00%	0.16%	0.85%	0.11%	0.14%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	76	9	11	5	3	3	2	0	7	11	13	10	0	0	0	2					
		0.30%	0.52%	0.55%	0.34%	0.14%	0.23%	0.09%	0.00%	0.37%	0.41%	0.46%	0.36%	0.00%	0.00%	0.00%	0.63%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	0	1	0	0	1	0	0	2	3	5	0	0	0	0					
		0.05%	0.00%	0.00%	0.07%	0.00%	0.00%	0.04%	0.00%	0.00%	0.07%	0.11%	0.18%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	275	22	19	20	18	20	9	48	13	39	30	28	1	6	0	2					
		1.09%	1.28%	0.95%	1.34%	0.85%	1.54%	0.38%	1.89%	0.69%	1.44%	1.06%	0.99%	0.65%	0.93%	0.00%	0.63%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	0	2	1	0	2	0	0	0	4	3	0	0	0	0	1					
		0.05%	0.00%	0.10%	0.07%	0.00%	0.15%	0.00%	0.00%	0.00%	0.15%	0.11%	0.00%	0.00%	0.00%	0.00%	0.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24910	1690	1959	1461	2085	1268	2332	2495	1860	2620	2768	2754	153	637	513	315					
		98.30%	97.97%	98.15%	97.99%	99.00%	97.92%	99.40%	98.11%	98.78%	96.97%	98.05%	98.32%	99.35%	99.07%	100.00%	98.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	7	0	0	0	0	0	1	0	0	3	3	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.11%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
