Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Нурлатская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359					
1	"Число избирателей, внесенных в списки избирателей"	22932	1796	2071	1151	1930	1202	2226	2234	1750	2629	2805	1621	117	573	518	309					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21455	1710	1860	1060	1780	1060	2100	2090	1680	2470	2640	1500	117	573	518	297					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20930	1657	1808	1014	1736	1055	2083	2036	1626	2353	2623	1481	117	546	509	286					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	367	53	14	12	38	5	17	50	39	65	17	19	0	19	8	11					
6	Число погашенных избирательных бюллетеней	158	0	38	34	6	0	0	4	15	52	0	0	0	8	1	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	367	53	14	12	38	5	17	50	39	65	17	19	0	19	8	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20930	1657	1808	1014	1736	1055	2083	2036	1626	2353	2623	1481	117	546	509	286					
9	Число недействительных избирательных бюллетеней	13	0	5	0	6	0	0	1	0	0	0	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	21284	1710	1817	1026	1768	1060	2100	2085	1665	2418	2640	1500	117	565	517	296					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	350	30	30	5	30	25	40	38	35	35	30	30	0	10	10	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	282	15	20	4	19	18	40	34	32	33	27	30	0	7	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	79	5	3	2	3	5	11	22	4	6	11	2	1	1	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	68	15	10	1	11	7	0	4	3	2	3	0	0	3	7	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	306	37	13	22	31	22	7	13	31	65	44	9	0	6	4	2					
		1.44%	2.16%	0.71%	2.14%	1.75%	2.08%	0.33%	0.62%	1.86%	2.69%	1.67%	0.60%	0.00%	1.06%	0.77%	0.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	37	0	8	1	0	0	3	12	2	5	0	4	1	0	0	1					
		0.17%	0.00%	0.44%	0.10%	0.00%	0.00%	0.14%	0.58%	0.12%	0.21%	0.00%	0.27%	0.85%	0.00%	0.00%	0.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	47	0	10	0	5	0	1	15	0	3	0	12	0	0	0	1					
		0.22%	0.00%	0.55%	0.00%	0.28%	0.00%	0.05%	0.72%	0.00%	0.12%	0.00%	0.80%	0.00%	0.00%	0.00%	0.34%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	5	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.34%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20881	1673	1786	1002	1732	1038	2087	2045	1632	2339	2596	1472	116	559	513	291					
		98.05%	97.84%	98.02%	97.66%	97.63%	97.92%	99.38%	98.03%	98.02%	96.73%	98.33%	98.13%	99.15%	98.94%	99.23%	97.98%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
