Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Усть-Вымская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636					
1	"Число избирателей, внесенных в списки"	26590	837	482	626	192	1683	2272	2756	1576	506	129	527	101	2966	263	673	724	128	287	237	160	164	1580	1614	3140	1499	1138	330					
2	"Число бюллетеней, полученных участковыми комиссиями"	27209	850	495	640	187	1715	2310	2825	1615	510	122	540	100	2950	260	690	752	132	285	240	158	168	1720	1660	3200	1535	1190	360					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12951	406	232	311	103	677	1164	1405	848	225	66	255	51	1514	156	395	310	56	146	139	85	79	566	858	1444	767	505	188					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	727	44	13	10	19	8	30	9	15	18	9	0	11	117	24	34	24	12	20	29	23	40	31	21	60	29	28	49					
6	Число погашенных бюллетеней	13531	400	250	319	65	1030	1116	1411	752	267	47	285	38	1319	80	261	418	64	119	72	50	49	1123	781	1696	739	657	123					
7	Число бюллетеней в переносных ящиках для голосования	727	44	13	10	19	8	30	9	15	18	9	0	11	117	24	34	24	12	20	29	23	40	31	21	60	29	28	49					
8	Число бюллетеней в стационарных ящиках для голосования	12948	406	232	311	103	677	1164	1405	847	224	66	255	51	1514	156	395	310	56	146	139	85	78	566	858	1444	767	505	188					
9	Число недействительных бюллетеней	208	5	9	3	3	14	12	9	17	4	2	7	2	21	0	19	8	2	3	9	0	6	17	15	13	5	2	1					
10	Число действительных бюллетеней	13467	445	236	318	119	671	1182	1405	845	238	73	248	60	1610	180	410	326	66	163	159	108	112	580	864	1491	791	531	236					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	5	5	5	5	16	17	17	16	5	5	5	1	17	2	8	5	5	5	5	5	5	16	16	18	16	16	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	82	1	5	0	0	1	5	14	2	0	0	4	1	9	2	8	4	0	0	0	0	0	1	3	4	4	7	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	2	3	2	3	7	3	3	0	2	3	1	3	7	2	2	2	0	0	0	0	1	0	5	6	7	0	2					
14	Число погашенных открепительных удостоверений	168	4	0	5	5	15	12	3	14	5	5	1	0	8	0	0	1	5	5	5	5	5	15	13	14	12	9	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	176	4	3	4	1	18	18	18	11	4	3	7	0	20	1	4	4	1	2	3	1	1	7	6	14	9	9	3					
		1.28%	0.88%	1.22%	1.24%	0.81%	2.62%	1.50%	1.27%	1.27%	1.65%	4.0%	2.74%	0.0%	1.22%	0.55%	0.93%	1.19%	1.47%	1.20%	1.78%	0.92%	0.84%	1.17%	0.68%	0.93%	1.13%	1.68%	1.26%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	305	10	5	4	0	9	27	26	15	2	0	2	1	40	5	9	8	2	0	3	0	0	20	30	50	21	14	2					
		2.23%	2.22%	2.04%	1.24%	0.0%	1.31%	2.26%	1.83%	1.74%	0.82%	0.0%	0.78%	1.61%	2.45%	2.77%	2.09%	2.39%	2.94%	0.0%	1.78%	0.0%	0.0%	3.35%	3.41%	3.32%	2.63%	2.62%	0.84%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	493	15	10	16	5	21	40	38	41	2	2	11	1	55	6	21	11	6	7	9	3	4	14	40	56	34	20	5					
		3.60%	3.33%	4.08%	4.98%	4.09%	3.06%	3.35%	2.68%	4.75%	0.82%	2.66%	4.31%	1.61%	3.37%	3.33%	4.89%	3.29%	8.82%	4.21%	5.35%	2.77%	3.38%	2.34%	4.55%	3.72%	4.27%	3.75%	2.10%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	536	7	6	6	2	17	41	38	29	7	2	8	7	66	1	33	10	2	4	0	2	1	35	47	75	57	26	7					
		3.91%	1.55%	2.44%	1.86%	1.63%	2.48%	3.43%	2.68%	3.36%	2.89%	2.66%	3.13%	11.29%	4.04%	0.55%	7.69%	2.99%	2.94%	2.40%	0.0%	1.85%	0.84%	5.86%	5.34%	4.98%	7.16%	4.87%	2.95%					
22	"5. ""За Русь Святую"""	50	1	4	0	1	2	6	2	4	0	2	4	1	4	3	1	0	1	0	0	1	2	1	2	3	1	3	1					
		0.36%	0.22%	1.63%	0.0%	0.81%	0.29%	0.50%	0.14%	0.46%	0.0%	2.66%	1.56%	1.61%	0.24%	1.66%	0.23%	0.0%	1.47%	0.0%	0.0%	0.92%	1.69%	0.16%	0.22%	0.19%	0.12%	0.56%	0.42%					
23	"6. ""Объединенная Российская партия ""Русь"""	46	1	2	0	1	3	4	5	3	2	1	1	0	8	0	1	1	1	0	0	0	0	3	1	3	0	2	3					
		0.33%	0.22%	0.81%	0.0%	0.81%	0.43%	0.33%	0.35%	0.34%	0.82%	1.33%	0.39%	0.0%	0.49%	0.0%	0.23%	0.29%	1.47%	0.0%	0.0%	0.0%	0.0%	0.50%	0.11%	0.19%	0.0%	0.37%	1.26%					
24	"7. ""Новый курс - Автомобильная Россия"""	106	2	1	0	1	11	3	11	13	3	0	4	0	14	0	5	1	0	0	1	2	0	3	6	9	10	6	0					
