Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Котласская городская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437					
1	"Число избирателей, внесенных в список"	61833	2322	1237	2668	2956	3093	1968	1845	2670	144	2737	2850	1235	2718	3074	1442	2058	1689	1165	2212	1480	414	1260	1772	1994	2198	964	2771	2756	2713	2789	198	441					
2	Число полученных избирательных бюллетеней	55810	2100	1110	2400	2680	2810	1800	1630	2360	180	2500	2470	1080	2440	2750	1300	1830	1530	1070	2000	1400	350	1140	1540	1840	1980	830	2530	2510	2460	2540	180	470					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	34137	1293	518	1495	1694	1871	1152	1069	1603	144	1738	1679	656	1422	1468	763	1137	928	583	1175	579	129	552	1035	1024	1254	562	1456	1591	1608	1478	144	337					
5	"Число избирательных бюллетеней, выданных вне помещения"	1018	74	20	53	53	4	1	6	28	0	34	40	39	60	54	20	17	16	9	21	42	35	27	14	84	19	15	91	52	57	33	0	0					
6	Число погашенных избирательных бюллетеней	20655	733	572	852	933	935	647	555	729	36	728	751	385	958	1228	517	676	586	478	804	779	186	561	491	732	707	253	983	867	795	1029	36	133					
7	Число избирательных бюллетеней в переносных ящиках	1018	74	20	53	53	4	1	6	28	0	34	40	39	60	54	20	17	16	9	21	42	35	27	14	84	19	15	91	52	57	33	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	34120	1293	518	1495	1694	1870	1150	1069	1603	144	1738	1679	655	1421	1468	763	1137	928	582	1170	579	129	552	1035	1024	1253	562	1456	1588	1607	1478	144	336					
9	Число недействительных избирательных бюллетеней	198	14	4	5	4	6	0	2	5	2	7	8	9	10	15	5	12	3	4	10	7	0	4	8	5	5	5	9	8	5	12	1	4					
10	Число действительных избирательных бюллетеней	34940	1353	534	1543	1743	1868	1151	1073	1626	142	1765	1711	685	1471	1507	778	1142	941	587	1181	614	164	575	1041	1103	1267	572	1538	1632	1659	1499	143	332					
11	Число полученных открепительных  удостоверений	805	30	20	30	30	40	25	25	30	0	35	30	20	30	30	25	25	25	25	25	20	20	20	30	40	30	20	20	25	30	30	20	0					
12	Число выданных открепительных удостоверений	411	18	2	23	22	29	15	17	19	0	22	25	5	20	23	13	16	10	5	12	6	0	5	6	30	16	3	7	8	11	17	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	340	8	5	12	16	10	7	7	13	0	18	18	10	11	7	11	45	9	3	15	6	10	1	8	7	7	6	7	15	10	12	0	26					
14	Число неиспользованных открепительных удостоверений	394	12	18	7	8	11	10	8	11	0	13	5	15	10	7	12	9	15	20	13	14	20	15	24	10	14	17	13	17	19	13	14	0					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	0	0	1	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	1498	70	24	72	75	125	52	52	95	0	107	75	30	66	64	28	45	32	13	50	16	6	12	43	46	49	23	66	60	50	41	3	8					
		4.26%	5.12%	4.46%	4.65%	4.29%	6.67%	4.52%	4.84%	5.82%	0.00%	6.04%	4.36%	4.32%	4.46%	4.20%	3.58%	3.90%	3.39%	2.20%	4.20%	2.58%	3.66%	2.07%	4.10%	4.15%	3.85%	3.99%	4.27%	3.66%	3.00%	2.71%	2.08%	2.38%					
19	. Малышкин Олег Александрович	825	46	10	40	31	40	35	28	33	20	34	37	18	29	35	13	30	26	18	34	12	10	11	33	16	35	12	32	27	27	43	3	7					
		2.35%	3.37%	1.86%	2.58%	1.77%	2.13%	3.04%	2.60%	2.02%	13.89%	1.92%	2.15%	2.59%	1.96%	2.30%	1.66%	2.60%	2.75%	3.05%	2.85%	1.93%	6.10%	1.90%	3.15%	1.44%	2.75%	2.08%	2.07%	1.65%	1.62%	2.85%	2.08%	2.08%					
20	. Миронов Сергей Михайлович	325	10	10	11	17	18	13	9	11	2	10	9	1	12	13	6	12	13	9	9	5	1	7	8	13	14	3	26	13	17	16	5	2					
		0.92%	0.73%	1.86%	0.71%	0.97%	0.96%	1.13%	0.84%	0.67%	1.39%	0.56%	0.52%	0.14%	0.81%	0.85%	0.77%	1.04%	1.38%	1.52%	0.76%	0.81%	0.61%	1.21%	0.76%	1.17%	1.10%	0.52%	1.68%	0.79%	1.02%	1.06%	3.47%	0.60%					
21	. Путин Владимир Владимирович	25080	966	407	1077	1238	1314	825	764	1123	101	1143	1184	485	1036	1093	585	825	679	446	889	470	131	431	744	827	892	448	1145	1145	1158	1131	119	259					
		71.38%	70.67%	75.65%	69.57%	70.86%	70.12%	71.68%	71.07%	68.85%	70.14%	64.50%	68.88%	69.88%	69.95%	71.81%	74.71%	71.49%	71.93%	75.47%	74.64%	75.68%	79.88%	74.44%	70.92%	74.64%	70.13%	77.64%	74.01%	69.82%	69.59%	74.85%	82.64%	77.08%					
22	. Хакамада Ирина Муцуовна	1644	32	17	83	101	113	66	64	91	4	103	112	54	74	67	38	61	33	19	39	14	2	27	56	51	67	15	62	54	56	61	1	7					
		4.68%	2.34%	3.16%	5.36%	5.78%	6.03%	5.73%	5.95%	5.58%	2.78%	5.81%	6.52%	7.78%	5.00%	4.40%	4.85%	5.29%	3.50%	3.21%	3.27%	2.25%	1.22%	4.66%	5.34%	4.60%	5.27%	2.60%	4.01%	3.29%	3.37%	4.04%	0.69%	2.08%					
23	. Харитонов Николай Михайлович	4715	202	55	225	226	203	122	108	234	3	329	246	77	238	207	99	147	131	69	135	79	14	78	126	119	179	65	171	289	313	175	9	42					
		13.42%	14.78%	10.22%	14.53%	12.94%	10.83%	10.60%	10.05%	14.35%	2.08%	18.57%	14.31%	11.10%	16.07%	13.60%	12.64%	12.74%	13.88%	11.68%	11.34%	12.72%	8.54%	13.47%	12.01%	10.74%	14.07%	11.27%	11.05%	17.62%	18.81%	11.58%	6.25%	12.50%					
																																							
24	Против всех	853	27	11	35	55	55	38	48	39	12	39	48	20	16	28	9	22	27	13	25	18	0	9	31	31	31	6	36	44	38	32	3	7					
