Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Хомутовская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149					
1	"Число избирателей, внесенных в список"	12171	2075	1886	255	85	315	288	390	1110	293	155	202	292	75	200	226	196	272	162	457	131	305	124	251	206	150	292	131	459	301	142	240	136	369					
2	Число полученных избирательных бюллетеней	11330	1864	1722	233	90	284	265	356	1050	269	162	185	265	78	194	212	197	252	165	419	130	276	127	231	186	154	264	137	421	286	150	221	144	341					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7851	1197	1104	181	67	146	230	241	758	167	124	157	258	73	128	143	164	197	120	336	78	167	70	135	163	94	194	96	278	219	82	141	69	274					
5	"Число избирательных бюллетеней, выданных вне помещения"	1571	135	79	52	11	88	33	112	81	45	22	13	7	1	64	67	10	52	18	48	34	62	18	67	8	20	54	11	86	64	48	66	35	60					
6	Число погашенных избирательных бюллетеней	1908	532	539	0	12	50	2	3	211	57	16	15	0	4	2	2	23	3	27	35	18	47	39	29	15	40	16	30	57	3	20	14	40	7					
7	Число избирательных бюллетеней в переносных ящиках	1571	135	79	52	11	88	33	112	81	45	22	13	7	1	64	67	10	52	18	48	34	62	18	67	8	20	54	11	86	64	48	66	35	60					
8	Число бюллетеней в стационарных ящиках для голосования	7851	1197	1104	181	67	146	230	241	758	167	124	157	258	73	128	143	164	197	120	336	78	167	70	135	163	94	194	96	278	219	82	141	69	274					
9	Число недействительных избирательных бюллетеней	80	11	11	2	1	3	2	0	3	1	1	1	3	2	4	1	1	3	0	3	2	3	1	6	1	1	2	1	2	2	0	4	0	2					
10	Число действительных избирательных бюллетеней	9342	1321	1172	231	77	231	261	353	836	211	145	169	262	72	188	209	173	246	138	381	110	226	87	196	170	113	246	106	362	281	130	203	104	332					
11	Число полученных открепительных  удостоверений	189	18	28	4	3	4	4	4	29	4	4	4	4	2	4	4	4	4	4	5	2	4	4	4	4	4	4	4	4	4	2	4	4	4					
12	Число выданных открепительных удостоверений	94	10	24	0	0	1	4	1	29	1	2	0	0	0	4	0	0	1	0	3	0	0	0	3	1	0	3	2	0	1	0	1	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	5	8	1	1	1	1	2	2	3	0	0	1	1	1	2	2	5	2	3	0	3	1	2	3	0	3	1	1	1	0	0	1	1					
14	Число неиспользованных открепительных удостоверений	95	8	4	4	3	3	0	3	0	3	2	4	4	2	0	4	4	3	4	2	2	4	4	1	3	4	1	2	4	3	2	3	4	1					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	171	44	34	9	0	0	5	4	25	1	0	0	7	0	2	2	2	3	1	7	3	2	0	2	0	0	1	4	5	1	1	1	3	2					
