Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Хорольская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109					
1	"Число избирателей, внесенных в список"	23832	2422	1861	1526	354	1546	734	172	325	357	119	493	271	293	754	845	94	760	293	699	199	1050	251	107	383	165	2361	2068	2665	540	125					
2	Число полученных избирательных бюллетеней	24132	2558	1798	1569	348	1574	742	203	339	388	120	485	258	272	757	833	101	772	286	718	199	1095	289	104	406	161	2407	2044	2640	542	124					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16674	1561	1226	1021	255	1122	492	150	237	304	108	419	210	214	531	649	60	623	227	587	181	721	220	104	341	147	1491	1335	1651	364	123					
5	"Число избирательных бюллетеней, выданных вне помещения"	1880	175	269	106	30	15	52	19	58	30	3	37	30	27	188	144	30	79	24	50	0	126	26	0	36	7	52	104	113	50	0					
6	Число погашенных избирательных бюллетеней	5578	822	303	442	63	437	198	34	44	54	9	29	18	31	38	40	11	70	35	81	18	248	43	0	29	7	864	605	876	128	1					
7	Число избирательных бюллетеней в переносных ящиках	1880	175	269	106	30	15	52	19	58	30	3	37	30	27	188	144	30	79	24	50	0	126	26	0	36	7	52	104	113	50	0					
8	Число бюллетеней в стационарных ящиках для голосования	16673	1561	1225	1021	255	1122	492	150	237	304	108	419	210	214	531	649	60	623	227	587	181	721	220	104	341	147	1491	1335	1651	364	123					
9	Число недействительных избирательных бюллетеней	217	0	25	20	2	15	5	1	3	2	1	5	5	6	7	11	0	11	6	6	2	15	3	0	5	0	18	19	23	0	1					
10	Число действительных избирательных бюллетеней	18336	1736	1469	1107	283	1122	539	168	292	332	110	451	235	235	712	782	90	691	245	631	179	832	243	104	372	154	1525	1420	1741	414	122					
11	Число полученных открепительных  удостоверений	389	49	23	22	7	46	16	2	3	7	13	10	7	5	4	9	2	14	4	10	5	10	0	0	9	1	34	35	35	5	2					
12	Число выданных открепительных удостоверений	372	49	23	22	7	46	16	2	3	6	13	8	6	5	4	9	2	12	2	10	2	10	0	0	9	1	29	35	34	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	138	22	14	15	4	11	4	1	2	2	1	3	3	2	0	10	0	1	1	2	0	4	0	4	3	1	10	8	3	5	2					
14	Число неиспользованных открепительных удостоверений	17	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	2	2	0	3	0	0	0	0	0	5	0	1	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	11	1	0	3	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	743	60	48	31	7	49	29	9	9	6	0	1	7	4	9	23	7	24	4	21	35	21	12	15	14	4	99	77	92	24	2					
		4.00%	3.46%	3.21%	2.75%	2.46%	4.31%	5.33%	5.33%	3.05%	1.80%	0.00%	0.22%	2.92%	1.66%	1.25%	2.90%	7.78%	3.42%	1.59%	3.30%	19.34%	2.48%	4.88%	14.42%	3.71%	2.60%	6.42%	5.35%	5.22%	5.80%	1.63%					
19	. Малышкин Олег Александрович	1055	99	82	78	10	75	31	3	23	24	4	23	7	11	24	70	3	57	18	24	8	30	16	13	43	5	84	65	88	32	5					
		5.69%	5.70%	5.49%	6.92%	3.51%	6.60%	5.70%	1.78%	7.80%	7.19%	3.60%	5.04%	2.92%	4.56%	3.34%	8.83%	3.33%	8.12%	7.17%	3.77%	4.42%	3.54%	6.50%	12.50%	11.41%	3.25%	5.44%	4.52%	4.99%	7.73%	4.07%					
20	. Миронов Сергей Михайлович	172	16	13	13	3	20	6	1	1	3	0	5	3	2	5	1	1	11	1	6	1	8	0	0	2	2	22	12	11	3	0					
		0.93%	0.92%	0.87%	1.15%	1.05%	1.76%	1.10%	0.59%	0.34%	0.90%	0.00%	1.10%	1.25%	0.83%	0.70%	0.13%	1.11%	1.57%	0.40%	0.94%	0.55%	0.94%	0.00%	0.00%	0.53%	1.30%	1.43%	0.83%	0.62%	0.72%	0.00%					
21	. Путин Владимир Владимирович	10351	1011	943	622	197	717	312	132	143	231	85	247	163	124	551	551	69	489	167	359	82	503	129	37	216	96	621	610	663	173	108					
		55.79%	58.24%	63.12%	55.19%	69.12%	63.06%	57.35%	78.11%	48.47%	69.16%	76.58%	54.17%	67.92%	51.45%	76.63%	69.48%	76.67%	69.66%	66.53%	56.36%	45.30%	59.39%	52.44%	35.58%	57.29%	62.34%	40.25%	42.39%	37.59%	41.79%	87.80%					
22	. Хакамада Ирина Муцуовна	657	84	54	36	14	33	25	0	14	8	2	5	9	7	17	16	0	20	2	18	4	25	13	7	6	10	90	58	69	10	1					
		3.54%	4.84%	3.61%	3.19%	4.91%	2.90%	4.60%	0.00%	4.75%	2.40%	1.80%	1.10%	3.75%	2.90%	2.36%	2.02%	0.00%	2.85%	0.80%	2.83%	2.21%	2.95%	5.28%	6.73%	1.59%	6.49%	5.83%	4.03%	3.91%	2.42%	0.81%					
23	. Харитонов Николай Михайлович	4416	357	259	258	43	176	102	23	84	50	14	160	40	81	91	104	9	76	49	186	45	206	67	32	79	31	492	468	684	147	3					
		23.80%	20.56%	17.34%	22.89%	15.09%	15.48%	18.75%	13.61%	28.47%	14.97%	12.61%	35.09%	16.67%	33.61%	12.66%	13.11%	10.00%	10.83%	19.52%	29.20%	24.86%	24.32%	27.24%	30.77%	20.95%	20.13%	31.89%	32.52%	38.78%	35.51%	2.44%					
																																					
24	Против всех	942	109	70	69	9	52	34	0	18	10	5	10	6	6	15	17	1	14	4	17	4	39	6	0	12	6	117	130	134	25	3					
		5.08%	6.28%	4.69%	6.12%	3.16%	4.57%	6.25%	0.00%	6.10%	2.99%	4.50%	2.19%	2.50%	2.49%	2.09%	2.14%	1.11%	1.99%	1.59%	2.67%	2.21%	4.60%	2.44%	0.00%	3.18%	3.90%	7.58%	9.03%	7.60%	6.04%	2.44%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
