Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Шенкурская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996					
1	"Число избирателей, внесенных в списки избирателей"	13946	456	136	319	414	95	138	146	555	88	85	899	262	77	179	179	139	140	58	152	47	386	125	73	541	767	235	466	243	93	79	868	156	270	230	1429	1892	1529					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13385	450	120	300	400	95	130	130	550	85	80	900	250	70	170	180	130	135	60	140	45	380	120	70	550	750	200	470	240	90	75	880	150	270	220	1300	1800	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6823	186	56	138	151	60	80	71	291	50	37	502	126	39	98	126	46	78	35	70	30	206	65	58	271	390	118	252	136	50	35	395	75	114	119	670	915	684					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1126	42	18	61	55	13	11	16	11	8	10	76	37	23	19	8	43	20	6	37	0	40	19	3	31	77	43	26	10	6	3	68	27	35	36	41	45	102					
6	Число погашенных избирательных бюллетеней	5436	222	46	101	194	22	39	43	248	27	33	322	87	8	53	46	41	37	19	33	15	134	36	9	248	283	39	192	94	34	37	417	48	121	65	589	840	614					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1126	42	18	61	55	13	11	16	11	8	10	76	37	23	19	8	43	20	6	37	0	40	19	3	31	77	43	26	10	6	3	68	27	35	36	41	45	102					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6823	186	56	138	151	60	80	71	291	50	37	502	126	39	98	126	46	78	35	70	30	206	65	58	271	390	118	252	136	50	35	395	75	114	119	670	915	684					
9	Число недействительных избирательных бюллетеней	47	3	0	0	1	0	1	0	3	1	0	2	0	0	0	0	0	1	1	0	0	1	0	0	4	2	1	3	3	1	0	2	0	0	1	2	7	7					
10	Число действительных избирательных бюллетеней	7902	225	74	199	205	73	90	87	299	57	47	576	163	62	117	134	89	97	40	107	30	245	84	61	298	465	160	275	143	55	38	461	102	149	154	709	953	779					
