Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Шенкурская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №960	УИК №961	УИК №962	УИК №963	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №973	УИК №976	УИК №977	УИК №978	УИК №980	УИК №981	УИК №982	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993					
1	"Число избирателей, внесенных в список избирателей"	13528	417	114	279	458	139	130	557	98	80	1154	566	194	157	499	65	532	815	459	223	159	836	149	275	254	1350	2080	1489					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13610	400	110	280	460	150	130	570	90	80	1150	560	200	140	500	60	550	800	470	230	160	860	150	280	250	1350	2130	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	86	0	0	0	0	0	0	0	0	0	0	71	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5467	134	18	96	179	78	52	232	60	25	441	202	70	79	194	42	217	367	233	81	36	313	59	84	112	573	852	638					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1259	56	16	24	66	10	8	24	12	10	168	48	44	15	108	3	33	93	35	16	11	68	28	32	38	57	145	91					
6	Число погашенных избирательных бюллетеней	6798	210	76	160	215	62	70	314	18	45	541	239	86	31	198	15	300	340	202	133	113	479	63	164	100	720	1133	771					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1345	56	16	24	66	10	8	24	12	10	168	119	44	30	108	3	33	93	35	16	11	68	28	32	38	57	145	91					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5467	134	18	96	179	78	52	232	60	25	441	202	70	79	194	42	217	367	233	81	36	313	59	84	112	573	852	638					
9	Число недействительных избирательных бюллетеней	63	3	3	3	1	0	0	2	0	1	1	1	0	2	3	2	1	2	1	1	1	6	1	1	1	6	14	6					
10	Число действительных избирательных бюллетеней	6749	187	31	117	244	88	60	254	72	34	608	320	114	107	299	43	249	458	267	96	46	375	86	115	149	624	983	723					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	159	3	2	2	6	1	2	10	1	4	19	6	3	2	7	1	5	5	2	2	3	10	2	1	3	20	22	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	61	2	0	0	1	0	2	5	0	2	7	6	0	0	2	1	1	1	0	2	0	5	0	0	3	10	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	1	1	0	1	1	1	5	0	1	5	2	3	2	1	0	0	2	0	0	0	0	3	1	0	4	8	6					
14	Число погашенных неиспользованных открепительных удостоверений	98	1	2	2	5	1	0	5	1	2	12	0	3	2	5	0	4	4	2	0	3	5	2	1	0	10	14	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	7	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1665	48	7	26	105	20	11	57	10	11	175	63	14	21	79	3	74	90	61	15	6	92	14	31	45	146	242	199					
		24.44%	25.26%	20.59%	21.67%	42.86%	22.73%	18.33%	22.27%	13.89%	31.43%	28.74%	19.63%	12.28%	19.27%	26.16%	6.67%	29.60%	19.57%	22.76%	15.46%	12.77%	24.15%	16.09%	26.72%	30.00%	23.17%	24.27%	27.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1268	26	3	30	30	20	18	45	19	8	120	69	25	12	65	6	45	90	65	24	7	62	23	22	32	126	152	124					
		18.61%	13.68%	8.82%	25.00%	12.24%	22.73%	30.00%	17.58%	26.39%	22.86%	19.70%	21.50%	21.93%	11.01%	21.52%	13.33%	18.00%	19.57%	24.25%	24.74%	14.89%	16.27%	26.44%	18.97%	21.33%	20.00%	15.25%	17.01%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	1	0	0	1	2	1	5	2	0	8	5	0	1	0	0	0	3	2	1	0	5	2	1	1	6	12	10					
		1.01%	0.53%	0.00%	0.00%	0.41%	2.27%	1.67%	1.95%	2.78%	0.00%	1.31%	1.56%	0.00%	0.92%	0.00%	0.00%	0.00%	0.65%	0.75%	1.03%	0.00%	1.31%	2.30%	0.86%	0.67%	0.95%	1.20%	1.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	796	9	4	8	31	12	3	42	8	8	54	46	20	14	40	5	28	38	43	9	2	43	8	10	23	81	117	90					
		11.69%	4.74%	11.76%	6.67%	12.65%	13.64%	5.00%	16.41%	11.11%	22.86%	8.87%	14.33%	17.54%	12.84%	13.25%	11.11%	11.20%	8.26%	16.04%	9.28%	4.26%	11.29%	9.20%	8.62%	15.33%	12.86%	11.74%	12.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	144	2	1	1	1	1	0	1	2	0	10	5	7	0	3	0	2	9	10	1	1	4	4	1	4	19	37	18					
		2.11%	1.05%	2.94%	0.83%	0.41%	1.14%	0.00%	0.39%	2.78%	0.00%	1.64%	1.56%	6.14%	0.00%	0.99%	0.00%	0.80%	1.96%	3.73%	1.03%	2.13%	1.05%	4.60%	0.86%	2.67%	3.02%	3.71%	2.47%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2757	99	16	52	74	32	27	102	31	7	239	131	46	59	111	29	100	225	82	46	30	165	35	50	43	243	411	272					
		40.47%	52.11%	47.06%	43.33%	30.20%	36.36%	45.00%	39.84%	43.06%	20.00%	39.24%	40.81%	40.35%	54.13%	36.75%	64.44%	40.00%	48.91%	30.60%	47.42%	63.83%	43.31%	40.23%	43.10%	28.67%	38.57%	41.22%	37.31%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	50	2	0	0	2	1	0	2	0	0	2	1	2	0	1	0	0	3	4	0	0	4	0	0	1	3	12	10					
		0.73%	1.05%	0.00%	0.00%	0.82%	1.14%	0.00%	0.78%	0.00%	0.00%	0.33%	0.31%	1.75%	0.00%	0.33%	0.00%	0.00%	0.65%	1.49%	0.00%	0.00%	1.05%	0.00%	0.00%	0.67%	0.48%	1.20%	1.37%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
