Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Шелаболихинская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829					
1	"Число избирателей, внесенных в списки"	11885	1567	1851	817	432	966	294	886	262	557	672	476	459	1059	974	280	333					
2	"Число бюллетеней, полученных участковыми комиссиями"	11498	1480	1630	817	433	940	358	878	248	558	662	473	449	1030	957	275	310					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7262	847	1095	516	244	615	286	625	218	375	370	237	312	537	600	159	226					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	461	63	39	23	43	55	8	49	14	23	18	32	14	23	28	20	9					
6	Число погашенных бюллетеней	3775	570	496	278	146	270	64	204	16	160	274	204	123	470	329	96	75					
7	Число бюллетеней в переносных ящиках для голосования	461	63	39	23	43	55	8	49	14	23	18	32	14	23	28	20	9					
8	Число бюллетеней в стационарных ящиках для голосования	7240	847	1093	516	244	615	286	625	218	375	370	237	292	537	600	159	226					
9	Число недействительных бюллетеней	120	13	7	4	9	13	7	9	3	9	10	5	7	5	11	1	7					
10	Число действительных бюллетеней	7581	897	1125	535	278	657	287	665	229	389	378	264	299	555	617	178	228					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	7	13	7	5	7	5	7	5	5	5	5	5	7	7	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	25	2	13	2	0	1	1	4	0	0	1	0	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	3	8	4	1	3	0	4	3	0	0	2	1	1	1	0	2					
14	Число погашенных открепительных удостоверений	75	5	0	5	5	6	4	3	5	5	4	5	5	7	6	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	126	10	13	12	11	7	3	12	4	2	6	3	6	11	8	9	9					
		1.63%	1.09%	1.14%	2.22%	3.83%	1.04%	1.02%	1.78%	1.72%	0.50%	1.54%	1.11%	1.96%	1.96%	1.27%	5.02%	3.82%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	199	33	39	0	11	26	9	5	7	5	10	14	5	3	15	3	14					
		2.58%	3.62%	3.44%	0.0%	3.83%	3.88%	3.06%	0.74%	3.01%	1.25%	2.57%	5.20%	1.63%	0.53%	2.38%	1.67%	5.95%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	141	24	19	13	9	9	3	12	5	5	3	6	15	4	7	4	3					
		1.83%	2.63%	1.67%	2.41%	3.13%	1.34%	1.02%	1.78%	2.15%	1.25%	0.77%	2.23%	4.90%	0.71%	1.11%	2.23%	1.27%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	87	14	13	10	1	2	4	4	7	4	6	2	3	5	6	2	4					
		1.12%	1.53%	1.14%	1.85%	0.34%	0.29%	1.36%	0.59%	3.01%	1.00%	1.54%	0.74%	0.98%	0.89%	0.95%	1.11%	1.70%					
22	"5. ""За Русь Святую"""	22	1	1	0	1	1	0	5	1	1	0	2	4	3	1	0	1					
		0.28%	0.10%	0.08%	0.0%	0.34%	0.14%	0.0%	0.74%	0.43%	0.25%	0.0%	0.74%	1.30%	0.53%	0.15%	0.0%	0.42%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	0	9	2	1	3	0	2	1	0	0	0	0	0	1	1	0					
		0.25%	0.0%	0.79%	0.37%	0.34%	0.44%	0.0%	0.29%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.55%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	24	0	6	3	2	2	0	4	0	3	2	0	1	0	1	0	0					
		0.31%	0.0%	0.53%	0.55%	0.69%	0.29%	0.0%	0.59%	0.0%	0.75%	0.51%	0.0%	0.32%	0.0%	0.15%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.44%	0.34%	0.14%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	1	0	0	1	0	0	1	0	0	1	0	0	3	1	0	0					
		0.10%	0.10%	0.0%	0.0%	0.34%	0.0%	0.0%	0.14%	0.0%	0.0%	0.25%	0.0%	0.0%	0.53%	0.15%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1395	87	145	74	7	100	54	204	30	73	112	43	33	151	185	73	24					
		18.11%	9.56%	12.80%	13.72%	2.43%	14.92%	18.36%	30.26%	12.93%	18.34%	28.86%	15.98%	10.78%	26.96%	29.45%	40.78%	10.21%					
28	"11. ""Истинные патриоты России"""	8	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0					
