Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
"Наименование Избирательной комиссии:    Новокузнецк, Заводская"																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660					
1	"Число избирателей, внесенных в списки"	73713	609	2781	2484	993	1761	1313	1022	2028	2354	1933	1775	1461	2117	676	2031	2162	2100	1852	1620	2475	2321	2466	2554	2503	2378	2427	2240	2466	2363	2503	2336	1935	2063	1138	1450	1655	1342	2026					
2	"Число бюллетеней, полученных участковыми комиссиями"	66600	550	2500	2250	900	1600	1200	950	1900	2150	1750	1600	1350	2000	650	1850	2000	1700	1650	1500	2150	2100	2250	2300	2250	2150	2200	2050	2250	2150	2250	2150	1750	1900	1050	1350	1450	1200	1600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	38093	317	1259	1278	527	943	646	517	816	1229	1030	1085	763	1113	393	852	1085	1012	816	912	1321	1202	1282	1440	1397	1219	1247	1255	1366	1310	1397	1444	1078	1161	609	752	846	572	602					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1539	37	36	45	23	43	20	12	31	29	25	22	9	51	10	7	32	222	38	6	114	34	46	27	35	28	45	27	24	33	39	21	13	14	7	14	6	24	290					
6	Число погашенных бюллетеней	26968	196	1205	927	350	614	534	421	1053	892	695	493	578	836	247	991	883	466	796	582	715	864	922	833	818	903	908	768	860	807	814	685	659	725	434	584	598	604	708					
7	Число бюллетеней в переносных ящиках для голосования	1539	37	36	45	23	43	20	12	31	29	25	22	9	51	10	7	32	222	38	6	114	34	46	27	35	28	45	27	24	33	39	21	13	14	7	14	6	24	290					
8	Число бюллетеней в стационарных ящиках для голосования	38036	317	1255	1278	526	941	645	517	816	1226	1028	1085	763	1108	392	849	1080	1012	816	912	1321	1202	1282	1440	1386	1217	1245	1249	1365	1307	1395	1441	1078	1161	609	752	846	572	602					
9	Число недействительных бюллетеней	388	2	15	6	8	6	8	7	20	14	7	4	4	12	7	14	9	17	14	8	13	4	12	14	21	9	6	14	14	6	12	13	8	21	7	4	8	15	5					
10	Число действительных бюллетеней	39187	352	1276	1317	541	978	657	522	827	1241	1046	1103	768	1147	395	842	1103	1217	840	910	1422	1232	1316	1453	1400	1236	1284	1262	1375	1334	1422	1449	1083	1154	609	762	844	581	887					
