Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Советская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138					
1	"Число избирателей, внесенных в списки"	54334	220	2779	2518	2046	1515	1843	1315	2114	1783	1593	1373	1534	2574	1598	2324	1884	327	282	2474	2116	1427	611	555	1480	1702	2285	2477	176	541	922	2957	2246	1288	1066	389					
2	"Число бюллетеней, полученных участковыми комиссиями"	51209	204	2535	2375	1974	1364	1730	1225	1998	1632	1457	1298	1394	2380	1868	2143	1708	304	259	2306	1993	1344	585	542	1407	1561	2157	2350	170	522	851	2848	2131	1222	1005	367					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	24297	120	1129	1050	872	654	761	615	936	744	717	546	716	1108	717	1011	744	173	120	1895	934	589	363	206	618	594	965	992	62	283	424	1174	1152	707	438	168					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1278	0	37	56	53	29	54	55	24	49	52	53	42	44	45	38	17	2	17	2	40	54	22	13	25	30	29	21	5	14	23	134	40	75	63	21					
6	Число погашенных бюллетеней	25634	84	1369	1269	1049	681	915	555	1038	839	688	699	636	1228	1106	1094	947	129	122	409	1019	701	200	323	764	937	1163	1337	103	225	404	1540	939	440	504	178					
7	Число бюллетеней в переносных ящиках для голосования	1278	0	37	56	53	29	54	55	24	49	52	53	42	44	45	38	17	2	17	2	40	54	22	13	25	30	29	21	5	14	23	134	40	75	63	21					
8	Число бюллетеней в стационарных ящиках для голосования	24252	120	1129	1050	872	654	761	615	936	744	717	546	716	1108	717	973	744	173	120	1893	934	589	363	205	618	594	961	992	62	283	424	1174	1152	707	438	168					
9	Число недействительных бюллетеней	487	7	20	21	21	16	17	11	15	8	12	10	10	19	16	22	8	2	2	59	19	10	3	12	13	11	14	20	4	5	4	28	10	21	8	9					
10	Число действительных бюллетеней	25043	113	1146	1085	904	667	798	659	945	785	757	589	748	1133	746	989	753	173	135	1836	955	633	382	206	630	613	976	993	63	292	443	1280	1182	761	493	180					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	350	5	15	10	10	10	10	10	10	10	10	10	10	15	10	10	10	5	5	40	10	10	5	5	10	10	10	10	5	5	5	15	10	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	0	1	4	3	3	0	2	2	8	2	0	3	4	3	5	3	0	0	2	3	1	0	0	1	0	1	5	0	0	0	3	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	36	0	0	0	4	0	0	4	1	1	3	2	1	2	1	0	1	0	0	0	3	1	0	0	2	1	2	1	0	0	1	1	1	2	1	0					
14	Число погашенных открепительных удостоверений	289	5	14	6	7	7	10	8	8	2	8	10	7	11	7	5	7	5	5	38	7	9	5	5	9	10	9	5	5	5	5	12	10	8	10	5					
15	Число открепительных удостоверений выданных ТИК	27	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	504	5	15	16	16	11	13	11	10	9	15	8	12	10	11	14	9	10	12	105	17	17	7	4	19	6	13	17	4	4	13	21	24	13	6	7					
		1.97%	4.16%	1.28%	1.44%	1.72%	1.61%	1.59%	1.64%	1.04%	1.13%	1.95%	1.33%	1.58%	0.86%	1.44%	1.38%	1.18%	5.71%	8.75%	5.54%	1.74%	2.64%	1.81%	1.83%	2.95%	0.96%	1.31%	1.67%	5.97%	1.34%	2.90%	1.60%	2.01%	1.66%	1.19%	3.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	254	1	4	17	4	12	7	7	9	7	8	5	6	7	6	6	6	0	2	80	4	3	0	3	3	4	8	5	1	0	6	11	3	1	5	3					
		0.99%	0.83%	0.34%	1.53%	0.43%	1.75%	0.85%	1.04%	0.93%	0.88%	1.04%	0.83%	0.79%	0.60%	0.78%	0.59%	0.78%	0.0%	1.45%	4.22%	0.41%	0.46%	0.0%	1.37%	0.46%	0.64%	0.80%	0.49%	1.49%	0.0%	1.34%	0.84%	0.25%	0.12%	0.99%	1.58%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	873	6	30	44	29	17	33	24	31	25	17	20	20	51	25	31	22	8	4	80	32	22	13	9	21	37	51	40	3	10	19	22	28	29	15	5					
