Выборы Президента Российской Федерации																																																				
Дата голосования: 02.03.2008																																																				
																																																				
Наименование Избирательной комиссии:    Первомайская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
	Число участковых избирательных комиссий	45																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	45																																																		
																																																				
		Сумма	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252					
1	"Число избирателей, включенных в списки избирателей"	39414	649	149	71	1254	288	198	2294	1817	194	278	190	830	99	355	81	2397	3072	2174	827	2366	655	385	1024	1200	123	1480	343	338	313	905	154	158	1560	3020	1358	359	321	1983	495	1300	1191	307	403	297	159					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37000	629	143	69	1181	281	195	2194	1769	185	260	183	785	98	331	75	2222	2871	2045	708	2183	552	360	988	1139	114	1386	313	311	294	866	154	155	1465	2838	1270	340	298	1915	470	1209	1124	291	351	244	146					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	20729	395	92	41	655	202	139	1237	883	101	156	111	413	53	227	54	1095	1541	1015	344	1201	303	215	570	620	70	866	171	179	146	486	86	117	845	1614	656	259	203	1099	255	707	562	249	224	148	124					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1352	34	12	8	47	10	0	40	52	10	7	0	20	12	22	4	57	136	112	91	55	11	10	49	31	9	36	3	30	14	43	5	0	40	62	18	15	15	70	26	33	33	0	39	25	6					
6	Число погашенных избирательных бюллетеней	14919	200	39	20	479	69	56	917	834	74	97	72	352	33	82	17	1070	1194	918	273	927	238	135	369	488	35	484	139	102	134	337	63	38	580	1162	596	66	80	746	189	469	529	42	88	71	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1352	34	12	8	47	10	0	40	52	10	7	0	20	12	22	4	57	136	112	91	55	11	10	49	31	9	36	3	30	14	43	5	0	40	62	18	15	15	70	26	33	33	0	39	25	6					
8	Число бюллетеней в стационарных ящиках для голосования	20723	395	92	41	655	202	139	1234	883	101	156	111	413	53	227	54	1095	1541	1015	344	1199	303	215	570	620	70	866	171	179	146	486	86	117	845	1614	656	259	202	1099	255	707	562	249	224	148	124					
9	Число недействительных избирательных бюллетеней	286	4	5	0	8	7	1	18	11	2	3	1	0	0	2	1	20	26	15	5	22	2	1	9	6	3	20	1	5	0	7	0	0	10	22	8	2	2	15	5	5	8	0	4	0	0					
10	Число действительных избирательных бюллетеней	21789	425	99	49	694	205	138	1256	924	109	160	110	433	65	247	57	1132	1651	1112	430	1232	312	224	610	645	76	882	173	204	160	522	91	117	875	1654	666	272	215	1154	276	735	587	249	259	173	130					
11	Число полученных открепительных  удостоверений	284	3	2	2	7	2	2	15	15	2	2	2	8	2	2	2	30	15	10	5	20	6	2	10	6	2	10	2	7	5	9	2	2	7	15	10	2	2	10	2	9	5	2	2	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	199	2	0	0	6	0	0	9	10	0	1	2	6	0	1	0	28	11	10	4	13	4	1	5	4	2	8	2	4	2	7	1	0	4	13	8	1	1	8	2	9	4	2	2	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	385	4	3	1	6	0	0	9	6	1	1	1	3	2	1	2	35	27	8	41	15	34	7	2	5	3	13	4	8	2	3	6	4	36	8	4	1	1	7	7	18	17	2	6	19	2					
14	Число неиспользованных открепительных удостоверений	85	1	2	2	1	2	2	6	5	2	1	0	2	2	1	2	2	4	0	1	7	2	1	5	2	0	2	0	3	3	2	1	2	3	2	2	1	1	2	0	0	1	0	0	3	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
