Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Благовещенская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123					
1	"Число избирателей, внесенных в списки избирателей"	13935	1338	293	339	1112	548	410	196	104	710	147	82	88	2292	490	715	1074	499	277	1064	181	704	576	205	143	100	248					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13289	1260	280	320	1060	477	380	188	103	700	145	76	125	2060	465	700	1050	490	267	1050	190	680	549	196	142	96	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8083	709	140	186	666	468	267	138	70	450	89	52	85	1213	280	370	651	301	143	531	112	390	342	118	87	54	171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	478	18	17	8	49	0	10	10	5	16	11	4	3	55	16	22	19	15	8	57	8	48	38	21	2	5	13					
6	Число погашенных избирательных бюллетеней	4728	533	123	126	345	9	103	40	28	234	45	20	37	792	169	308	380	174	116	462	70	242	169	57	53	37	56					
7	Число избирательных бюллетеней в переносных ящиках для голосования	478	18	17	8	49	0	10	10	5	16	11	4	3	55	16	22	19	15	8	57	8	48	38	21	2	5	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8082	709	140	186	666	468	267	138	70	450	89	52	85	1212	280	370	651	301	143	531	112	390	342	118	87	54	171					
9	Число недействительных избирательных бюллетеней	199	14	2	3	5	79	2	2	0	4	0	0	2	8	4	6	11	1	3	13	1	5	2	26	2	0	4					
10	Число действительных избирательных бюллетеней	8361	713	155	191	710	389	275	146	75	462	100	56	86	1259	292	386	659	315	148	575	119	433	378	113	87	59	180					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	116	6	3	3	6	0	4	3	0	4	3	3	3	18	4	6	5	4	3	6	3	12	5	3	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	75	2	1	2	6	0	0	1	0	4	2	0	0	18	3	6	5	3	0	1	0	12	4	3	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	101	5	0	6	16	10	6	5	2	3	0	1	4	7	0	0	4	3	2	5	0	7	4	0	3	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	41	4	2	1	0	0	4	2	0	0	1	3	3	0	1	0	0	1	3	5	3	0	1	0	3	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
