Выборы Президента Российской Федерации																			
																			
Наименование Избирательной комиссии:    Нижегородский район																			
																			
Итоги голосования 																			
																			
		Сумма	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469					
1	"Число избирателей, внесенных в список"	24167	1052	2726	2531	1865	1432	1484	2549	2519	2581	1008	1859	2561					
2	Число полученных избирательных бюллетеней	22300	1000	2500	2400	1500	1400	1400	2400	2300	2500	1000	1500	2400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15499	669	1541	1597	1442	828	962	1746	1764	1479	672	1281	1518					
5	"Число избирательных бюллетеней, выданных вне помещения"	583	54	87	69	23	32	33	66	51	32	34	37	65					
6	Число погашенных избирательных бюллетеней	6218	277	872	734	35	540	405	588	485	989	294	182	817					
7	Число избирательных бюллетеней в переносных ящиках	583	54	87	69	23	32	33	66	51	32	34	37	65					
8	Число бюллетеней в стационарных ящиках для голосования	15475	664	1541	1597	1442	825	962	1746	1764	1479	672	1280	1503					
9	Число недействительных избирательных бюллетеней	167	1	3	16	10	7	9	11	72	11	6	11	10					
10	Число действительных избирательных бюллетеней	15891	717	1625	1650	1455	850	986	1801	1743	1500	700	1306	1558					
11	Число полученных открепительных  удостоверений	683	28	60	49	86	40	50	75	70	75	20	55	75					
12	Число выданных открепительных удостоверений	545	26	46	36	77	36	40	54	45	68	19	52	46					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	454	26	43	31	30	15	16	34	37	57	32	74	59					
14	Число неиспользованных открепительных удостоверений	138	2	14	13	9	4	10	21	25	7	1	3	29					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	1	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																			
18	. Глазьев Сергей Юрьевич	803	34	83	76	66	44	68	99	58	88	43	67	77					
		5.00%	4.74%	5.10%	4.56%	4.51%	5.13%	6.83%	5.46%	3.20%	5.82%	6.09%	5.09%	4.91%					
19	. Малышкин Олег Александрович	226	14	20	15	26	12	12	19	34	20	5	18	31					
		1.41%	1.95%	1.23%	0.90%	1.77%	1.40%	1.21%	1.05%	1.87%	1.32%	0.71%	1.37%	1.98%					
20	. Миронов Сергей Михайлович	95	4	11	6	4	10	10	9	10	9	4	7	11					
		0.59%	0.56%	0.68%	0.36%	0.27%	1.17%	1.01%	0.50%	0.55%	0.60%	0.57%	0.53%	0.70%					
21	. Путин Владимир Владимирович	11976	558	1209	1291	1155	624	704	1340	1434	1039	525	984	1113					
		74.58%	77.72%	74.26%	77.49%	78.84%	72.81%	70.75%	73.95%	79.01%	68.76%	74.36%	74.72%	70.98%					
22	. Хакамада Ирина Муцуовна	907	30	95	77	67	52	52	142	88	114	35	59	96					
		5.65%	4.18%	5.84%	4.62%	4.57%	6.07%	5.23%	7.84%	4.85%	7.54%	4.96%	4.48%	6.12%					
23	. Харитонов Николай Михайлович	1048	46	106	104	84	49	73	100	98	116	43	89	140					
		6.53%	6.41%	6.51%	6.24%	5.73%	5.72%	7.34%	5.52%	5.40%	7.68%	6.09%	6.76%	8.93%					
																			
24	Против всех	836	31	101	81	53	59	67	92	21	114	45	82	90					
		5.21%	4.32%	6.20%	4.86%	3.62%	6.88%	6.73%	5.08%	1.16%	7.54%	6.37%	6.23%	5.74%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
