Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
"Наименование Избирательной комиссии:    Ставрополь, Октябрьская"																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №1289	УИК №1290	УИК №1291									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	62754	1412	1144	1403	956	1160	2134	2160	1991	1416	1532	2384	2418	3113	1575	3059	3018	1814	2975	2536	2463	2197	2610	2245	3109	3139	2848	430	3101	1808	308	200	96									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51825	1100	1000	1000	800	1000	2000	2000	2000	1200	1200	2000	2000	2500	1200	2400	2400	1400	2400	2000	2000	2000	2000	2000	2500	2500	2200	424	2500	1500	308	196	97									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	22454	721	290	625	400	334	817	775	498	496	477	884	740	1197	521	1115	1096	674	1187	813	855	800	1005	868	882	1137	991	217	1009	512	288	153	77									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1345	27	62	88	19	27	24	46	32	28	73	37	48	28	13	37	61	54	34	62	27	44	29	8	23	20	48	190	13	65	19	40	19									
6	Число погашенных избирательных бюллетеней	28026	352	648	287	381	639	1159	1179	1470	676	650	1079	1212	1275	666	1248	1243	672	1179	1125	1118	1156	966	1124	1595	1343	1161	17	1478	923	1	3	1									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1345	27	62	88	19	27	24	46	32	28	73	37	48	28	13	37	61	54	34	62	27	44	29	8	23	20	48	190	13	65	19	40	19									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	22425	721	290	625	400	330	817	775	498	496	477	884	740	1197	500	1111	1096	674	1187	813	855	800	1005	868	882	1137	991	217	1009	512	288	153	77									
9	Число недействительных избирательных бюллетеней	467	20	0	7	14	7	18	6	0	0	8	0	18	34	8	23	34	4	1	0	27	31	1	19	35	51	22	14	27	17	12	3	6									
10	Число действительных избирательных бюллетеней	23303	728	352	706	405	350	823	815	530	524	542	921	770	1191	505	1125	1123	724	1220	875	855	813	1033	857	870	1106	1017	393	995	560	295	190	90									
