Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Шарыповская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №2286					
1	"Число избирателей, внесенных в список избирателей"	34361	2135	1407	2068	2060	2119	2021	2029	1447	2225	2145	2079	1078	1502	1414	1479	1136	1111	2137	2197	572					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32014	2000	1300	1950	1950	1950	1950	1950	1350	2000	2000	2000	950	1400	1300	1400	1000	950	2000	2100	514					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16968	1027	743	1042	941	1203	1069	1017	677	1207	1011	1022	509	679	588	723	586	551	972	1185	216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	584	31	12	99	20	11	11	12	25	30	14	15	10	15	47	15	43	42	21	25	86					
6	Число погашенных избирательных бюллетеней	14462	942	545	809	989	736	870	921	648	763	975	963	431	706	665	662	371	357	1007	890	212					
7	Число избирательных бюллетеней в переносных ящиках для голосования	584	31	12	99	20	11	11	12	25	30	14	15	10	15	47	15	43	42	21	25	86					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16958	1027	742	1040	941	1201	1069	1017	677	1206	1011	1021	509	679	587	723	586	551	972	1183	216					
9	Число недействительных избирательных бюллетеней	208	11	9	14	16	13	16	11	7	9	6	10	11	10	5	8	12	7	17	10	6					
10	Число действительных избирательных бюллетеней	17334	1047	745	1125	945	1199	1064	1018	695	1227	1019	1026	508	684	629	730	617	586	976	1198	296					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	570	35	25	35	25	50	35	25	25	30	25	25	25	25	25	25	25	25	25	35	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	405	32	20	29	20	47	31	19	12	24	22	16	12	24	10	22	13	8	16	24	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	165	9	5	9	6	15	4	3	9	4	14	7	5	12	8	3	21	9	7	12	3					
14	Число погашенных неиспользованных открепительных удостоверений	165	3	5	6	5	3	4	6	13	6	3	9	13	1	15	3	12	17	9	11	21					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	3	0	1	0	3	0	0	1	2	1	1	3	1	0	1	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3639	194	158	220	255	274	235	226	163	265	226	226	69	148	97	151	126	103	191	267	45					
		20.74%	18.34%	20.95%	19.32%	26.53%	22.61%	21.76%	21.96%	23.22%	21.44%	22.05%	21.81%	13.29%	21.33%	15.30%	20.46%	20.03%	17.37%	19.23%	22.10%	14.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2673	168	109	168	135	197	157	128	93	197	164	151	80	110	129	142	91	106	139	166	43					
		15.24%	15.88%	14.46%	14.75%	14.05%	16.25%	14.54%	12.44%	13.25%	15.94%	16.00%	14.58%	15.41%	15.85%	20.35%	19.24%	14.47%	17.88%	13.99%	13.74%	14.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	164	13	9	8	13	5	10	7	8	12	13	11	5	9	7	6	2	8	9	7	2					
