Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Рыбинская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №871					
1	"Число избирателей, внесенных в список"	24619	1143	159	1950	775	2329	213	1408	610	489	420	380	535	1928	309	254	410	323	115	690	1947	902	1473	387	448	140	685	991	1418	1631	157					
2	Число полученных избирательных бюллетеней	23730	1100	150	1900	700	2300	200	1400	600	450	400	350	500	1900	300	250	400	300	110	680	1900	800	1400	370	440	140	650	900	1400	1600	140					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11234	485	32	894	225	1236	70	575	233	157	118	66	231	1033	188	93	160	130	5	320	1023	454	723	136	156	33	329	496	663	887	83					
5	"Число избирательных бюллетеней, выданных вне помещения"	2573	196	68	130	187	127	49	33	147	145	133	146	92	61	19	66	71	29	80	78	53	29	35	73	73	59	68	90	175	47	14					
6	Число погашенных избирательных бюллетеней	9923	419	50	876	288	937	81	792	220	148	149	138	177	806	93	91	169	141	25	282	824	317	642	161	211	48	253	314	562	666	43					
7	Число избирательных бюллетеней в переносных ящиках	2571	195	68	130	187	127	49	33	146	145	133	146	92	61	19	66	71	29	80	78	53	29	35	73	73	59	68	90	175	47	14					
8	Число бюллетеней в стационарных ящиках для голосования	11234	485	32	894	225	1236	70	575	233	157	118	66	231	1033	188	93	160	130	5	320	1023	454	723	136	156	33	329	496	663	887	83					
9	Число недействительных избирательных бюллетеней	211	9	2	9	2	20	1	17	13	0	1	0	8	9	4	2	3	1	0	8	17	6	23	7	2	1	9	3	19	12	3					
10	Число действительных избирательных бюллетеней	13594	671	98	1015	410	1343	118	591	366	302	250	212	315	1085	203	157	228	158	85	390	1059	477	735	202	227	91	388	583	819	922	94					
11	Число полученных открепительных  удостоверений	810	30	10	50	30	50	10	50	30	20	20	10	20	50	20	20	20	10	10	50	50	30	30	20	20	10	20	30	30	50	10					
12	Число выданных открепительных удостоверений	106	1	0	10	2	8	2	14	4	2	3	1	4	12	0	0	1	0	1	1	6	4	2	1	3	0	2	4	9	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	236	2	0	5	16	10	11	4	15	12	6	3	2	5	2	0	5	2	1	3	1	77	4	4	4	1	4	12	8	11	6					
14	Число неиспользованных открепительных удостоверений	704	29	10	40	28	42	8	36	26	18	17	9	16	38	20	20	19	10	9	49	44	26	28	19	17	10	18	26	21	43	8					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	534	10	0	48	10	76	2	30	16	7	4	15	7	73	3	1	9	3	3	18	36	21	44	4	6	3	3	18	23	37	4					
		3.87%	1.47%	0.00%	4.69%	2.43%	5.58%	1.68%	4.93%	4.22%	2.32%	1.59%	7.08%	2.17%	6.67%	1.45%	0.63%	3.90%	1.89%	3.53%	4.52%	3.35%	4.35%	5.80%	1.91%	2.62%	3.26%	0.76%	3.07%	2.74%	3.96%	4.12%					
19	. Малышкин Олег Александрович	305	8	2	18	13	29	1	13	13	8	2	7	8	32	6	3	6	3	2	5	26	11	14	14	6	4	7	7	17	18	2					
		2.21%	1.18%	2.00%	1.76%	3.16%	2.13%	0.84%	2.14%	3.43%	2.65%	0.80%	3.30%	2.48%	2.93%	2.90%	1.89%	2.60%	1.89%	2.35%	1.26%	2.42%	2.28%	1.85%	6.70%	2.62%	4.35%	1.76%	1.19%	2.03%	1.93%	2.06%					
20	. Миронов Сергей Михайлович	138	7	3	8	4	12	0	3	5	3	3	2	2	14	3	2	3	3	2	3	16	3	5	1	2	3	4	8	9	4	1					
		1.00%	1.03%	3.00%	0.78%	0.97%	0.88%	0.00%	0.49%	1.32%	0.99%	1.20%	0.94%	0.62%	1.28%	1.45%	1.26%	1.30%	1.89%	2.35%	0.75%	1.49%	0.62%	0.66%	0.48%	0.87%	3.26%	1.01%	1.37%	1.07%	0.43%	1.03%					
21	. Путин Владимир Владимирович	9964	484	83	738	283	927	99	427	254	236	175	149	232	787	171	123	141	132	63	300	810	363	526	125	186	63	290	444	645	629	79					
		72.18%	71.18%	83.00%	72.07%	68.69%	68.01%	83.19%	70.23%	67.02%	78.15%	69.72%	70.28%	71.83%	71.94%	82.61%	77.36%	61.04%	83.02%	74.12%	75.38%	75.28%	75.16%	69.39%	59.81%	81.22%	68.48%	73.05%	75.77%	76.97%	67.34%	81.44%					
22	. Хакамада Ирина Муцуовна	277	19	3	23	15	35	0	13	2	3	4	5	8	31	4	2	1	2	14	9	24	10	12	2	0	1	4	9	6	15	1					
		2.01%	2.79%	3.00%	2.25%	3.64%	2.57%	0.00%	2.14%	0.53%	0.99%	1.59%	2.36%	2.48%	2.83%	1.93%	1.26%	0.43%	1.26%	16.47%	2.26%	2.23%	2.07%	1.58%	0.96%	0.00%	1.09%	1.01%	1.54%	0.72%	1.61%	1.03%					
23	. Харитонов Николай Михайлович	1999	126	7	140	69	229	16	86	68	41	57	30	41	103	12	20	61	12	1	48	118	56	115	53	24	16	69	90	100	184	7					
		14.48%	18.53%	7.00%	13.67%	16.75%	16.80%	13.45%	14.14%	17.94%	13.58%	22.71%	14.15%	12.69%	9.41%	5.80%	12.58%	26.41%	7.55%	1.18%	12.06%	10.97%	11.59%	15.17%	25.36%	10.48%	17.39%	17.38%	15.36%	11.93%	19.70%	7.22%					
																																					
24	Против всех	377	17	0	40	16	35	0	19	8	4	5	4	17	45	4	6	7	3	0	7	29	13	19	3	3	1	11	7	19	35	0					
		2.73%	2.50%	0.00%	3.91%	3.88%	2.57%	0.00%	3.12%	2.11%	1.32%	1.99%	1.89%	5.26%	4.11%	1.93%	3.77%	3.03%	1.89%	0.00%	1.76%	2.70%	2.69%	2.51%	1.44%	1.31%	1.09%	2.77%	1.19%	2.27%	3.75%	0.00%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
