Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
"Наименование Избирательной комиссии:    Красноярск, Центральная"																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504					
1	"Число избирателей, внесенных в списки избирателей"	44927	1249	1437	1055	1287	1766	1741	1502	673	1463	2126	1940	1253	1589	1766	1320	1092	1078	1388	1905	1716	1168	1836	1656	1630	1150	1321	2227	2235	624	834	900					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43350	1200	1400	1050	1200	1700	1600	1500	650	1400	2050	1700	1150	1550	1650	1200	1050	1100	1400	1900	1600	1150	1800	1650	1600	1150	1300	2200	2250	600	800	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23738	847	888	663	780	1121	977	845	396	777	1110	1112	594	790	1125	861	608	699	1083	1112	951	570	669	542	547	447	460	962	903	327	521	451					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1155	17	21	9	52	32	66	42	13	19	18	149	8	8	121	138	26	31	27	16	11	38	21	35	85	54	23	37	34	0	0	4					
6	Число погашенных избирательных бюллетеней	18457	336	491	378	368	547	557	613	241	604	922	439	548	752	404	201	416	370	290	772	638	542	1110	1073	968	649	817	1201	1313	273	279	345					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1154	17	21	9	52	32	66	42	13	19	18	148	8	8	121	138	26	31	27	16	11	38	21	35	85	54	23	37	34	0	0	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23692	847	888	663	779	1115	975	843	396	777	1110	1111	592	789	1125	861	606	699	1075	1112	938	570	669	542	545	447	460	962	903	325	517	451					
9	Число недействительных избирательных бюллетеней	335	12	14	6	9	18	14	11	9	9	0	12	5	26	18	8	12	2	18	12	19	11	7	12	7	6	6	18	9	6	8	11					
10	Число действительных избирательных бюллетеней	24511	852	895	666	822	1129	1027	874	400	787	1128	1247	595	771	1228	991	620	728	1084	1116	930	597	683	565	623	495	477	981	928	319	509	444					
