Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Кизнерская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236					
1	"Число избирателей, внесенных в списки"	17152	1149	1062	810	203	772	1114	916	960	541	663	637	228	626	487	277	204	527	453	512	326	218	242	591	101	420	448	185	148	218	252	173	575	502	200	130	282					
2	"Число бюллетеней, полученных участковыми комиссиями"	15722	1080	970	720	196	680	1000	820	870	460	580	570	205	650	450	250	197	470	410	480	290	200	220	540	103	380	450	174	155	198	230	174	530	450	190	130	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9630	658	526	457	133	466	566	484	496	259	392	319	165	347	313	181	123	264	162	180	165	125	175	322	43	212	319	133	88	148	196	134	364	341	147	76	151					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1665	28	75	28	5	110	28	26	12	20	31	128	2	51	26	27	23	81	190	165	76	50	1	43	21	127	42	0	31	17	0	8	71	47	7	6	62					
6	Число погашенных бюллетеней	4427	394	369	235	58	104	406	310	362	181	157	123	38	252	111	42	51	125	58	135	49	25	44	175	39	41	89	41	36	33	34	32	95	62	36	48	37					
7	Число бюллетеней в переносных ящиках для голосования	1663	28	75	28	5	110	28	26	12	20	31	128	2	51	26	27	23	81	190	165	76	50	1	43	21	125	42	0	31	17	0	8	71	47	7	6	62					
8	Число бюллетеней в стационарных ящиках для голосования	9628	658	526	457	133	466	566	484	495	258	392	319	165	347	313	181	123	264	162	180	165	125	175	322	43	212	319	133	88	148	196	134	364	341	147	76	151					
9	Число недействительных бюллетеней	124	5	7	4	4	2	12	5	5	2	2	6	1	9	7	3	1	3	2	0	4	0	2	9	0	1	4	6	5	2	3	0	2	0	6	0	0					
10	Число действительных бюллетеней	11167	681	594	481	134	574	582	505	502	276	421	441	166	389	332	205	145	342	350	345	237	175	174	356	64	336	357	127	114	163	193	142	433	388	148	82	213					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	247	10	16	10	3	21	10	10	10	10	10	10	5	5	5	5	3	5	15	5	5	5	5	5	2	10	5	3	3	5	5	3	5	5	5	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	97	6	13	5	1	21	2	1	3	1	0	1	0	5	3	0	0	0	2	5	2	2	0	3	0	8	0	0	0	1	2	0	4	3	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	11	5	3	0	1	3	2	4	0	3	1	1	0	0	0	1	1	0	3	1	0	1	1	0	4	4	2	0	0	0	0	3	1	0	0	2					
14	Число погашенных открепительных удостоверений	150	4	3	5	2	0	8	9	7	9	10	9	5	0	2	5	3	5	13	0	3	3	5	2	2	2	5	3	3	4	3	3	1	2	3	2	5					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	158	4	4	4	2	13	11	7	4	8	5	4	3	9	6	5	3	12	2	4	0	3	0	10	0	3	1	6	0	2	5	0	6	9	2	0	1					
		1.39%	0.58%	0.66%	0.82%	1.44%	2.25%	1.85%	1.37%	0.78%	2.87%	1.18%	0.89%	1.79%	2.26%	1.76%	2.40%	2.05%	3.47%	0.56%	1.15%	0.0%	1.71%	0.0%	2.73%	0.0%	0.89%	0.27%	4.51%	0.0%	1.21%	2.55%	0.0%	1.37%	2.31%	1.29%	0.0%	0.46%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	97	8	5	3	0	12	5	4	6	2	4	3	1	8	3	1	0	1	0	2	1	1	1	12	0	1	0	1	0	1	2	1	1	4	3	0	0					
