Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Челно-Вершинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №4301	УИК №4302	УИК №4303	УИК №4304	УИК №4305	УИК №4306	УИК №4307	УИК №4308	УИК №4309	УИК №4310	УИК №4311	УИК №4312	УИК №4313	УИК №4314	УИК №4315	УИК №4316	УИК №4317	УИК №4318	УИК №4319	УИК №4320	УИК №4321	УИК №4322	УИК №4323	УИК №4324	УИК №4325	УИК №4326	УИК №4327	УИК №4328									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13256	670	245	275	736	501	87	122	271	298	404	433	228	110	526	311	443	1204	960	875	958	631	688	379	530	379	511	301	180									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13481	689	253	275	742	503	89	123	282	305	414	446	233	113	523	317	441	1196	972	902	977	639	697	386	551	382	532	311	188									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11109	534	175	187	577	395	76	107	245	262	345	380	184	97	475	215	335	870	892	823	878	566	637	320	447	328	364	242	153									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1347	89	33	82	124	58	8	12	22	27	47	45	26	11	31	35	94	92	50	22	51	64	46	51	69	32	67	44	15									
6	Число погашенных избирательных бюллетеней	1025	66	45	6	41	50	5	4	15	16	22	21	23	5	17	67	12	234	30	57	48	9	14	15	35	22	101	25	20									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1347	89	33	82	124	58	8	12	22	27	47	45	26	11	31	35	94	92	50	22	51	64	46	51	69	32	67	44	15									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11109	534	175	187	577	395	76	107	245	262	345	380	184	97	475	215	335	870	892	823	878	566	637	320	447	328	364	242	153									
9	Число недействительных избирательных бюллетеней	92	1	2	2	6	0	0	4	0	1	1	2	4	0	0	0	0	4	10	0	0	0	50	2	3	0	0	0	0									
10	Число действительных избирательных бюллетеней	12364	622	206	267	695	453	84	115	267	288	391	423	206	108	506	250	429	958	932	845	929	630	633	369	513	360	431	286	168									
