Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Веденская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56					
1	"Число избирателей, внесенных в список"	16304	2428	577	152	157	826	513	356	705	1088	296	104	264	821	414	240	123	1151	1121	1068	2161	310	130	149	459	691					
2	Число полученных избирательных бюллетеней	15354	2428	500	150	141	771	473	320	671	1033	276	104	248	813	392	240	118	1086	1050	1003	1914	291	124	137	434	637					
3	"Число избирательных бюллетеней, выданных  досрочно"	2295	630	0	0	0	0	0	0	0	662	0	0	0	500	0	0	0	0	0	0	503	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12899	1798	500	150	136	771	473	320	659	301	266	104	248	291	392	235	106	1086	1040	1003	1397	291	124	137	434	637					
5	"Число избирательных бюллетеней, выданных вне помещения"	72	0	0	0	5	0	0	0	12	5	4	0	0	5	0	5	12	0	10	0	14	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	88	0	0	0	0	0	0	0	0	65	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках	2367	630	0	0	5	0	0	0	12	667	4	0	0	505	0	5	12	0	10	0	517	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	12899	1798	500	150	136	771	473	320	659	301	266	104	248	291	392	235	106	1086	1040	1003	1397	291	124	137	434	637					
9	Число недействительных избирательных бюллетеней	101	19	1	0	0	0	0	18	2	13	0	0	0	0	0	0	0	8	14	13	0	0	0	0	13	0					
10	Число действительных избирательных бюллетеней	15165	2409	499	150	141	771	473	302	669	955	270	104	248	796	392	240	118	1078	1036	990	1914	291	124	137	421	637					
11	Число полученных открепительных  удостоверений	350	40	30	10	10	20	15	10	20	10	10	10	10	10	10	5	5	15	10	15	20	10	5	30	10	10					
12	Число выданных открепительных удостоверений	47	5	9	10	0	3	0	0	0	3	0	3	0	0	0	0	4	0	0	0	0	0	0	10	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	19	4	0	0	3	0	0	0	1	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	2	3					
14	Число неиспользованных открепительных удостоверений	303	35	21	0	10	17	15	10	20	7	10	7	10	10	10	5	1	15	10	15	20	10	5	20	10	10					
